feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_atd_T2W30,0.1136076717217633,0.07262700085892859,1.0,246,0.615
z_l3_T2W30,-0.09137024899015075,0.06297317284946195,1.0,222,0.555
z_pe_T2W30,0.08651404446117845,0.05333441575714663,1.0,101,0.2525
z_asp_T2W30,-0.07021849634170346,0.05721290744022548,1.0,380,0.95
z_re_T2W30,-0.06307869037076087,0.04538524600091375,1.0,119,0.2975
z_diameter_T2W30,-0.06120376574226631,0.046299156482989566,1.0,379,0.9475
z_l2_T2W30,0.05280132499450209,0.04211111950514673,1.0,68,0.17
z_lsc_T2W30,0.03615337752221858,0.054890823947046405,1.0,307,0.7675
z_l1_T2W30,-0.019732505687858753,0.02567271619532776,1.0,109,0.2725
z_density_T2W30,-0.005332949524859071,0.07644264110762486,1.0,69,0.1725
