subject,z_re_T2W20,z_pe_T2W20,z_l2_T2W20,z_l3_T2W20
CDMS-11-6B-JLPENA,-0.29856555775797416,-0.8255557729820144,-0.7813136424172908,-0.41081889026871654
CDMS-11-6B-JMARME,-0.4054567404655774,0.43296030152886394,0.6381146563577387,-0.2223868741313492
CDMS-11-6B-JPSAMA,-1.6210622453868406,0.31822891569626216,0.7133200128644619,0.34776914539247833
CDMS-11-6B-LESTA,0.471693123739348,-0.30182394480852975,-0.12822880707190823,-0.24168821030877366
CDMS-11-6B-MAGIMU,0.12819289054753988,-1.330855405995002,-1.4624252267968543,-1.4204837326826212
CDMS-11-6B-MEBRTA,0.8096338179194644,0.057606629585854364,0.3215407287156449,-0.8377818895220811
CDMS-11-6B-MMAMO,0.06368254150125413,-0.06467146264418985,-0.49998342450577804,-0.05804383877957189
CDMS-11-6B-RSECA,-0.31088683252877664,0.1483899402818299,0.5035779039217405,0.6487457154487023
CDMS-11-6B-SCAPA,0.06362410354566116,-0.9703876342048313,-0.9929321023343939,1.1499812478493896
CDMS-11-6B-VZAPE,-1.7147240289076913,0.6784840224323799,1.1997103538578515,-0.7849482776486775
CDMS-11-6B-YLNIME,-0.9521277940694768,-0.2535159255914205,-0.052472155228864226,-0.17666664594681075
CDMS-11-7C-ICARE,-0.3711579582447409,0.7410891860349417,1.0549263588061102,1.2918671645016904
CDMS-11-7C-SALMA,0.6782188326960902,-0.5017735957789426,-0.37973325300243926,-1.3718419346482476
CDMS-11-7C-SPGAVE,-1.4689659522886858,-0.09506787763174865,0.14616939778723467,0.5629215210415521
CDMS-12-5A-SRIGO,0.987718983675367,1.2396439339289658,0.8842364853532647,-0.18483966809013588
CDMS-12-6A-FAROPA,-0.4995361976979853,-0.8281301359220906,-0.7850930554753638,-0.2865285812170441
CDMS-12-6A-JGIGA,-0.6977839386543688,-0.6512712309589684,-0.5787624914991565,-1.034190319241134
CDMS-12-6A-JSOTGU,-0.29754914306485153,-0.9879152452894608,-1.030849583514047,-1.1288899940642294
CDMS-12-6A-SROAL,2.262974448687957,-1.2942529528717606,-1.4186116729491445,-0.08766724999273523
CDMS-12-6B-IJDAGA,0.047849172029933745,0.8281638040096397,0.6127144589656633,0.004843147698168215
CDMS-12-6B-SCLAG,0.12581025738579185,1.3881422129564502,1.190644114832677,1.062693124596497
CDMS-12-7C-ARAHE,2.3247635650955085,2.212747638896126,1.1265525170598847,-1.3135980778444172
CDMS-12-7C-CATRAR,-0.8705630622063611,-1.2010976294453564,-1.302458872853189,1.3338193964142504
CDMS-12-7C-DLOLO,-0.18597513056223658,0.6648716219679205,1.157531239208242,-0.7258430879502584
CDMS-12-7C-JSZAOR,-0.03508856694918878,-0.5957466983375914,-0.9834311906803932,0.4840013382585146
CDMS-12-7C-MAROBE,-0.3256795017009126,-0.9742360149359972,-0.996351356772779,1.3954583391278734
