subject,z_re_T2W20,z_pe_T2W20,z_l2_T2W20,z_l3_T2W20,y_true,y_pred
CDMS-11-7C-SALMA,-0.13420999407944414,-0.17897748475366765,-0.20446145276724767,0.19650139352286963,7,5.299758204610062
CDMS-11-7C-SPGAVE,0.05717807942806091,-0.1983592612283137,-0.23714941924975733,-0.10292158594335318,5,5.139653555694183
CDMS-12-5A-SRIGO,-0.10460019441763652,0.3513595699855531,0.514998141041236,-0.12798162886875378,7,6.254681630427948
CDMS-12-6A-FAROPA,-0.04355520262001873,-0.12896265892369402,-0.17757087571303526,-0.055303968988973676,5,5.215513036441827
CDMS-12-6A-JGIGA,-0.022115021947973608,-0.1645114138611426,-0.17926213394937285,0.2246408831448681,1,5.479658056073931
CDMS-12-6A-JSOTGU,-0.0787045203397738,-0.08699188322103285,-0.18419755130251958,0.20591345461194524,10,5.476925242436172
CDMS-12-6A-SROAL,1.3826232710261048,-0.0033969911447726047,-0.10192259130823052,-0.07794496739849466,10,6.8202644638621575
CDMS-12-6B-IJDAGA,-0.0764971593446662,0.13927451242513514,0.11904460463958504,-0.11500248094633433,10,5.687725219461268
CDMS-12-6B-SCLAG,-0.052550215730619486,0.8506570029099414,0.7759590725751816,0.06132228178259315,14,7.2562938842246405
CDMS-12-7C-ARAHE,1.3218072985165656,1.128208372599983,0.4827816340483475,0.13447461718228162,11,8.688177665034727
CDMS-12-7C-CATRAR,0.009434295491324901,-0.1060128476431434,-0.18658501276514122,-0.0818866300211941,6,5.255855547749398
CDMS-12-7C-DLOLO,-0.04544066455341555,0.14982918148723662,0.6335700674597571,0.17635121336772516,10,6.535215540448854
CDMS-12-7C-JSZAOR,-0.08370977630436108,-0.17595008438885607,-0.20674371945370792,-0.08836987701373755,5,5.066132285526889
CDMS-12-7C-MAROBE,-0.06796378395386761,-0.10051785678573148,-0.20366816643671964,-0.08465697994228781,2,5.164098955568944
CDMS-12-7C-VMAPA,0.004792146097863413,-0.1282766454877869,-0.1720742223645757,0.2184741760841629,4,5.543821197017214
CDMS-12-7C-VQURA,-0.1045194160974239,-0.18520217069016312,-0.2380811379592674,0.22355675675068307,4,5.316659774691378
CDMS-13-6B-ASUMO,-0.14982590380207012,0.0038744724643723534,-0.13031887956165084,-0.0785842369730398,1,5.266051194815166
CDMS-13-6B-JDTAHE,0.03637974143516955,-0.07891397450542167,-0.11859504165038333,-0.07856742440226633,8,5.381209043564647
CDMS-13-7C-MVEAR,-0.05696478186326514,1.08064495266638,0.7228298475933577,0.14562151607628657,9,7.5130372771603
CDMS-13-7C-RAIZAC,-0.02332685743775879,-0.18533743560839558,-0.2144918473062542,-0.08755743128069059,4,5.110192171054451
CDMS-13-7C-SSOSLO,-0.05922710695193769,1.2184680443303513,0.9836213583130786,0.11035458414426268,10,7.8741226225232985
CDMS-14-10A-IMORTO,-0.029305050738165517,-0.18511647502320683,-0.2276765800031385,-0.10741686066787456,6,5.071390776255163
CDMS-14-10A-JCVANI,-0.12612077901825527,-0.19144377504970767,-0.21570847439434918,-0.09285057733525097,10,4.994782136889989
CDMS-14-6B-KDCAHE,0.06582783909593604,-0.10285743866833653,-0.17745630722934427,-0.0910685139272958,8,5.315351321958509
CDMS-15-10A-AMALOS,-0.08858879878420714,-0.19097358388247257,-0.23771765020389798,-0.1037484311830301,5,4.999877278633941
CDMS-15-10A-JJMACH,-0.15396605078690798,-0.1866896832218584,-0.24214067934006792,-0.10606015826516707,1,4.932049171073548
CDMS-15-10A-MAALCA,-0.0671658073143735,1.0609203175846593,0.9183387471674055,0.02628122361256577,6,7.5592802237378045
CDMS-15-10A-MAALRI,-0.09163292370846327,-0.17130652480305886,-0.21342007291000983,-0.05256161134558575,5,5.0919846099204324
CDMS-15-10A-SGOMO,-0.07658979345888409,0.7122606293207115,0.5294852380171462,0.14399928920161506,4,6.930061105768134
CDMS-15-10A-SHEGA,-0.149238717620474,-0.17508090037179108,-0.20310593725754114,-0.08892044417302951,7,5.004559743264715
CDMS-15-11B-JEMOLO,1.4318347440663128,-0.1256292138876874,-0.18863679012861817,-0.1151995722336897,6,6.623274910503872
CDMS-15-11B-VSAHO,-0.02911409368660531,-0.17529407229424773,-0.13203222650392188,0.07054847707459852,4,5.355013827277373
CDMS-16-10A-SGALO,0.06724110376922326,-0.16419576403688158,-0.18545804290158638,-0.08270182686415978,7,5.255791212654144
CDMS-16-11B-NGABE,-0.03374968389229765,0.49640132873240284,1.1702382021211024,0.03779555386273423,12,7.291591143511494
CDMS-17-10A-ASSAMO,-0.12187157294356249,-0.10339558608843508,-0.19437472470742714,-0.09323028589671377,6,5.108033573051412
CDMS-18-7C-VVECA,-0.13710907955537488,-0.18796228216966146,-0.21079381012799922,-0.1071888257491123,4,4.9778517450854025
CDMS-8-4A-DJAVDA,-0.12854453337522265,0.04669679060523518,-0.12921262755669632,0.176634111857877,2,5.5864794842187475
CDMS-8-4A-DOSTR,-0.12956307755530733,-0.1693099713484325,-0.20014321913909014,-0.07514108438550855,9,5.046748390259212
CDMS-8-4A-LGOPA,-0.09224660436997076,-0.18872089263407385,-0.23176271747794658,0.05487514759567159,6,5.16305067580123
CDMS-8-4C-JDBUTU,-0.14479254766829863,-0.19104173079316342,-0.18913492467419238,0.06631507214088525,3,5.162251611692782
CDMS-9-4A-ACDUTR,-0.08234145345490651,-0.17572463549606096,-0.14410460296560174,0.2073090783916776,3,5.42604412916266
CDMS-9-4A-CARGA,-0.1360045746429924,-0.1820796675798034,-0.23537160511376884,-0.05246334404469519,3,5.01498655130629
CDMS-9-4A-CRAAG,1.46395161191383,1.1689754114254272,-0.12432893164510236,0.18436603452692427,14,8.313869868908627
CDMS-9-4A-EROHI,0.19214862038409322,-0.1753292824847844,-0.22017315222911693,0.2202594652968157,2,5.637811393654557
CDMS-9-4A-ILOSE,-0.1169597718617218,-0.17140103642326812,-0.1912537465156934,-0.09975340567075545,1,5.0415377822161105
CDMS-9-4A-TGAFR,-0.03550807117419145,-0.1748227274488334,-0.19989531481551281,-0.08772206008156319,2,5.122957569167446
CDMS-9-4C-SCAMO,-0.13152593252928968,-0.17390614925127607,-0.21322149126605833,-0.09654268919382865,1,5.005709480447097
CDMS-9-5A-ABERO,-0.10206117907202075,0.12836828753524596,0.5367383818224034,-0.072282008771666,6,6.111669224201513
CDMS-9-5A-VVAAR,0.06724110376922326,-0.16732399261410807,-0.17605070958389615,-0.09816688742060056,2,5.246605256838167
CDMS-9-5C-JDMADE,-0.13798840576170876,-0.2465763379711624,-0.2388020376693533,-0.09006167068415649,6,4.907477290601168
CDMS-9-5C-LVIZAC,-0.14502067497332097,-0.24572866356638376,-0.26919132550532954,-0.10627347596074736,2,4.8546916026817675
CDMS-9-5C-MLOGO,-0.13173569595028412,-0.18535401479311556,-0.21010857066795932,-0.07451112832451916,5,5.019196332951673
CDMS-9-5C-SCAAG,1.1996482196712563,1.174425211223581,0.9810922917655264,0.08887444051425615,10,9.064945905862167
CDMS-XX-10A-VGILO,-0.056871348988486184,-0.17134031629369542,-0.2036225652765666,0.17533565574785526,7,5.364407167876656
CDMS-XX-5C-MPCAQU,-0.0687645339674939,-0.1691309526917362,0.1300891883346754,-0.10414103653065128,9,5.408958407832347
CDMS-XX-6B-SPUCA,-0.15002784107055195,-0.12662438809367918,-0.21291517276583685,0.16236613836855088,0,5.293704479126034
CSO-10-4A-KCOMO,-0.05342092067836124,-0.1691946521816309,-0.20680067509639363,-0.055427186860293534,4,5.13606230787087
CSO-10-4A-LRAVI,0.01922180467017209,0.20962060230214533,0.8059923245581508,0.20434098302663498,12,6.860081457244654
CSO-10-4A-LSCAVA,-0.053523289913485324,-0.19057402282463531,0.14919724806638496,-0.08699581619558172,11,5.439009861820234
CSO-10-5A-ACAVA,0.03875917117751786,-0.1833968945105583,-0.21285334046537172,0.0729343938117798,4,5.336349072700916
CSO-10-5A-ARACA,-0.15284363807233295,-0.20197188766534716,-0.22309463214716949,-0.11162021087137096,0,4.93137537393133
CSO-10-5A-DABRZA,-0.09924692829278564,0.39757483398808097,0.5308285806652556,-0.02662198245376697,3,6.423440246594332
CSO-10-5A-GZAMA,-0.13513163721739546,-0.0934332054394355,-0.17569581218658945,0.00966545335836121,6,5.226310541202495
CSO-10-5A-IPECA,0.0037608454327058847,-0.1626171984143173,-0.19215105808477145,-0.10098363524601327,11,5.168914696375152
CSO-10-5A-JANORO,-0.15106865463074629,-0.1920563184161545,-0.23096934988245776,-0.10145072414902608,5,4.945360695609166
CSO-10-5A-JBUVE,-0.06774500257875765,0.36950884125761374,0.8656318113938022,-0.10663883768389958,2,6.681662555076306
CSO-10-5A-JJSEMO,-0.05052625229009374,0.13728377357599084,0.5863868100845266,-0.0713244451660164,13,6.222725628891958
CSO-10-5A-JLCARI,-0.044241307492765884,1.1706291563857536,1.024435824201256,-0.029816876170108177,9,7.741912539611681
CSO-10-5A-MAARAN,-0.09623666354209987,-0.1808072896243402,-0.21681613791922985,-0.09603471080886637,4,5.031010940793014
CSO-10-5A-RVMOIB,-0.13749162117581853,-0.193008770632368,-0.16187825191206665,-0.04336173766609391,4,5.085165361301202
CSO-10-5A-SVHEES,-0.08135269211497015,-0.16711187305061978,-0.2158097027436185,0.23220555571871118,7,5.3888370304970525
CSO-11-5A-MDVOSPE,-0.15753678940874086,-0.1931099187205765,-0.257880048885585,-0.09965383351758587,3,4.912725152155061
CSO-11-5A-MTAGA,0.05693329721605596,-0.09280033202541886,-0.16117937323283235,-0.08785671847552552,5,5.3360026161698295
CSO-11-6A-CAPAMU,-0.13438294905138673,-0.24466018688358113,-0.17810079197545978,-0.09117167325643599,1,4.972590141520686
CSO-11-6A-DSCACH,-0.09053380141301512,-0.17364140283386986,-0.20888939210489252,0.15767644479012127,0,5.305517591125896
CSO-11-6A-EROMO,-0.13866092504734898,-0.17100055316195847,-0.19873437598267793,0.2635307939125759,7,5.376040682408143
CSO-11-6A-FSOVRE,-0.0906168737719957,0.3417275225067442,0.5044374567423874,-0.085449581258835,5,6.2910042669058495
CSO-11-6B-ANREVA,-0.0022982427714423894,-0.17133409422487664,-0.18923720442916112,0.19831162242166314,5,5.456347823683733
CSO-11-6B-DISEMO,-0.10048993476694135,-0.15633371976581087,-0.18603869739901227,0.21293073986978941,0,5.390974130625578
CSO-11-6B-LHFDLACH,0.8839527830830094,0.39625808173372107,0.5703815862079279,-0.10754513499077749,7,7.363953058721427
CSO-11-6B-RJGIHE,-0.0338285164421181,-0.08540857524174568,-0.1533607089740311,-0.05130662934459346,3,5.297001312685063
CSO-11-6B-SFLVA,-0.05657427229458454,1.1360277796640366,0.8704600524849511,-0.1001132545779761,8,7.470706047963968
CSO-11-6B-VCOMA,0.9942599556621111,-0.15836300566164604,-0.1678009328248249,-0.08951773831055614,14,6.199484021552634
CSO-12-6A-DGISE,-0.09271412449893966,0.20181956708036158,0.8344758199865256,-0.14018204927461256,2,6.424304955980885
CSO-12-6A-FJOVRE,-0.15108641048384022,-0.2323792572729064,-0.23886039658871108,0.22433370508820902,1,5.222913383430302
CSO-12-6B-GQULO,0.0016435991160115133,-0.1999310693782213,-0.22281392710956616,-0.09334568724444742,4,5.1064586580713245
CSO-12-6B-LJHEFE,-0.07023806981174345,-0.2312859407442449,-0.24203093842735507,-0.10037795443244814,2,4.976972839271754
CSO-12-6B-VPAMA,0.060850524718851606,-0.08870153455527215,-0.1588650697166732,0.21841073905038685,9,5.652600402184843
CSO-12-7A-DALRE,1.49387727447156,0.039641119719688055,-0.10218986333697645,-0.014162835769136285,8,7.038071437772689
CSO-12-7A-ESALA,0.00743271756836471,-0.1626148364331873,-0.16979068955884274,0.23083491168471218,7,5.526767845948599
CSO-12-7A-IMERO,-0.13319925674673003,-0.1844378534536762,-0.21092649812001862,-0.1000365602343071,9,4.9923055741328195
CSO-12-7A-JHEZA,-0.15455280969155596,-0.1957489423695343,-0.24464529632887624,-0.10451162954526098,9,4.921447064752321
CSO-12-7A-LSARAR,-0.07321618411060242,-0.08688835396603392,-0.18669376365129509,0.20468434387709536,6,5.478791784836717
CSO-12-7A-SCAHO,-0.13168919492222297,-0.1860533350719305,-0.22938366273297744,-0.0864955511170219,1,4.987283998843397
CSO-12-7B-DVAGRO,-0.030072829229183248,0.09813219330171186,-0.2401744023239693,-0.11272363687461623,8,5.336067067561493
CSO-12-7B-SMUGU,-0.15124282281639193,-0.17032758638065087,-0.1972205234262829,0.17053965896625756,4,5.272654469030486
CSO-12-7B-SSARA,-0.11518152595187006,0.2574844040232092,0.14287845044161449,-0.1156763995116972,2,5.790410671688807
CSO-12-7B-VHOMA,-0.030001660395074983,0.12878336262227527,0.6137287521002017,-0.05333624609437841,8,6.280079950920575
CSO-12-8A-YTOME,-0.05481988728725023,1.2770179360379057,1.1100734731828696,0.07823768481727815,13,8.03141494943835
CSO-13-6A-ANASA,0.005236825315250941,-0.1830667281442321,-0.20688813758175434,-0.0974840877576941,3,5.13870361451912
CSO-13-6B-JETAVE,-0.118500565583297,0.27967090767759845,0.5297542111908023,-0.13117479934918233,9,6.180655496623474
CSO-13-6B-LFMIES,0.016200351532440083,-0.19281514777042344,0.5276151374210871,0.06008088515291967,8,6.031986969023578
CSO-13-6B-LJMAHU,-0.03332412078924454,0.47139339931776336,1.024321582875592,0.12702792479924405,8,7.210324528890905
CSO-13-7A-CAPAMU,-0.061135473060852756,0.08515760572225264,0.18993650480579294,-0.11083465330908351,7,5.724029726845659
CSO-13-7A-CDDITR,0.0030041568629937546,-0.20057936679920935,-0.23240756180088507,-0.10052518169920052,2,5.090397789251246
CSO-13-7A-JJATFL,-0.1447898680417463,-0.191463991000209,-0.21398561562716148,-0.10045074694577481,7,4.970215521072659
CSO-13-7A-KRAMA,-0.036530912667444584,0.357527326206965,1.0465048427023977,-0.1368523193276923,6,6.8515546796017714
CSO-13-7A-RXCHLU,-0.1435461369219355,-0.21826845704108389,-0.20576539973081406,0.18743042393736845,1,5.240756172931087
CSO-13-7A-YAMEZA,-0.13513287128547136,-0.20560344843084166,-0.25550726062326634,-0.09234477008309078,3,4.9323173922648795
CSO-13-8A-KIGAGU,-0.1536869843888886,0.08772657312310135,-0.19329132015110526,-0.10189368213381231,2,5.259760329136848
CSO-13-8A-MBUAN,0.06582783909593604,-0.1386338103789344,-0.18277032803893614,-0.09746694922939438,3,5.26786249413622
CSO-13-8A-MGAAN,-0.10236511723435898,-0.1742433085428025,-0.20693094792274438,-0.08804980821149554,9,5.049316560776148
CSO-13-8A-MGAHE,-0.018528131290861696,-0.0992543938677796,-0.1356638387949386,0.2292075460549283,12,5.596666924788897
CSO-13-8A-MJAGA,-0.08799408223430334,-0.13153024237302893,-0.2565426806962629,-0.10001932373241117,2,5.044819413651544
CSO-13-8A-VHODU,1.3904646643388154,-0.16762191232456813,-0.18335031589945774,-0.10076383641329467,8,6.559634342389048
CSO-13-8B-FCJISA,-0.07151697770370419,-0.1871377763496842,-0.23331072650918894,-0.056058634954663136,5,5.072881627170308
CSO-13-8B-JEMABE,-0.15547746491182163,-0.13731550291372413,-0.24970331925139103,-0.09247892285159137,6,4.985930532759024
CSO-13-9B-DMLLLU,0.06430021430252664,-0.1697265530319537,-0.1919403940333298,0.19708639127681718,10,5.52062540120161
CSO-14-7A-MVEBE,-0.025792611468205818,0.012620639902390589,-0.10814090949912683,0.17868917648623847,10,5.678282038108846
CSO-14-7B-EVEGO,-0.1341025112939183,-0.1923372704655182,-0.23922018122216435,-0.0990397355996548,1,4.956206044106294
CSO-14-8A-AQUMA,-0.06158836642776293,-0.1053641515063897,-0.19492383247706996,-0.08156016425515736,3,5.1774692280211685
CSO-14-8A-MCIDOS,-0.12644917490573263,1.0783611536790376,0.8877934340422657,0.09094717813427398,7,7.551558333637396
CSO-14-8A-SZARA,-0.04723479467172829,0.49860907423075373,1.2257824335257141,0.03858477173330298,12,7.336647227505592
CSO-14-8B-JLLORA,-0.08493165910656818,0.06282657874434142,-0.11095645954843045,0.06864770301024616,13,5.556491905787143
CSO-14-9A-AEDCAGO,-0.047686978953970366,-0.1759430378539897,-0.20018734189944024,0.2203605005803327,2,5.417448884560484
CSO-14-9A-HASACA,-0.04263478379636158,-0.09184409609516707,-0.17370903009009825,0.22216497609299704,11,5.534882808798921
CSO-14-9A-JSMAAL,0.04464936208453596,-0.16934257184252935,-0.19658039091264617,-0.10178243054506543,2,5.197849711471842
CSO-14-9A-MARJA,-0.15113854162324214,-0.10504486777462202,-0.1968334204974497,-0.09098655642079395,3,5.076902356371444
CSO-14-9A-SORZU,-0.12837650178238796,-0.09489705949666224,-0.17279769831666283,-0.056664519107239034,5,5.168169963984597
CSO-14-9B-ERAGA,-0.12662987012216098,-0.10974803384713543,-0.19870014763246277,-0.09861031793241383,1,5.087217373153378
CSO-14-9B-MFEGA,-0.053915766907594254,0.4171251543461507,0.5557071346759638,0.1429238329665307,11,6.682746097768599
CSO-15-10A-LJRAGU,0.00020598947876314947,0.4207815742824455,0.6815493485925086,-0.13313523866589103,8,6.590307416375377
CSO-15-10A-MAARLO,-0.036769455571840214,-0.23092608482070875,0.18668297527900465,-0.09632964903920066,4,5.443563528534807
CSO-15-10A-SFEGA,0.009208931841634809,-0.1515805786323065,-0.17105077311341832,0.2150577732454819,2,5.522541096028944
CSO-15-10B-MEBUAR,-0.13992164480471278,-0.18275062734418954,-0.2277773200672141,-0.08453961136039505,8,4.98591653911104
CSO-15-10B-YVBUAN,0.04427319782528398,-0.16910778370880983,-0.18642216213774834,0.15519868215323382,6,5.46484767681951
CSO-15-10C-ALBAHO,0.05710003752687352,-0.17713834074912305,-0.21671826896299387,-0.055325420006305456,5,5.228823750495999
CSO-15-10C-SSCAMO,-0.12690509521317803,-0.10134142055306548,-0.19518333331851137,-0.0660688606488509,3,5.1314070329539465
CSO-15-11C-JETALO,-0.12879495483858341,-0.19046558203858016,-0.23660297266162206,-0.09274851936148952,5,4.972293713787274
CSO-15-7B-JCRAGA,-0.02583992503917557,-0.09133127634959506,-0.1799821441265511,0.23649372067835653,8,5.560246117850587
CSO-15-8A-VBMABR,-0.12902923960307058,-0.1690194053464233,-0.18497400750179974,0.2341168147147352,12,5.371999904950994
CSO-15-8B-KEPOGO,-0.004054751021682078,-0.17762702960129506,-0.22041414858616343,-0.0839751980405928,5,5.134834615437815
CSO-15-9B-ALRIHE,-0.13291070739122,-0.16549486843836225,-0.2028379636780769,-0.05212059964089673,3,5.067541603538995
CSO-15-9B-AMSAGO,1.6039776692129815,-0.1467515679159651,-0.13080856367492077,0.27258454147136113,15,7.2199078217810095
CSO-15-9B-JCAPA,-0.08833206411522349,-0.2054274311601165,-0.25756668920901765,-0.10684892749652537,5,4.962730630706667
CSO-15-9B-KSBEJA,-0.13579673648578633,-0.10335958335216683,-0.19330642870008216,-0.0886817917794113,13,5.0997612023701056
CSO-15-9B-RMCHLU,-0.13436330169606586,-0.23686423834952755,-0.23753191578619806,0.06129732425827029,5,5.073443611114028
CSO-16-10A-JEGAHE,-0.13371286793301523,0.03830360379616838,-0.13130539633782332,-0.0785842369730398,6,5.315606845239844
CSO-16-10A-MSACO,1.44190038293929,-0.13029469655924783,-0.1941381191453791,-0.10523929724259579,5,6.633134012679623
CSO-16-10A-SMOUT,-0.02583992503917557,-0.09213695443750872,-0.1799821441265511,0.21717131004707976,0,5.5401180291313965
CSO-16-10A-YKMUJO,-0.10829254895537184,0.6817188777433035,0.9179820017331124,0.08484354053601463,5,7.197157613744608
CSO-16-10B-JESUGU,-0.08560887592539845,-0.09673612805432855,-0.18219649403544588,-0.04757739032912438,3,5.208786854343256
CSO-16-10B-LTVIFA,0.057226858846222084,-0.18101004747538352,-0.2190772133602197,-0.07522377392994621,10,5.202821566768221
CSO-16-10B-VVILI,0.03849760592734536,-0.16521766974984925,-0.1851672879277991,0.25531797530719086,13,5.564336366244437
CSO-16-10C-ACALGU,-0.08895108561537074,-0.19506034990793053,-0.2269003917613363,-0.09682604249396681,6,5.013167872908947
CSO-16-10C-MAVAVE,-0.03082724092097164,-0.1715837487263909,-0.20025801374179983,0.070497091246778,4,5.288733830545165
CSO-16-11A-JAVABO,-0.013462629005966783,-0.22801414916429674,0.1487500089161366,-0.09130742278356208,4,5.436871550649861
CSO-16-11A-JDMUVA,-0.026051048631838426,-0.06815536859521844,-0.10302737347673592,0.2280304765111951,4,5.651702428494951
CSO-16-11A-VZAOR,-0.15316907804082872,-0.20879115636511525,-0.25728600520165623,-0.10617998959588852,1,4.8954795134840605
CSO-16-11B-KRORE,-0.11628091820268685,-0.1352957164444677,-0.1871728414130631,-0.09604088444490576,3,5.0861153821824265
CSO-16-11B-LLOZA,-0.04057573671919419,0.36935117736659395,0.5206891613599971,-0.028463392628811618,4,6.441906952066136
CSO-16-11B-YAROMO,-0.15851456745683287,-0.23359461437665277,-0.21495257587291333,-0.10162203305961545,4,4.912221951921535
CSO-16-9A-JALEMO,-0.15568362495630886,-0.17996277183946108,-0.20258527034430795,-0.10633434883317025,5,4.976339726714304
CSO-16-9A-JPROSO,-0.0734469951381117,-0.18710231161993146,-0.23936698518560057,-0.1031150480253008,0,5.017874402718602
CSO-16-9A-JSMAGU,-0.13526442594891486,-0.18180598175561125,-0.20081858920449216,0.15246791895663867,9,5.255484664735174
CSO-16-9B-SJPAJI,0.061281534224729345,-0.16028802638626968,-0.188785765474397,-0.0546111006510977,7,5.278502384400515
CSO-17-10A-YVGOCA,0.00517522153020875,-0.15165043442907933,-0.1677625369520005,0.22784907752053804,13,5.534517070357219
CSO-17-10B-EHECO,0.049881356127687196,-0.09728323440475045,-0.1838583800176238,-0.0925578325041892,8,5.297087651888673
CSO-17-10B-YCQUVE,-0.029455411720912577,0.10122928952907924,-0.22069016254849488,0.07518948874872776,4,5.547178946695949
CSO-17-11A-DJAPA,-0.02763334428641046,-0.1681707511000284,-0.19718802287291196,0.229686488699716,7,5.457600113127914
CSO-17-11A-JDAMO,-0.12797875224634273,-0.09948757666053962,-0.19807072584507704,0.1897328455144852,3,5.3851015334500785
CSO-17-11A-NPAHE,-0.06974428502957655,1.1453603832125354,0.7308941150847105,-0.10077519855240297,6,7.3266407574028065
CSO-17-11A-RLPAIG,-0.08533265217232885,-0.2054588205798194,-0.2336066263246797,-0.10875130335540782,1,4.987756340255316
CSO-17-11A-SPUVA,-0.14720409640888626,-0.14155081579134668,-0.18760773642912534,-0.09929984060109232,2,5.045243253457101
CSO-17-11B-CDBEBU,-0.0580658731342921,1.143068409781405,0.9843790974147875,-0.08325783733170687,5,7.6070295394177405
CSO-17-11C-JDAAG,-0.0366109083684385,0.3644066892391144,0.6413287903805581,-0.15003786368726926,3,6.439992450251514
CSO-17-11C-MAPAMA,-0.13414080182890162,-0.1866802234772082,-0.096532511338886,-0.09731551720564312,2,5.106236688836911
CSO-17-11C-MCAAG,-0.05542029338641254,0.18566109960379157,0.717334781832024,-0.13791456243046724,3,6.330566768306486
