subject,z_re_T2W20,z_pe_T2W20,z_l2_T2W20,z_l3_T2W20,y_true,y_pred
CSO-17-11C-SARJA,-0.1328664572303103,-0.172744127274793,-0.2067810843622723,-0.054427209657042286,3,5.054086864163132
CSO-18-11A-ADBAHO,-0.0027238058744954844,-0.18235946386031512,-0.21210518385208918,-0.08938082707076372,7,5.134336462029885
CSO-18-11B-YLLRE,-0.08744911831731034,-0.18661541592124967,-0.2578107231351343,-0.09822381486562477,10,4.99080667044823
CSO-18-9B-MAMOLO,1.011698855235963,-0.21688091740666093,-0.20082617957113338,-0.12712740357860125,1,6.087770097367117
CSO-8-3A-DAPAVA,-0.13564441046243053,-0.2034641217836695,-0.23515094679953333,-0.08901385162660407,3,4.957632412015313
CSO-8-3A-KVPECO,-0.054855002562324666,1.1397779738298492,0.9702793206092627,0.0902813039343646,7,7.7663893384987
CSO-8-4A-ARAGR,-0.15063021008560135,-0.09049286672225842,-0.17502972108757706,-0.09321582047013632,10,5.11153712432198
CSO-8-4A-JRAAR,-0.1365830490305013,-0.21224469347829072,-0.2538351025245218,-0.09090627183183227,1,4.927336625822401
CSO-9-2A-EXMOCO,-0.03210465875608635,-0.1812870415020521,-0.2137994330793041,0.22909051035402536,5,5.422805119704132
CSO-9-4A-AGAPE,-0.1441200316168728,0.0911571401843543,-0.2340711494559213,-0.08610672354205567,1,5.247764978257056
CSO-9-4A-DKVIMO,0.002626101263984207,-0.16108040851429897,-0.19461722661038633,-0.053350829216154486,3,5.214483379610694
CSO-9-4A-DSMOMU,-0.01910744706661328,-0.09731620843345025,0.5322997477507145,-0.06552053550797868,7,5.971261299430225
CSO-9-4A-DVGATO,-0.06892114337019478,0.14642612705366667,0.5909310272605859,-0.10735578097051011,4,6.1819859726610975
CSO-9-4A-FAGIGA,-0.06072799648480966,0.4356727797265343,0.5405729211682341,0.13170506720844982,9,6.668128514305958
CSO-9-4A-GSBRCO,1.4616185051304642,-0.09466740278357844,-0.1667068883952026,-0.10085401151341945,3,6.720295945125817
CSO-9-4A-KEMOCO,-0.08410453854959338,0.018824249964537784,-0.10687702986462562,-0.0798472053836755,2,5.368901218854197
CSO-9-4A-LCOMO,-0.14260649656371793,-0.10567350160599961,-0.13696390939171396,0.18072570367974697,3,5.4163875388058695
CSO-9-4A-MLORO,-0.023603592068862787,-0.059198101826006336,0.6619667311288814,-0.046376606889975885,3,6.153694173031591
CSO-9-4A-MPAME,-0.04268961085896791,0.4779886604958691,0.8659474989383504,0.16107337654979123,10,7.08322566781259
CSO-9-4A-NSARPA,-0.07992646151258015,-0.17990414772797161,-0.2241331502581382,-0.0928220412826375,3,5.044119941906224
CSO-9-4A-SLOCA,-0.12818455235431153,0.397394491204439,-0.21860668777003556,0.21036007781301017,4,5.881869071580653
CSO-9-4A-YVDITR,0.05392593020905124,-0.0846874629363645,-0.16103152878919202,0.15208262580607432,8,5.58119530697712
