feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG,abs_r_MOT,abs_r_partial_MOT,abs_r_COG,abs_r_partial_COG
cc,raw,7,T7W30,250,0.1425977758225353,0.024139297573053015,0.14193345846493768,0.02510692075707447,-0.016076045578464832,0.8003245558754445,-0.024709661874563967,0.6980092129502661,0.1425977758225353,0.14193345846493768,0.016076045578464832,0.024709661874563967
nodes,raw,7,T7W40,248,-0.01571232491312322,0.8055250382859418,-0.016600444836483375,0.7951793190296172,0.08104486142351885,0.20339402153368533,0.07620466315324115,0.2327475537392832,0.01571232491312322,0.016600444836483375,0.08104486142351885,0.07620466315324115
edges,raw,7,T7W40,248,0.13478061329310975,0.0338802867024641,0.1351467487641524,0.03375610748587367,0.13555847886654773,0.032854945378572975,0.1397141313994635,0.02813343392652959,0.13478061329310975,0.1351467487641524,0.13555847886654773,0.1397141313994635
re,raw,7,T7W40,248,-0.08119924102271728,0.20253158340880786,-0.08127864146158499,0.2030103381263789,-0.04594291394232031,0.4713803534726135,-0.046987331524771025,0.46226389851820415,0.08119924102271728,0.08127864146158499,0.04594291394232031,0.046987331524771025
pe,raw,7,T7W40,248,-0.038222710683607886,0.54909963750999,-0.03705832122819825,0.5621425387932518,-0.045147436833046284,0.4790995217006048,-0.03736400686606768,0.5589196934830442,0.038222710683607886,0.03705832122819825,0.045147436833046284,0.03736400686606768
l1,raw,7,T7W40,248,-0.04349221452882917,0.49537899607577435,-0.04330468330033672,0.4981191560233493,0.07967815911832254,0.21114517921413747,0.08223744763661925,0.19771472690023087,0.04349221452882917,0.04330468330033672,0.07967815911832254,0.08223744763661925
l2,raw,7,T7W40,248,-0.02474938409865293,0.6981314412764724,-0.022950365510842834,0.7196617054100066,-0.05544743913604097,0.3846038665402072,-0.043369439999861266,0.49747621649347734,0.02474938409865293,0.022950365510842834,0.05544743913604097,0.043369439999861266
l3,raw,7,T7W40,248,0.037118053098971884,0.5607127799537588,0.03630326612400102,0.570141109993756,-0.05778257864192867,0.3648717460264046,-0.06454216857698404,0.3123668325238136,0.037118053098971884,0.03630326612400102,0.05778257864192867,0.06454216857698404
lcc,raw,7,T7W40,248,-0.011189760720732522,0.8608189555275165,-0.012085711477436277,0.8501043556140858,0.09660039135830775,0.1292340726935767,0.09191459022907099,0.14978985559727756,0.011189760720732522,0.012085711477436277,0.09660039135830775,0.09191459022907099
lsc,raw,7,T7W40,248,0.05228418693761456,0.4123453241165881,0.05184719378130974,0.4172192017209367,0.1135549304513486,0.07425994383603399,0.11201036539797368,0.07892044325126873,0.05228418693761456,0.05184719378130974,0.1135549304513486,0.11201036539797368
atd,raw,7,T7W40,248,0.01444746370053476,0.8209048979651873,0.015358025544151699,0.81020612870513,-0.07104756555690643,0.26501553580940385,-0.06589812296938938,0.30228837180519913,0.01444746370053476,0.015358025544151699,0.07104756555690643,0.06589812296938938
density,raw,7,T7W40,248,0.05478216484714952,0.39034206243784575,0.05598827102885618,0.38094917112785615,-0.07321344370943371,0.2506863699799049,-0.06649459332092725,0.2979238264181629,0.05478216484714952,0.05598827102885618,0.07321344370943371,0.06649459332092725
diameter,raw,7,T7W40,248,-0.0974840368122421,0.12575130261745762,-0.09869523309789675,0.12185635918362525,0.027933883537936223,0.6615557263870048,0.02082122216023555,0.744722019061452,0.0974840368122421,0.09869523309789675,0.027933883537936223,0.02082122216023555
asp,raw,7,T7W40,248,-0.09454989734142957,0.13760235536848994,-0.0960707077358489,0.13214533234453252,0.0460164580486903,0.4706701536501729,0.037380151976636466,0.5587497237642894,0.09454989734142957,0.0960707077358489,0.0460164580486903,0.037380151976636466
cc,raw,7,T7W40,248,0.1452539878791953,0.022134394772050623,0.1446595761878976,0.02296928792032559,-0.023226081965929863,0.7158834360042854,-0.028408504526879506,0.6568259765071874,0.1452539878791953,0.1446595761878976,0.023226081965929863,0.028408504526879506
nodes,raw,7,T7W50,243,0.00016134898784040828,0.998003525046764,-0.0007764691385725317,0.9904124618201566,0.07302372348942333,0.2568061738521922,0.06710324069000953,0.29850303981690046,0.00016134898784040828,0.0007764691385725317,0.07302372348942333,0.06710324069000953
edges,raw,7,T7W50,243,0.13596533612503064,0.034140490611427314,0.1363740208904791,0.03397115262572907,0.14187280031869046,0.027010080261202482,0.1464928114026735,0.022643007317400196,0.13596533612503064,0.1363740208904791,0.14187280031869046,0.1464928114026735
re,raw,7,T7W50,243,-0.08987058047684889,0.16254965412217595,-0.08946407587288649,0.16534665635811832,-0.093935559332975,0.1442927573036525,-0.09191154024633542,0.1540346978207172,0.08987058047684889,0.08946407587288649,0.093935559332975,0.09191154024633542
pe,raw,7,T7W50,243,-0.04003223497786556,0.5345521842276584,-0.03918525643204326,0.544078944396171,-0.020226104367222917,0.7537488048987311,-0.01390116067892463,0.8296565769135382,0.04003223497786556,0.03918525643204326,0.020226104367222917,0.01390116067892463
l1,raw,7,T7W50,243,-0.03148561319456446,0.6252647692941818,-0.03153683083456411,0.6254228557899774,0.07743991004480555,0.229072593763828,0.07817624804482916,0.2256289213706875,0.03148561319456446,0.03153683083456411,0.07743991004480555,0.07817624804482916
l2,raw,7,T7W50,243,-0.023008065775509328,0.7211979957675128,-0.021754218530735187,0.7363401334860178,-0.023455506773919842,0.7160074233898704,-0.014146913824881688,0.8266922449700432,0.023008065775509328,0.021754218530735187,0.023455506773919842,0.014146913824881688
l3,raw,7,T7W50,243,0.03835510499268389,0.5518214023883936,0.038159324748023075,0.5546802551743756,-0.07481494351814859,0.24529025977122107,-0.07738228333221656,0.23039099137712593,0.03835510499268389,0.038159324748023075,0.07481494351814859,0.07738228333221656
lcc,raw,7,T7W50,243,0.001227382378319059,0.9848137028126774,0.000243390374399246,0.996994645743889,0.07629110068466333,0.23607437567040915,0.07007167368204573,0.27758931922896224,0.001227382378319059,0.000243390374399246,0.07629110068466333,0.07007167368204573
lsc,raw,7,T7W50,243,0.029191216326008924,0.6506954919347505,0.028743823409789867,0.6563734180680542,0.11134487323340403,0.08324950504092324,0.10945970102373552,0.08930298692281773,0.029191216326008924,0.028743823409789867,0.11134487323340403,0.10945970102373552
atd,raw,7,T7W50,243,0.002051286793096927,0.9746223345533859,0.002886123652322866,0.9643741897780918,-0.061542203647705594,0.33942235500022094,-0.05622537734029856,0.3838513245530827,0.002051286793096927,0.002886123652322866,0.061542203647705594,0.05622537734029856
density,raw,7,T7W50,243,0.037766529524895946,0.5579458042157179,0.03888680134973077,0.5471526324762372,-0.05943274589015171,0.35626601552219755,-0.05236514995402698,0.41739473816611894,0.037766529524895946,0.03888680134973077,0.05943274589015171,0.05236514995402698
diameter,raw,7,T7W50,243,-0.09561132969911046,0.1372381848770274,-0.09671363048709294,0.13355219222375356,-0.0016036695981072472,0.9801587751332752,-0.008962879340873095,0.8896788775537098,0.09561132969911046,0.09671363048709294,0.0016036695981072472,0.008962879340873095
asp,raw,7,T7W50,243,-0.09143356614421186,0.1553350516606313,-0.09326578796387479,0.1480320109468966,0.021372850070420592,0.7402746007212759,0.009954820580764396,0.8775603183243919,0.09143356614421186,0.09326578796387479,0.021372850070420592,0.009954820580764396
cc,raw,7,T7W50,243,0.13587259338835136,0.03426409846060806,0.13572826731772764,0.034834311177293326,-0.020141005783203103,0.7547517426925384,-0.021776951336837335,0.7360748213445589,0.13587259338835136,0.13572826731772764,0.020141005783203103,0.021776951336837335
