feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG
lsc,raw,7,T7W30,250,0.17365578811279633,0.005906527618510277,0.173531998262172,0.006044269589418138,0.08918556282352014,0.15975868551224892,0.08885306484581655,0.16217643745742963
cc,raw,7,T7W40,248,0.1452539878791953,0.022134394772050623,0.1446595761878976,0.02296928792032559,-0.023226081965929863,0.7158834360042854,-0.028408504526879506,0.6568259765071874
cc,raw,7,T7W30,250,0.1425977758225353,0.024139297573053015,0.14193345846493768,0.02510692075707447,-0.016076045578464832,0.8003245558754445,-0.024709661874563967,0.6980092129502661
edges,raw,7,T7W50,243,0.13596533612503064,0.034140490611427314,0.1363740208904791,0.03397115262572907,0.14187280031869046,0.027010080261202482,0.1464928114026735,0.022643007317400196
cc,raw,7,T7W50,243,0.13587259338835136,0.03426409846060806,0.13572826731772764,0.034834311177293326,-0.020141005783203103,0.7547517426925384,-0.021776951336837335,0.7360748213445589
edges,raw,7,T7W40,248,0.13478061329310975,0.0338802867024641,0.1351467487641524,0.03375610748587367,0.13555847886654773,0.032854945378572975,0.1397141313994635,0.02813343392652959
edges,raw,7,T7W30,250,0.1288194503808662,0.04184144988351531,0.12900032954395152,0.0419663145229096,0.1307998232159034,0.03876722591002722,0.13400618882934076,0.03455938762209838
edges,raw,7,T7W20,250,0.12494997904709244,0.048441772548567005,0.12509930781987502,0.048626284664200006,0.1257301552156069,0.047045212771435994,0.12859072496171245,0.042627464090928734
cc,raw,7,T7W20,250,0.12092216093719829,0.05621339853153508,0.12024744426004359,0.05811810665660372,-0.007565856395321147,0.9052524736055807,-0.015745251717867195,0.8047371558889748
diameter,raw,7,T7W30,250,-0.11444662175584365,0.07085101052486567,-0.11587669747281072,0.06793209969677144,0.039245088323225874,0.536807675454401,0.02884268614860009,0.6505962115371459
lsc,raw,7,T7W20,250,0.1103771174917217,0.08154430090710875,0.11401604350859672,0.07250231235351343,0.006908981329141874,0.9134448680606065,0.030616018269997138,0.6306625827542623
asp,raw,7,T7W30,250,-0.10039514305970543,0.11332248781221317,-0.10181266580086899,0.10900970004734152,0.051276290765379394,0.41954123300869745,0.0409118286263545,0.5204846479919171
diameter,raw,7,T7W40,248,-0.0974840368122421,0.12575130261745762,-0.09869523309789675,0.12185635918362525,0.027933883537936223,0.6615557263870048,0.02082122216023555,0.744722019061452
diameter,raw,7,T7W50,243,-0.09561132969911046,0.1372381848770274,-0.09671363048709294,0.13355219222375356,-0.0016036695981072472,0.9801587751332752,-0.008962879340873095,0.8896788775537098
asp,raw,7,T7W40,248,-0.09454989734142957,0.13760235536848994,-0.0960707077358489,0.13214533234453252,0.0460164580486903,0.4706701536501729,0.037380151976636466,0.5587497237642894
asp,raw,7,T7W50,243,-0.09143356614421186,0.1553350516606313,-0.09326578796387479,0.1480320109468966,0.021372850070420592,0.7402746007212759,0.009954820580764396,0.8775603183243919
re,raw,7,T7W50,243,-0.08987058047684889,0.16254965412217595,-0.08946407587288649,0.16534665635811832,-0.093935559332975,0.1442927573036525,-0.09191154024633542,0.1540346978207172
re,raw,7,T7W30,250,-0.08182276052207177,0.1972552604893204,-0.08237890553159084,0.1951203832252167,-0.026645952239916615,0.6750169577471168,-0.03186491707662891,0.6167815076127687
re,raw,7,T7W40,248,-0.08119924102271728,0.20253158340880786,-0.08127864146158499,0.2030103381263789,-0.04594291394232031,0.4713803534726135,-0.046987331524771025,0.46226389851820415
density,raw,7,T7W40,248,0.05478216484714952,0.39034206243784575,0.05598827102885618,0.38094917112785615,-0.07321344370943371,0.2506863699799049,-0.06649459332092725,0.2979238264181629
lsc,raw,7,T7W40,248,0.05228418693761456,0.4123453241165881,0.05184719378130974,0.4172192017209367,0.1135549304513486,0.07425994383603399,0.11201036539797368,0.07892044325126873
re,raw,7,T7W20,250,-0.0509779293403047,0.42225550634624587,-0.05149684633292773,0.418483680921634,-0.03166692788888201,0.6182628643499765,-0.03678629301023578,0.563431086057643
diameter,raw,7,T7W20,250,-0.048175115428664365,0.4482483494750763,-0.05063318333548109,0.4263411351449423,0.09153852725300651,0.1489840579775228,0.07346215283760435,0.24811434923577647
l1,raw,7,T7W30,250,-0.04436826098988981,0.48495703679166585,-0.04406365126677058,0.4888429185563486,0.0767144222089587,0.22679171020679978,0.0807777538830129,0.20397257533919116
l1,raw,7,T7W40,248,-0.04349221452882917,0.49537899607577435,-0.04330468330033672,0.4981191560233493,0.07967815911832254,0.21114517921413747,0.08223744763661925,0.19771472690023087
l1,raw,7,T7W20,250,-0.04305312893584616,0.49800472444160854,-0.04286199890317119,0.5007836675247214,0.07695095494031011,0.22535838989259005,0.07987337059592892,0.20909915445801827
density,raw,7,T7W30,250,0.03847502932811629,0.5448341048231101,0.039221174510653406,0.5378795660756268,-0.0747066411694086,0.23921890444356858,-0.06897113249364342,0.27829322849354615
pe,raw,7,T7W50,243,-0.04003223497786556,0.5345521842276584,-0.03918525643204326,0.544078944396171,-0.020226104367222917,0.7537488048987311,-0.01390116067892463,0.8296565769135382
density,raw,7,T7W50,243,0.037766529524895946,0.5579458042157179,0.03888680134973077,0.5471526324762372,-0.05943274589015171,0.35626601552219755,-0.05236514995402698,0.41739473816611894
asp,raw,7,T7W20,250,-0.0364598390345426,0.5661150362056656,-0.03869578917146334,0.5433436601698902,0.10076102929165581,0.11200742299591863,0.08379949499244208,0.18750380921884324
