feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG
edges,raw,7,T7W50,243,0.13596533612503064,0.034140490611427314,0.1363740208904791,0.03397115262572907,0.14187280031869046,0.027010080261202482,0.1464928114026735,0.022643007317400196
edges,raw,7,T7W40,248,0.13478061329310975,0.0338802867024641,0.1351467487641524,0.03375610748587367,0.13555847886654773,0.032854945378572975,0.1397141313994635,0.02813343392652959
edges,raw,7,T7W30,250,0.1288194503808662,0.04184144988351531,0.12900032954395152,0.0419663145229096,0.1307998232159034,0.03876722591002722,0.13400618882934076,0.03455938762209838
edges,raw,7,T7W20,250,0.12494997904709244,0.048441772548567005,0.12509930781987502,0.048626284664200006,0.1257301552156069,0.047045212771435994,0.12859072496171245,0.042627464090928734
lcc,raw,7,T7W20,250,0.030863438173491634,0.6272054635378476,0.03018720708610532,0.6354590356356605,0.12067349850313669,0.05672521122038715,0.11556723518774296,0.06867545798186733
lsc,raw,7,T7W40,248,0.05228418693761456,0.4123453241165881,0.05184719378130974,0.4172192017209367,0.1135549304513486,0.07425994383603399,0.11201036539797368,0.07892044325126873
lsc,raw,7,T7W50,243,0.029191216326008924,0.6506954919347505,0.028743823409789867,0.6563734180680542,0.11134487323340403,0.08324950504092324,0.10945970102373552,0.08930298692281773
lcc,raw,7,T7W30,250,0.001994245449375438,0.9749714375824884,0.0014467122755520236,0.9818785050825235,0.10449007565155123,0.09927704688074927,0.10064436102021472,0.11315388646302192
asp,raw,7,T7W20,250,-0.0364598390345426,0.5661150362056656,-0.03869578917146334,0.5433436601698902,0.10076102929165581,0.11200742299591863,0.08379949499244208,0.18750380921884324
lcc,raw,7,T7W40,248,-0.011189760720732522,0.8608189555275165,-0.012085711477436277,0.8501043556140858,0.09660039135830775,0.1292340726935767,0.09191459022907099,0.14978985559727756
re,raw,7,T7W50,243,-0.08987058047684889,0.16254965412217595,-0.08946407587288649,0.16534665635811832,-0.093935559332975,0.1442927573036525,-0.09191154024633542,0.1540346978207172
density,raw,7,T7W20,250,0.014379995127498098,0.8210148213400085,0.01546196965018248,0.8081815523507341,-0.09277903116004771,0.14353021883473613,-0.08408864596807082,0.1859805992806825
nodes,raw,7,T7W20,250,0.021733378329620075,0.7323861576071408,0.021050038902622508,0.741000067606858,0.0915917928384762,0.1487466917881982,0.0861042525900863,0.1756144716322423
diameter,raw,7,T7W20,250,-0.048175115428664365,0.4482483494750763,-0.05063318333548109,0.4263411351449423,0.09153852725300651,0.1489840579775228,0.07346215283760435,0.24811434923577647
lsc,raw,7,T7W30,250,0.17365578811279633,0.005906527618510277,0.173531998262172,0.006044269589418138,0.08918556282352014,0.15975868551224892,0.08885306484581655,0.16217643745742963
l2,raw,7,T7W20,250,-0.02639899406945962,0.6778598569356892,-0.02529829426692921,0.6911792213685943,-0.0821247220339893,0.1956013409140179,-0.0722051976922829,0.2563216724526901
nodes,raw,7,T7W30,250,-0.0033956175045788393,0.9573968608979869,-0.003928715299098082,0.950815769654823,0.08200711320577524,0.19624430884009839,0.07802664497346695,0.21985423626765496
nodes,raw,7,T7W40,248,-0.01571232491312322,0.8055250382859418,-0.016600444836483375,0.7951793190296172,0.08104486142351885,0.20339402153368533,0.07620466315324115,0.2327475537392832
l1,raw,7,T7W40,248,-0.04349221452882917,0.49537899607577435,-0.04330468330033672,0.4981191560233493,0.07967815911832254,0.21114517921413747,0.08223744763661925,0.19771472690023087
l1,raw,7,T7W50,243,-0.03148561319456446,0.6252647692941818,-0.03153683083456411,0.6254228557899774,0.07743991004480555,0.229072593763828,0.07817624804482916,0.2256289213706875
l1,raw,7,T7W20,250,-0.04305312893584616,0.49800472444160854,-0.04286199890317119,0.5007836675247214,0.07695095494031011,0.22535838989259005,0.07987337059592892,0.20909915445801827
l1,raw,7,T7W30,250,-0.04436826098988981,0.48495703679166585,-0.04406365126677058,0.4888429185563486,0.0767144222089587,0.22679171020679978,0.0807777538830129,0.20397257533919116
lcc,raw,7,T7W50,243,0.001227382378319059,0.9848137028126774,0.000243390374399246,0.996994645743889,0.07629110068466333,0.23607437567040915,0.07007167368204573,0.27758931922896224
l3,raw,7,T7W50,243,0.03835510499268389,0.5518214023883936,0.038159324748023075,0.5546802551743756,-0.07481494351814859,0.24529025977122107,-0.07738228333221656,0.23039099137712593
density,raw,7,T7W30,250,0.03847502932811629,0.5448341048231101,0.039221174510653406,0.5378795660756268,-0.0747066411694086,0.23921890444356858,-0.06897113249364342,0.27829322849354615
pe,raw,7,T7W20,250,-0.022253872148517113,0.7262301814509478,-0.021539825820411314,0.7351961074698112,-0.07347392048590665,0.24708130189477379,-0.06742443798645126,0.2892389116301092
density,raw,7,T7W40,248,0.05478216484714952,0.39034206243784575,0.05598827102885618,0.38094917112785615,-0.07321344370943371,0.2506863699799049,-0.06649459332092725,0.2979238264181629
nodes,raw,7,T7W50,243,0.00016134898784040828,0.998003525046764,-0.0007764691385725317,0.9904124618201566,0.07302372348942333,0.2568061738521922,0.06710324069000953,0.29850303981690046
atd,raw,7,T7W20,250,-0.0090108947630253,0.887266724213299,-0.008271094500136552,0.8966762634913795,-0.0721827812747035,0.2555072891748625,-0.06600774835089333,0.29951424530301546
atd,raw,7,T7W40,248,0.01444746370053476,0.8209048979651873,0.015358025544151699,0.81020612870513,-0.07104756555690643,0.26501553580940385,-0.06589812296938938,0.30228837180519913
