feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_l1_T6W30,-0.2027917475672526,0.1802724538685631,1.0,321,0.8025
z_lsc_T6W30,-0.15859886604286633,0.19855348056153266,1.0,338,0.845
z_l3_T6W30,0.08498484365329055,0.07861079940541137,1.0,316,0.79
z_density_T6W30,0.060640172420271095,0.06671581583621533,1.0,122,0.305
z_diameter_T6W30,0.0528476377023621,0.13848286956365974,1.0,214,0.535
z_l2_T6W30,-0.046673008400455,0.06146458961658982,1.0,183,0.4575
z_re_T6W30,0.02863401357842942,0.07987142593953357,1.0,121,0.3025
z_asp_T6W30,0.012917347652976812,0.17200731066633806,1.0,214,0.535
z_pe_T6W30,0.012236447154321562,0.0680078091461443,1.0,80,0.2
z_atd_T6W30,0.0007369628825103776,0.10785328220399969,1.0,91,0.2275
