feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
edges_T2W30,0.15104824603186243,0.0675128470324329,1.0,400,1.0
l3_T2W30,-0.09165675488116527,0.06613226180473868,1.0,400,1.0
lcc_T2W30,0.04810414212833566,0.04162920225596044,1.0,400,1.0
nodes_T2W30,0.046857280977531085,0.11025480604535452,1.0,400,1.0
lsc_T2W30,0.046494353468018376,0.04472590436948086,1.0,400,1.0
l1_T2W30,0.04039388141304176,0.04244484392328304,1.0,400,1.0
pe_T2W30,0.0353994921608848,0.07988102391209846,1.0,400,1.0
asp_T2W30,0.03377301509672235,0.08743369579069149,1.0,400,1.0
atd_T2W30,0.018241817934121822,0.03969259166449047,1.0,400,1.0
l2_T2W30,-0.014044433528567856,0.05870989221334012,1.0,400,1.0
re_T2W30,0.005491062921616101,0.040855987245706854,1.0,400,1.0
density_T2W30,0.0018258953685093022,0.05693919476547025,1.0,400,1.0
diameter_T2W30,-0.0001396110925483318,0.10148204184991269,1.0,400,1.0
