feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_diameter_T7W50,-0.06444021406218818,0.08562424771580111,1.0,343,0.8575
z_l1_T7W50,0.05191389857249991,0.06668360682216684,1.0,368,0.92
z_asp_T7W50,-0.050274233666559524,0.07912275406439985,1.0,302,0.755
z_density_T7W50,-0.04291050544622978,0.1027991651462296,1.0,138,0.345
z_l3_T7W50,-0.027850983828759158,0.0394123284569428,1.0,193,0.4825
z_l2_T7W50,0.024233524297488623,0.05075003394427081,1.0,126,0.315
z_lsc_T7W50,-0.022669312239903382,0.06726280409213252,1.0,126,0.315
z_re_T7W50,-0.015283764986548747,0.044432505424380556,1.0,155,0.3875
z_pe_T7W50,0.012741763298678916,0.033384720067534644,1.0,116,0.29
z_atd_T7W50,-0.002553198582615811,0.05496481074930344,1.0,133,0.3325
