subject,z_lsc_T2W10,z_density_T2W10,z_diameter_T2W10,z_asp_T2W10
CDMS-10-4A-JURAN,-0.1927289488672112,-0.2141738132795029,0.2788144589449428,0.2779671567348015
CDMS-10-5A-HEPIHO,0.2567307696506837,0.2578155302463765,-0.1957183359197417,-0.2059684307365753
CDMS-10-5A-KSRAGU,-0.1676577341728997,-0.1853081129004402,0.2060795105606332,0.2564586357979457
CDMS-10-5A-SROPU,-0.0231699434847057,-0.1034115777640735,0.0572988725136581,0.104748694337906
CDMS-10-5A-SZURO,0.406725386346959,0.1516737658738913,-0.1959168655995468,-0.2711666296426213
CDMS-10-5B-SRAJA,-0.0276887005945707,0.0111211466805715,0.0436542249160639,0.0281634858393286
CDMS-10-5C-DAAUSA,0.2011654431220472,0.1831942004853309,-0.1385632825967098,-0.1475048717804088
CDMS-10-5C-ICAPA,-0.2161891757945118,-0.4366672653826085,0.5360276881950973,0.6147264906600333
CDMS-10-5C-JFALGI,0.3146725926727744,0.4059610875784115,-0.3454362018162748,-0.4219307578641608
CDMS-10-5C-MAORTO,0.2760260911752241,0.0206397784889771,0.0696540972619898,0.0549873384621455
CDMS-10-5C-NBEMO,-0.2017291453742852,-0.366400449671161,0.27547177024345,0.3503434912241155
CDMS-10-6B-ASCACO,-0.333978856611052,-0.4823988889596564,0.4685542189420009,0.5171946090149157
CDMS-10-6B-JJMOBE,0.5818487282021526,0.4072183639281388,-0.4321076616752816,-0.4610570739605006
CDMS-11-5A-EAARCA,-0.1393031957123815,-0.1288800108013306,0.1274727627641589,0.1482409069096142
CDMS-11-5A-MGTHAR,0.0175445385367865,0.0616862880643293,-0.0052360539691494,0.0084381624977121
CDMS-11-6A-DFVEBE,-0.1567750988631058,0.0216128001727719,0.2437582616812296,0.2013301154986715
CDMS-11-6A-NMREPR,-0.2082518718792544,-0.0715120595718139,0.215763225218371,0.2726255792404888
CDMS-11-6B-ARAHE,-0.193417157375732,-0.1002897208418761,0.3513654186914111,0.3083216902831486
CDMS-11-6B-AVROTO,-0.0807240631924995,0.008701164792456,0.0813665482531993,0.0907106251036862
CDMS-11-6B-EAFESA,-0.1336653973058625,-0.3590769042528396,0.2597972855093788,0.2264947467801185
CDMS-11-6B-EFRGR,-0.1748949331663721,-0.2789860181576307,0.2248745147224582,0.235763629512468
CDMS-11-6B-EROCO,-0.2984760005748729,-0.173730386177101,0.2837151648622736,0.2989226592190152
CDMS-11-6B-JACUPE,-0.2148116835390851,-0.2872063447076931,0.2482219153033495,0.2620635365149139
CDMS-11-6B-JDCHBA,-0.2112769353330167,-0.0621358896876996,0.2308370721828905,0.2541306811357918
CDMS-11-6B-JFSAHE,0.0105333635729926,-0.1337015511501837,0.0462614494266197,0.0705674695999602
CDMS-11-6B-JLPENA,-0.1717622884314109,-0.1569138582424276,0.2794800772502287,0.3014726992809612
CDMS-11-6B-JMARME,-0.1895536394675288,-0.2383830232239691,0.2198714811144268,0.2328862842080955
CDMS-11-6B-JPSAMA,0.0490829901985903,-0.0083682103174299,-0.0323126750610254,-0.0033856426260262
CDMS-11-6B-LESTA,0.0627031928709209,-0.0665880428437914,0.0619793316367965,0.0457440501575864
CDMS-11-6B-MAGIMU,-0.9100565573822664,-0.8475841995272688,1.0528999490919433,1.059403731094979
CDMS-11-6B-MEBRTA,-0.3348154663145354,-0.392245111558024,0.4291673655665742,0.4064371351147837
CDMS-11-6B-MMAMO,-0.0578623478226749,-0.1126337809766545,0.175815218597559,0.1802462833286185
CDMS-11-6B-RSECA,-0.1247937499650748,-0.1507733655997007,0.2097334166321508,0.1813264043169382
CDMS-11-6B-SCAPA,0.1809762768422337,0.2867399364983192,-0.173727959661825,-0.1557453104619384
CDMS-11-6B-VZAPE,-0.3876392871141018,-0.541980687404976,0.4414000004020532,0.4415352709550159
CDMS-11-6B-YLNIME,0.2333767710228854,0.1906116234666677,-0.2047123588785446,-0.2056508425209874
CDMS-11-7C-ICARE,-0.1125826221475924,0.1050844639720763,0.0447132409539213,0.0656427155579787
CDMS-11-7C-SALMA,0.3591769281963513,0.1226715964797188,-0.269693301202713,-0.266220378968563
CDMS-11-7C-SPGAVE,-0.1897353186649613,-0.1661405770090392,0.1992331618806212,0.2022313851259568
CDMS-12-5A-SRIGO,-0.0267242313430522,-0.050702884809334,0.1149019713748897,0.0903288056543782
CDMS-12-6A-FAROPA,-0.0742432739218557,-0.1392990936365299,0.148707667097447,0.1570082517394617
CDMS-12-6A-JGIGA,0.2512492013386039,0.0999607383911708,-0.0945271211061649,-0.1616253013379058
CDMS-12-6A-JSOTGU,0.1302966807337842,0.1002229657171592,0.3603527151048331,0.3271321596653154
CDMS-12-6A-SROAL,0.3878374485689947,0.1634794804208168,-0.3239172903724601,-0.2211311552932362
CDMS-12-6B-IJDAGA,-0.421563837376434,-0.3920540023948637,0.4277792565117598,0.4561701542694042
CDMS-12-6B-SCLAG,-0.3049407336298819,-0.1416892342639463,0.3028396025699963,0.3639731113311569
CDMS-12-7C-ARAHE,-0.2243162345025696,-0.3765934348140762,0.4109052367307984,0.4136125969297811
CDMS-12-7C-CATRAR,0.4478006999055802,0.5687165823035738,-0.4697794482056333,-0.4853661309334875
CDMS-12-7C-DLOLO,0.0991345232572731,-0.0447531893915935,0.0290716817430097,0.0068073278930733
CDMS-12-7C-JSZAOR,-0.4958065570092063,-0.3043668781220265,0.5085996434158245,0.5274190287010164
CDMS-12-7C-MAROBE,-0.0646820274119563,0.0825368138002336,0.0418773963266463,0.0689257796139863
CDMS-12-7C-VMAPA,0.2241490585201626,0.1599417911923283,-0.1865844898921478,-0.1671976674228237
CDMS-12-7C-VQURA,-0.0878147405647794,-0.0828490842674208,0.121910314236184,0.1160602849796744
CDMS-13-6B-ASUMO,0.0819335214699006,0.513969953210689,-0.1059767901498571,-0.083848041458232
CDMS-13-6B-JDTAHE,-0.3348822783040585,-0.3104500117809647,0.3612310984435142,0.3702367315562732
CDMS-13-7C-MVEAR,-0.3902767687731208,-0.4850894379584101,0.5267486733633447,0.5351837429448998
CDMS-13-7C-RAIZAC,-0.2578657405270029,-0.0361789132556989,0.2160327606570392,0.2194698791503145
CDMS-13-7C-SSOSLO,-0.1455825187618563,-0.0050415976509462,0.1935043572137199,0.2117373308090477
