subject,z_density_T6W40,z_diameter_T6W40,z_asp_T6W40
CDMS-10-4A-JURAN,1.0084049948706564,-1.3630538631661562,-1.3189584226283475
CDMS-10-5A-HEPIHO,1.4119732131338765,-1.6422615704046681,-1.4565584485131726
CDMS-10-5A-KSRAGU,0.3351876669229706,-1.3760434520871776,-0.671328558507621
CDMS-10-5A-SROPU,-1.4190625720005159,1.0761978256936573,1.1396944534091886
CDMS-10-5A-SZURO,0.39112468944783657,0.0014337325400041719,-0.12835763917510037
CDMS-10-5B-SRAJA,1.6354597921892577,-1.1877099466782661,-1.273438577100594
CDMS-10-5C-DAAUSA,-0.08700256394609025,-0.002326599349498859,0.08427112383331664
CDMS-10-5C-ICAPA,0.17651064277154366,-0.691773016619418,-0.6709075186582508
CDMS-10-5C-JFALGI,1.9455260600623294,-0.8751797053613565,-1.1578167546648663
CDMS-10-5C-MAORTO,-1.0728582568044314,0.8698005880125435,0.5715776002955459
CDMS-10-5C-NBEMO,-1.5609061028186284,0.8975122997581682,1.293924436627622
CDMS-10-6B-ASCACO,1.5919288781614538,-1.6338057299531286,-1.7053377557382623
CDMS-10-6B-JJMOBE,0.5832237619508378,-0.682531931553298,-0.7667254039729504
CDMS-11-4A-GACHSA,-1.0496885895384667,0.8341324482125311,1.5952302609971338
CDMS-11-5A-EAARCA,0.656360421025629,-0.7052352930132485,-0.5135814561461542
CDMS-11-5A-MGTHAR,-1.0988951512864407,1.8492641029701515,1.4874942393062172
CDMS-11-6A-DFVEBE,0.6722309775807039,-0.022666894784427877,-0.44840875486182336
CDMS-11-6A-NMREPR,0.5370269382918653,-0.4848013690207042,-0.58269481385061
CDMS-11-6B-ARAHE,-0.5316060206795981,-0.08202624031679401,0.12896313466787557
CDMS-11-6B-AVROTO,0.8537971456413778,0.5682595949956575,-0.1855407601262781
CDMS-11-6B-EAFESA,-1.0996738440701326,0.35147303458640594,0.6396722359653113
CDMS-11-6B-EFRGR,-0.967951140955075,1.3763878362477189,1.4791093553668924
CDMS-11-6B-EROCO,0.5511257715334074,-0.2785195494175549,-0.2770246184933111
CDMS-11-6B-JACUPE,-1.3202697981294376,1.1991333072680976,1.6303140373645264
CDMS-11-6B-JDCHBA,-1.927676097586636,1.4193277507190283,1.8257172863382238
CDMS-11-6B-JFSAHE,0.7986247270539747,-1.275092015535352,-1.1804867948275977
CDMS-11-6B-JLPENA,-0.11664038737527872,1.03454791548152,0.5085474354736295
CDMS-11-6B-JMARME,0.0049925370632161485,0.16512910288182267,0.13954588732175494
CDMS-11-6B-JPSAMA,-0.23978629211452074,0.06985391736992913,-0.12485932877003139
CDMS-11-6B-LESTA,0.2438866462976445,0.800961357427865,0.33497611016662326
CDMS-11-6B-MAGIMU,0.16497421425664355,-0.1857423975356949,-0.35418180541484545
CDMS-11-6B-MEBRTA,-1.0350865665869353,1.015713684923978,1.0366926349998125
CDMS-11-6B-MMAMO,0.8350462190572145,-0.7732942679570758,-0.789292099347748
CDMS-11-6B-RSECA,0.479155914235827,-1.3354429565794745,-1.2271834627175373
CDMS-11-6B-SCAPA,1.8451739392887534,-0.9156007610163425,-1.2062682629013586
CDMS-11-6B-VZAPE,-1.6174306850539846,0.8566920975767968,1.1761803605107581
CDMS-11-6B-YLNIME,0.9329998922225725,-0.34461986516753207,-0.6511089836231412
CDMS-11-7C-ICARE,-0.5690633802012594,1.8093736438038397,1.6279320015703869
CDMS-11-7C-IMOIB,0.2896779557717534,-0.5575568399551069,-0.5756513494869668
CDMS-11-7C-SALMA,-0.5453108968647539,0.5460478281655241,0.7938477025786137
CDMS-11-7C-SPGAVE,-2.118188266284108,2.8836367267403387,2.756699850915234
CDMS-12-5A-SRIGO,-0.01616167272856892,-0.32476073264139177,-0.6536937451412423
CDMS-12-6A-FAROPA,0.9782636288872935,-1.85280737776998,-1.5608421542285038
CDMS-12-6A-JGIGA,0.33193760074865575,-1.0266402634413443,-1.1522399806290777
CDMS-12-6A-JSOTGU,0.31633029228037707,0.572030954131574,0.4397565083121992
CDMS-12-6A-SROAL,0.722610655290594,-1.1325575301748565,-0.8011584702813821
CDMS-12-6B-IJDAGA,-1.7178701563962604,2.424318761139993,2.271108727707963
CDMS-12-6B-SCLAG,-0.913949519090019,0.8440710538943362,0.7416760743748452
CDMS-12-7C-ARAHE,0.9449104643784525,-0.6114285225791792,-0.867515095007328
CDMS-12-7C-CATRAR,0.08711883618274867,-0.5107109862625513,-0.3239810851013813
CDMS-12-7C-DLOLO,1.056551804830876,-0.19811605441777727,-0.22536976038155349
CDMS-12-7C-JSZAOR,1.36736010264823,-2.2595586247050674,-1.8684426707660555
CDMS-12-7C-MAROBE,0.4626314531446108,-0.6401080296063913,-0.7293322712242094
CDMS-12-7C-VMAPA,0.7113970973676595,-1.1891980593564508,-1.2930724993850442
CDMS-12-7C-VQURA,-0.2597460428129153,0.8674693004556753,0.6558848111397021
CDMS-13-6B-ASUMO,0.5093614414054692,0.4432495211261969,0.12059181215865264
CDMS-13-6B-JDTAHE,-0.3176277946013215,0.29429362277621063,0.4583685174870416
CDMS-13-7C-MVEAR,-0.14965094998618575,-0.35409581405229174,-0.2951183255351247
CDMS-13-7C-RAIZAC,-1.079730683398646,-0.6840826314570797,-0.17828715190286598
CDMS-13-7C-SSOSLO,-0.030370901164576983,0.47019776811278013,0.4421237354764175
CDMS-14-10A-IMORTO,-0.623234205936046,0.20220603527204808,0.6033615755011841
CDMS-14-10A-JCVANI,0.7976684834365906,-0.3023288167768201,-0.414694907011912
CDMS-14-5A-LSDUCO,-0.6594492108505481,0.6455664855627484,1.0365546672576011
