feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG,abs_r_MOT,abs_r_partial_MOT,abs_r_COG,abs_r_partial_COG
z_lsc,z,2,T2W30,230,0.027799049410346728,0.6749402608989494,0.024044628306576582,0.7174099913749413,0.09939938672138889,0.13284482713176082,0.0797140779125947,0.2295166745926923,0.027799049410346728,0.024044628306576582,0.09939938672138889,0.0797140779125947
z_atd,z,2,T2W30,230,0.038191508950629754,0.5644411710665789,0.033757934088719785,0.611313364060154,0.08675739339012356,0.1898423430411335,0.062092762986482496,0.34958476309602,0.038191508950629754,0.033757934088719785,0.08675739339012356,0.062092762986482496
z_density,z,2,T2W30,230,-0.08141777772542048,0.21866811273659686,-0.09092449793387339,0.17029708644507335,0.03742739167571028,0.572264357908643,-0.006086484926830459,0.9270142203344263,0.08141777772542048,0.09092449793387339,0.03742739167571028,0.006086484926830459
z_diameter,z,2,T2W30,230,-0.024745092971875632,0.7089323099488082,-0.019430299546394574,0.7699407744997779,-0.11702447697621046,0.07652994445217699,-0.08881591412352352,0.18046584764044535,0.024745092971875632,0.019430299546394574,0.11702447697621046,0.08881591412352352
z_asp,z,2,T2W30,230,-0.02056176004541005,0.7564329591203022,-0.014885899331538064,0.8227228808233192,-0.11686344212238868,0.07693880177511667,-0.08682818135897888,0.1904556108357927,0.02056176004541005,0.014885899331538064,0.11686344212238868,0.08682818135897888
z_cc,z,2,T2W30,230,-0.13861319399154667,0.035652220001300146,-0.14332725163747315,0.030137922292471985,-0.08924421973223803,0.1774094928516184,-0.11455207925284334,0.08368394198960111,0.13861319399154667,0.14332725163747315,0.08924421973223803,0.11455207925284334
z_re,z,2,T2W40,222,0.033798045679721875,0.6164556972442429,0.037874502310642426,0.5754432917478779,-0.05940377746870734,0.37838388869975875,-0.04094626344941033,0.5448388148021558,0.033798045679721875,0.037874502310642426,0.05940377746870734,0.04094626344941033
z_pe,z,2,T2W40,222,0.11118449876822738,0.09845571277216995,0.1121243792152257,0.09638389140138709,0.024398217644365856,0.7177056113480214,0.029265569875628797,0.6652403753802332,0.11118449876822738,0.1121243792152257,0.024398217644365856,0.029265569875628797
z_l1,z,2,T2W40,222,-0.023179927419631575,0.7312452273116434,-0.014394566832160262,0.8314922229952241,-0.04607030621184795,0.49465756516958215,-0.00013575148656093202,0.9983989287639928,0.023179927419631575,0.014394566832160262,0.04607030621184795,0.00013575148656093202
z_l2,z,2,T2W40,222,0.10809303671069902,0.10823711277192641,0.11033210872164709,0.10186020149139319,0.011954051052814893,0.8594202668454313,0.022785811675210633,0.7362237541013786,0.10809303671069902,0.11033210872164709,0.011954051052814893,0.022785811675210633
z_l3,z,2,T2W40,222,-0.10060041293845788,0.13511188958238898,-0.10932317322115168,0.10504955353762833,-0.03859382652875306,0.5673206203209306,-0.07823000860138841,0.2468014424932159,0.10060041293845788,0.10932317322115168,0.03859382652875306,0.07823000860138841
z_lsc,z,2,T2W40,222,-0.03743128207155075,0.5790591291853826,-0.043620122060219264,0.5188691684504639,0.07123197306078345,0.29065588727492897,0.04346914888069143,0.5203183860052756,0.03743128207155075,0.043620122060219264,0.07123197306078345,0.04346914888069143
z_atd,z,2,T2W40,222,-0.08246370450612177,0.22101606443153496,-0.08442818397630691,0.21121517131765774,-0.01859764853548838,0.7828873723637896,-0.02854206376217939,0.6730337244582775,0.08246370450612177,0.08442818397630691,0.01859764853548838,0.02854206376217939
z_density,z,2,T2W40,222,-0.11410085848265354,0.08988389898733934,-0.12806460307855083,0.057320980215793925,0.0517532069720795,0.4429229827951244,-0.0011023223450701127,0.9869996251075205,0.11410085848265354,0.12806460307855083,0.0517532069720795,0.0011023223450701127
z_diameter,z,2,T2W40,222,0.019730027023401864,0.7700269094241272,0.027411248507050415,0.6852843463888679,-0.08350315769748638,0.21523037109298004,-0.0485135653335275,0.4730417293268591,0.019730027023401864,0.027411248507050415,0.08350315769748638,0.0485135653335275
z_asp,z,2,T2W40,222,0.012944399545567071,0.8479094799704385,0.02176510039535751,0.7476309416267768,-0.09668360645582638,0.15106302693809787,-0.05656490059775165,0.40270539440990166,0.012944399545567071,0.02176510039535751,0.09668360645582638,0.05656490059775165
z_cc,z,2,T2W40,222,-0.13235376824809927,0.048887977197573394,-0.1367110798865184,0.042318558724737665,-0.058465128591919824,0.3859776336622476,-0.07986092585933019,0.23705698047580154,0.13235376824809927,0.1367110798865184,0.058465128591919824,0.07986092585933019
