target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
COG,T7W30,VALIDATION,R2,-6.336372714294432e+17,7.409231365535673e+18,-1.3619377805944297e+18,9.46632377355433e+16,1.9659,399,False
COG,T7W30,VALIDATION,RMSE,235396853.390798,1700959285.945914,68198738.916239,402594967.865356,1.9659,399,True
COG,T7W30,VALIDATION,MAE,32962154.018311,238181941.227999,9549735.035534,56374573.001089,1.9659,399,True
COG,T7W30,VALIDATION,rho,-0.062434,0.120162,-0.074246,-0.050623,1.9659,399,True
COG,T7W30,TEST,R2,-3.628507429182772e+16,3.335970065213656e+17,-6.907644733972018e+16,-3493701243935264.0,1.9659,399,True
COG,T7W30,TEST,RMSE,66373763.492479,405524422.00445,26512186.973425,106235340.011534,1.9659,399,True
COG,T7W30,TEST,MAE,13274753.980116,81104884.467929,5302438.669715,21247069.290516,1.9659,399,True
COG,T7W30,TEST,rho,-0.057874,0.18223,-0.075787,-0.039962,1.9659,399,True
