feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_atd_T2W10,-0.09942179639560306,0.06227658654636519,1.0,400,1.0
z_l3_T2W10,-0.08196403603417762,0.05271125254564474,1.0,400,1.0
z_asp_T2W10,-0.07384308326707495,0.154843684156863,1.0,400,1.0
z_l2_T2W10,-0.05174894735032569,0.13182496209277558,1.0,400,1.0
z_density_T2W10,-0.03996939097175533,0.12094273090114359,1.0,400,1.0
z_l1_T2W10,0.033322248807503466,0.05501383550973689,1.0,400,1.0
z_lsc_T2W10,0.013273863265595758,0.0455813680845522,1.0,400,1.0
z_pe_T2W10,0.008673999306256047,0.10801948760319453,1.0,400,1.0
z_diameter_T2W10,-0.0034234321035578486,0.08223783067051404,1.0,400,1.0
z_re_T2W10,-0.000835971031245946,0.03921832062953318,1.0,400,1.0
z_lcc_T2W10,-8.925129973850729e-17,1.3197132998974647e-15,0.0,400,1.0
z_edges_T2W10,0.0,0.0,0.0,400,1.0
z_nodes_T2W10,0.0,0.0,0.0,400,1.0
