feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
edges_T7W40,0.06202607119121896,0.052889395913102266,1.0,400,1.0
lsc_T7W40,0.04589465802583077,0.033346725500611095,1.0,400,1.0
l3_T7W40,-0.027054782486488092,0.022778296057726976,1.0,400,1.0
lcc_T7W40,0.022461361648421763,0.013932450240913455,1.0,400,1.0
l2_T7W40,-0.01598711249250305,0.019147574901162086,1.0,400,1.0
pe_T7W40,-0.014223600571463775,0.016137178483330242,1.0,400,1.0
nodes_T7W40,0.010934339291163641,0.00947774696791878,1.0,400,1.0
asp_T7W40,0.010695013837840163,0.016089088821233336,1.0,400,1.0
l1_T7W40,0.009585995912826226,0.020106395011856286,1.0,400,1.0
density_T7W40,-0.009552301620731268,0.010525052845970984,1.0,400,1.0
atd_T7W40,-0.006858821744332978,0.009433586598483992,1.0,400,1.0
diameter_T7W40,0.0024933464067067386,0.016456228396833746,1.0,400,1.0
re_T7W40,-0.0008082412596234884,0.026030415667939965,1.0,400,1.0
