target,window,feature_type,covariates,n_subjects,n_predictors,predictors,n_iter,alpha_mean,alpha_std,r2_mean,r2_std,r2_ci_lower,r2_ci_upper,rmse_mean,rmse_std,rmse_ci_lower,rmse_ci_upper,mae_mean,mae_std,mae_ci_lower,mae_ci_upper,rho_mean,rho_std,rho_ci_lower,rho_ci_upper,frac_r2_below_zero
MOT,T2W20,raw,,237,13,"nodes_T2W20, edges_T2W20, re_T2W20, pe_T2W20, l1_T2W20, l2_T2W20, l3_T2W20, lcc_T2W20, lsc_T2W20, atd_T2W20, density_T2W20, diameter_T2W20, asp_T2W20",400,517.9649971057017,457.4323236777149,-0.018890226170092318,0.05049898546580363,-0.02385409286726908,-0.013926359472915557,7.7612409631308035,0.5150406186740607,7.710614342592838,7.811867583668769,6.624401768958145,0.42365476967421645,6.582758045170664,6.666045492745626,0.021796102981669837,0.19432158863542684,0.0026949972174151043,0.04089720874592457,0.6125
COG,T2W20,raw,,237,13,"nodes_T2W20, edges_T2W20, re_T2W20, pe_T2W20, l1_T2W20, l2_T2W20, l3_T2W20, lcc_T2W20, lsc_T2W20, atd_T2W20, density_T2W20, diameter_T2W20, asp_T2W20",400,608.2154675213521,366.2419184814731,-0.012665711839095421,0.04121945076836634,-0.016717434008515338,-0.008613989669675503,2.1917884582626446,0.2729683939258087,2.164956657435523,2.218620259089766,1.7241064900005245,0.1809365627482025,1.7063210836236848,1.7418918963773642,0.08414921970109318,0.1832313443985336,0.06613824463002534,0.10216019477216103,0.58
MOT_V4,T2W20,raw,,237,13,"nodes_T2W20, edges_T2W20, re_T2W20, pe_T2W20, l1_T2W20, l2_T2W20, l3_T2W20, lcc_T2W20, lsc_T2W20, atd_T2W20, density_T2W20, diameter_T2W20, asp_T2W20",400,446.79394675167134,451.33347381759927,-0.011866084159712829,0.05085091440254299,-0.016864544192037607,-0.006867624127388051,3.5412836387442472,0.26151504897621325,3.515577660090426,3.5669896173980686,2.9244631329253705,0.19446312277080038,2.905348114870114,2.943578150980627,0.06276822278462438,0.2017636575123718,0.04293558870320418,0.08260085686604457,0.51
COG_V1,T2W20,raw,,237,13,"nodes_T2W20, edges_T2W20, re_T2W20, pe_T2W20, l1_T2W20, l2_T2W20, l3_T2W20, lcc_T2W20, lsc_T2W20, atd_T2W20, density_T2W20, diameter_T2W20, asp_T2W20",400,321.0463667051118,376.2896202985672,-0.013936493845035574,0.12293787309463865,-0.026020839865995946,-0.0018521478240752006,1.3321763211257325,0.12129535607309432,1.3202534285571055,1.3440992136943595,1.03435279052257,0.08981687512769207,1.0255241182001777,1.0431814628449623,0.12662502618813357,0.2051007779367364,0.10646436530011169,0.14678568707615544,0.4275
