subject,l2_T2W20,lsc_T2W20,z_re_T2W20,z_pe_T2W20,z_l2_T2W20
CSO-8-4A-JRAAR,0.23745685325508448,-3.094941475090755,1.477052600935623,0.007326571603251324,0.2830567058998727
CSO-9-2A-EXMOCO,-0.22586687209764314,-0.766244658445242,-0.686988985083816,-0.041409067243261405,0.22376783950601403
CSO-9-4A-AGAPE,-0.033778298389385994,-0.7566292899101692,0.7092515519073498,0.8100815024851797,0.49191261549051546
CSO-9-4A-DKVIMO,-0.3679085576615597,1.6342529993109132,-0.8060515240399081,-0.5306180606448466,-0.3990800088211544
CSO-9-4A-DSMOMU,0.355407868433686,0.18752230620224258,-0.7254099738609835,0.5520698729096412,0.9851878101423209
CSO-9-4A-DVGATO,1.0713995712267017,-0.26914923159313703,-0.2839061925995792,0.8284791674643434,1.1489651211460845
CSO-9-4A-FAGIGA,0.5157849030064259,0.6548614956051597,0.04668477715639,1.1319879740085075,0.7634455063189308
CSO-9-4A-GSBRCO,-1.0292872605677814,0.45093889817714544,2.647171179043814,-1.273107550472381,-1.39487903090764
CSO-9-4A-KEMOCO,-1.1209240688017759,0.38579040234581874,-0.09247040686997317,-1.3206879829341045,-1.4484183751791486
CSO-9-4A-LCOMO,0.04382799375136527,1.1386586528916347,1.3265072691911417,-1.25613402337849,-1.5301186571844247
CSO-9-4A-MLORO,1.8766569082371614,1.6809722971214398,-0.8191111032966801,0.5911066521440723,1.1751567364943956
CSO-9-4A-MPAME,1.1320003872925295,-1.1196680824051364,-0.5144075012643518,0.9789842447589202,1.4577199559700045
CSO-9-4A-NSARPA,-0.5917215012504574,0.40401437347701524,-0.18981215183793287,-0.6283988982808774,-0.5333178979205742
CSO-9-4A-SLOCA,1.3532697535160771,0.0837931664574317,0.4070060419848737,1.0385602679353443,0.4710497824946736
CSO-9-4A-YVDITR,-1.1209240688017759,0.45093889817714544,-1.5416270306100768,-0.9438249402931568,-0.9524376096395515
