subject,l2_T2W20,l3_T2W20,lsc_T2W20,z_re_T2W20,z_pe_T2W20,z_l2_T2W20,y_true,y_pred
CSO-13-9B-DMLLLU,-0.03204156891673546,-0.006539453523447354,-0.08998286194980833,0.15632109534559532,-0.020270071597674192,-0.053499102148046394,10,5.591118838897656
CSO-14-7A-MVEBE,0.05477013167328218,0.15852094049532087,0.14954554880392074,0.17388874307243937,-0.03561386899127811,-0.0375294895901051,10,6.100712807151352
CSO-14-7B-EVEGO,-0.24054965797554703,-0.10399336503814596,0.031183323088794127,-0.19466355359263524,-0.14524672155211876,-0.22666828622732377,1,4.757192540390799
CSO-14-8A-AQUMA,-0.2642485846838522,-0.04632065272419535,-0.0730873942654974,-0.10722644565339327,-0.06919492939363518,-0.060101979220245405,3,5.016950815746954
CSO-14-8A-MCIDOS,0.32138603033625923,0.113923310945679,0.04171172431635504,-0.027466449836677495,0.35121781155899434,0.2851336029940563,7,6.723036832002442
CSO-14-8A-SZARA,0.4831821667797779,0.1286779020946862,-0.03009143792646173,0.05695793803250263,0.27481183663092235,0.5213150099545244,12,7.071984217253721
CSO-14-8B-JLLORA,0.05019896101983195,-0.020713331047572173,0.09451879641118859,-0.06605913544868906,0.07680955637033768,0.02155526686406476,13,5.7934409158569355
CSO-14-9A-AEDCAGO,-0.17212185592670112,-0.05512878616620494,-0.03835103622603189,-0.10600601641171249,-0.10413962047447327,-0.1597755768377655,2,5.001607909644884
CSO-14-9A-HASACA,0.05201053327249402,0.10168801579492995,0.16789290164710302,0.014792786403625337,0.03230086903120716,0.07240526142680431,11,6.078221169263934
CSO-14-9A-JSMAAL,-0.26377809085731535,-0.07397228187108583,0.04825720993246321,0.09127300938613284,-0.1412292389455626,-0.14979526050454567,2,5.147886148827859
