feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_pe_T2W10,0.2739005736005241,0.41266422652030904,1.0,393,0.9825
z_l1_T2W10,-0.14898862548612077,0.1448294947774757,1.0,265,0.6625
z_l3_T2W10,-0.14108230797751042,0.12352049829641047,1.0,267,0.6675
z_diameter_T2W10,0.08801875498811475,0.1309631821638135,1.0,185,0.4625
z_density_T2W10,-0.07379928620143063,0.09884764779843717,1.0,167,0.4175
z_atd_T2W10,-0.07263923710968372,0.13024974564554517,1.0,79,0.1975
z_asp_T2W10,-0.038752537333025854,0.1468659791897033,1.0,44,0.11
z_re_T2W10,-0.026716920753272477,0.12183608933787798,1.0,124,0.31
z_l2_T2W10,0.02121133679170152,0.36987232818469823,1.0,393,0.9825
z_lsc_T2W10,0.007906766069555737,0.16590272926964236,1.0,83,0.2075
