feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG,r_MOT_V4,p_MOT_V4,r_partial_MOT_V4,p_partial_MOT_V4,r_COG_V1,p_COG_V1,r_partial_COG_V1,p_partial_COG_V1
density,raw,6,T6W30,252,0.10578150688150835,0.0938194964956871,0.12796274463756716,0.04281335919687305,-0.1365207628600652,0.03026695126102667,-0.04538311870704223,0.47412486043173174,0.1591561569592447,0.011402600964273044,0.1946833906050519,0.0019439029393895945,-0.10937354174195778,0.08312744582032787,-0.07482964647349295,0.23749792442171713
nodes,raw,6,T6W30,252,-0.11007982067604825,0.08114527812068482,-0.1335111563367027,0.03450414940299396,0.14563767907280115,0.020734910107708057,0.054063217867173406,0.39373082749635824,-0.15380180414629882,0.014527512222916261,-0.18984488586034845,0.0025259999145263814,0.12550918098348604,0.046550388790225196,0.09244530717070565,0.14417259896363313
atd,raw,6,T6W30,252,0.10503657197786488,0.09616853789387647,0.12779253131253315,0.04309278377620638,-0.14944123624754474,0.017603356619480825,-0.058597222590880016,0.3552180595989412,0.1522814975845499,0.015541734294474746,0.18802916558990931,0.0027825276276938747,-0.1135398815310835,0.07197892117008055,-0.07903952792026452,0.21205876088475833
lcc,raw,6,T6W30,252,-0.10927688405658913,0.08340172289616093,-0.13205573051072506,0.03653894842067707,0.14518937961773012,0.021134045131212278,0.05482450683932101,0.3870944051966273,-0.14996861251182372,0.017203455011438166,-0.18473280556237454,0.0033094201126385747,0.1348393408577682,0.03238329112469186,0.10322781728949203,0.10275649044885367
asp,raw,6,T6W30,252,-0.11398254589879848,0.07086958080185475,-0.13312147356872156,0.03503929244599572,0.12559505316606684,0.046399495019468565,0.042867274146138314,0.49899859974110977,-0.14642926592104064,0.020046071402411655,-0.1748710864148925,0.005467975982726072,0.07382028788999204,0.2429566820509817,0.038866198317354245,0.5399329028100023
diameter,raw,6,T6W30,252,-0.11390411194672719,0.07106511824059336,-0.13264567498915658,0.03570223049020455,0.12180378906524877,0.0534634572858912,0.03967911517764081,0.5314828373831946,-0.14020397613463562,0.026040441116080452,-0.16754397537490476,0.007814650591171752,0.0746949805531683,0.2374033016746173,0.04022440614520768,0.5258522582230709
re,raw,6,T6W30,252,0.08883810111908617,0.15971483680675086,0.10363066226039758,0.10141409127286441,-0.1603999567109654,0.010767841059749655,-0.08794640883429157,0.16481108922793644,0.10686667906737343,0.09047966766290554,0.128825151618121,0.04142091389179518,-0.15378424260206947,0.01453888843665452,-0.12785796554728154,0.04298518528515103
l3,raw,6,T6W30,252,0.07323254261812999,0.24673885807712811,0.08218351576005457,0.19438049354166095,-0.20832656949786713,0.0008771696255254403,-0.15722958408952825,0.012628293116991018,0.11040111182430737,0.08025628455764737,0.12514950626692126,0.047631899204683414,-0.1259376490628906,0.045801556599361457,-0.10369478527850569,0.1012017008216793
cc,raw,6,T6W30,252,0.03598992553869676,0.5695826906641559,0.04450640966114965,0.48271504945761284,-0.170655407864971,0.006616565021405296,-0.11089586197309609,0.07950529535125976,0.0860969962537758,0.17304529927878243,0.1019690038077447,0.10704192481774213,-0.08189002068613552,0.19508645851874126,-0.05505661478837672,0.38508460760040125
lsc,raw,6,T6W30,252,-0.05111979736503953,0.41909314570789635,-0.05532825856583591,0.38274054240470995,0.042320303012001535,0.5036398849755004,0.0059475537901086915,0.9253018207801326,-0.07639936728917646,0.2268396921113608,-0.08347207006459613,0.18745451408802538,0.11822864999271374,0.06092095546094629,0.10408356251120637,0.09992151016384877
l2,raw,6,T6W30,252,0.018044882049969478,0.7756037823815736,0.01961115820038839,0.7571860882538011,0.0006287185150216314,0.9920763565136662,0.017231789162816733,0.7858831880401967,0.060864022657468216,0.3359113492202154,0.06365640656131605,0.3151413912097657,-0.007619877212559428,0.904196261528313,-0.0005336809520222438,0.9932875616819394
pe,raw,6,T6W30,252,0.02047276261887284,0.7463823620756591,0.023247317067332886,0.7139786609662684,-0.048281848782371004,0.4454125829320023,-0.021328653176494385,0.7366740652629252,0.05639953686212646,0.3726215420106239,0.0613458583348246,0.3330634022813142,-0.03551475505517101,0.5746929696332748,-0.02366898525967574,0.7090235772413589
l1,raw,6,T6W30,252,-0.00999042814838218,0.8746076259507038,-0.005913678644227369,0.9257260478321718,-0.02881883608389429,0.64888985773122,0.016888925601691723,0.7900433609729829,-0.03525948829279016,0.5774471403439986,-0.028695881328491425,0.6509432750232277,-0.03320204680652245,0.5998679502462109,-0.013809668021032106,0.8276592858983265
edges,raw,6,T6W30,252,-0.03904499487286788,0.5372519682531418,-0.04167622060138541,0.5110103034899354,0.025381667828863322,0.688432711581366,0.00027341252283690404,0.996561090369783,-0.016547071958713824,0.7937928635444438,-0.02071297703469821,0.7440065161409998,0.10953713641435006,0.08266488298777389,0.09961734933498242,0.11542362985013889
