subject,nodes_T2W30,re_T2W30,pe_T2W30,l1_T2W30,l2_T2W30,lcc_T2W30,lsc_T2W30,density_T2W30,diameter_T2W30,asp_T2W30
CDMS-10-4A-JURAN,22.638655462184875,1.2605042016806722,1.3949579831932772,0.4873949579831932,0.9495798319327732,22.638655462184875,19.058823529411764,0.1078704084088389,8.873949579831933,3.923187753986554
CDMS-10-5A-HEPIHO,22.25925925925926,1.148148148148148,0.2592592592592592,0.0,0.2592592592592592,22.25,18.84259259259259,0.1170334265838745,7.361111111111111,3.319083226561241
CDMS-10-5A-KSRAGU,22.146067415730336,1.4943820224719102,0.4606741573033708,0.9325842696629212,0.4606741573033708,22.146067415730336,18.696629213483146,0.1148506905483134,8.539325842696629,3.734319103477284
CDMS-10-5A-SROPU,23.47222222222222,1.6319444444444444,1.0486111111111112,0.3819444444444444,0.7708333333333334,23.47222222222222,18.506944444444443,0.1014146121946633,9.63888888888889,4.240939091879227
CDMS-10-5A-SZURO,23.0,1.0769230769230769,0.2307692307692307,0.0,0.1538461538461538,23.0,15.384615384615383,0.1076423576423576,9.076923076923077,3.6833275420231946
CDMS-10-5B-SRAJA,22.10843373493976,1.8975903614457832,0.5903614457831325,0.3072289156626506,0.5903614457831325,22.10843373493976,17.53614457831325,0.1155810511596206,9.373493975903614,3.984397333629648
CDMS-10-5C-DAAUSA,22.712,1.504,0.832,0.128,0.44,22.712,18.776,0.1111079903993943,8.152,3.633645434392711
CDMS-10-5C-ICAPA,20.956521739130437,1.826086956521739,0.391304347826087,2.1739130434782608,0.391304347826087,20.956521739130437,18.91304347826087,0.1149295768391322,8.043478260869565,3.6713768240508338
CDMS-10-5C-JFALGI,24.433962264150946,0.2830188679245283,0.0,0.0,0.0,24.433962264150946,20.943396226415093,0.1014450702883844,8.867924528301886,3.8124353029767306
CDMS-10-5C-NBEMO,23.78787878787879,0.106060606060606,1.0454545454545454,0.7727272727272727,1.0,23.454545454545453,17.363636363636363,0.0978199994998414,9.515151515151516,3.962371617357056
CDMS-10-6B-ASCACO,21.649484536082475,1.556701030927835,2.7216494845360826,1.175257731958763,1.309278350515464,21.63917525773196,17.11340206185567,0.1138710326589049,9.0,3.832288254096652
CDMS-10-6B-JJMOBE,23.0,0.7272727272727273,0.0,0.0,0.0,22.954545454545453,19.363636363636363,0.1088828431120921,8.727272727272727,3.518363448146057
CDMS-11-5A-EAARCA,23.97530864197531,0.9814814814814816,0.9876543209876544,0.7160493827160493,0.8703703703703703,23.97530864197531,17.72222222222222,0.0981567792950113,10.65432098765432,4.434231573830269
CDMS-11-5A-MGTHAR,24.06741573033708,0.5393258426966292,0.3707865168539326,0.7191011235955056,0.1910112359550561,23.584269662921347,18.25842696629213,0.0995187186296126,9.157303370786517,4.0029575157854405
CDMS-11-6A-DFVEBE,20.818181818181817,1.121212121212121,0.8484848484848485,0.7272727272727273,0.8484848484848485,20.818181818181817,18.33333333333333,0.1279817401930986,8.424242424242424,3.6173850904660143
CDMS-11-6A-NMREPR,23.426966292134832,1.404494382022472,0.1348314606741573,1.1235955056179776,0.1348314606741573,23.426966292134832,15.876404494382022,0.1010031812620967,11.01123595505618,4.623799796975176
CDMS-11-6B-ARAHE,21.766666666666666,2.533333333333333,0.7944444444444444,1.4,0.5611111111111111,21.766666666666666,17.43888888888889,0.1140253527781645,8.938888888888888,3.893789106892104
CDMS-11-6B-AVROTO,23.121951219512194,0.8373983739837398,0.4552845528455284,0.4715447154471545,0.4552845528455284,23.121951219512194,19.3739837398374,0.1108226037405795,8.94308943089431,3.866836438544582
CDMS-11-6B-EAFESA,23.737373737373737,0.9494949494949496,0.303030303030303,1.3737373737373737,0.303030303030303,23.737373737373737,16.67676767676768,0.0988861151988998,11.353535353535351,4.675252409470795
CDMS-11-6B-EFRGR,22.2319587628866,1.5670103092783505,0.4329896907216495,1.407216494845361,0.4329896907216495,22.2319587628866,18.530927835051543,0.1109427369165328,9.036082474226804,3.925145735921367
CDMS-11-6B-EROCO,23.53968253968254,0.746031746031746,0.6825396825396826,1.8571428571428568,0.6825396825396826,23.53968253968254,19.11111111111111,0.100382614774028,10.253968253968257,4.438215129920843
CDMS-11-6B-JACUPE,19.13888888888889,2.1333333333333333,1.5444444444444445,2.172222222222222,1.2944444444444445,19.133333333333333,15.833333333333334,0.1395523473359207,6.916666666666667,3.141916735252537
CDMS-11-6B-JDCHBA,22.067901234567906,1.530864197530864,0.2654320987654321,1.0432098765432098,0.2654320987654321,22.049382716049383,16.358024691358025,0.1140215108004751,9.302469135802468,3.891950398885358
CDMS-11-6B-JFSAHE,23.88732394366197,1.1971830985915493,0.5,0.1901408450704225,0.4507042253521127,23.88732394366197,19.54225352112676,0.1015758346823225,9.78169014084507,4.178945392569822
CDMS-11-6B-JLPENA,22.420454545454547,0.9431818181818182,0.3181818181818182,1.318181818181818,0.3181818181818182,20.045454545454547,12.568181818181818,0.1072831703966599,8.965909090909092,3.844935925813637
CDMS-11-6B-JMARME,23.544117647058822,0.7720588235294118,0.8529411764705882,0.7720588235294118,0.7977941176470589,23.522058823529413,17.25,0.1012933285798072,9.863970588235292,4.24816877215442
CDMS-11-6B-JPSAMA,24.78125,0.0,0.59375,0.453125,0.59375,24.78125,19.03125,0.0956198760478651,10.53125,4.4473127921293685
CDMS-11-6B-LESTA,23.27927927927928,1.108108108108108,0.3693693693693693,0.5405405405405406,0.3693693693693693,22.82882882882883,15.225225225225223,0.1028704378868151,10.225225225225223,4.263698417993298
CDMS-11-6B-MEBRTA,22.954954954954957,1.7567567567567568,0.8018018018018018,2.0,0.7837837837837838,22.954954954954957,13.927927927927929,0.1028995017212363,11.702702702702704,4.789999344143464
CDMS-11-6B-MMAMO,22.80203045685279,1.2233502538071066,0.7461928934010152,0.5685279187817259,0.3553299492385787,22.80203045685279,18.98984771573604,0.1100367598622482,8.964467005076141,3.8738175757302953
CDMS-11-6B-RSECA,25.83606557377049,0.4590163934426229,0.6065573770491803,0.3770491803278688,0.6065573770491803,25.83606557377049,18.131147540983605,0.0867727307142845,12.508196721311476,5.147003444473643
CDMS-11-6B-SCAPA,25.0,0.7142857142857143,0.0,0.0,0.0,25.0,18.678571428571427,0.0948950307801239,10.535714285714286,4.46086742392643
CDMS-11-6B-VZAPE,22.852459016393443,0.1557377049180328,1.147540983606557,1.680327868852459,1.0655737704918034,22.852459016393443,19.37704918032787,0.1063427501640729,8.508196721311476,3.8365482650908618
CDMS-11-6B-YLNIME,24.265625,0.390625,0.4375,0.0,0.4375,24.265625,20.765625,0.100829397554941,8.625,3.8671105326336304
CDMS-11-7C-ICARE,21.65217391304348,1.6521739130434785,1.7391304347826086,0.0,1.2173913043478262,21.65217391304348,19.76086956521739,0.1187403118554247,7.0,3.284913542664015
CDMS-11-7C-SALMA,22.289473684210527,1.5263157894736843,0.3289473684210526,0.1447368421052631,0.3289473684210526,22.289473684210527,19.68421052631579,0.1148480755664905,7.868421052631579,3.532854758854698
CDMS-11-7C-SPGAVE,23.48076923076923,0.3653846153846153,0.4615384615384615,0.7115384615384616,0.4615384615384615,23.46153846153846,16.78846153846154,0.1027139504507045,10.346153846153848,4.359781324310457
CDMS-12-5A-SRIGO,23.392473118279568,1.543010752688172,1.3602150537634408,0.1559139784946236,0.7956989247311828,23.392473118279568,18.274193548387096,0.1021220238851448,10.155913978494624,4.241329461907327
CDMS-12-6A-FAROPA,23.153374233128837,0.6319018404907976,0.3435582822085889,1.3987730061349692,0.3435582822085889,23.153374233128837,18.828220858895705,0.1060354507036594,8.63803680981595,3.764499479612744
CDMS-12-6A-JGIGA,23.991304347826087,0.7565217391304347,0.2695652173913043,0.1478260869565217,0.2695652173913043,23.991304347826087,18.130434782608692,0.1022363565984159,9.62608695652174,4.046285960818082
CDMS-12-6A-SROAL,21.93877551020408,1.8979591836734693,0.0816326530612244,0.4285714285714285,0.0816326530612244,21.93877551020408,18.367346938775512,0.1176222212279747,8.183673469387756,3.51994238864598
CDMS-12-6B-IJDAGA,22.478048780487804,1.380487804878049,1.5902439024390245,1.497560975609756,1.068292682926829,22.478048780487804,17.165853658536584,0.1064748338870451,9.546341463414636,4.097145333612334
CDMS-12-6B-SCLAG,18.508196721311474,2.377049180327869,3.065573770491804,1.3442622950819672,2.1639344262295084,18.34426229508197,15.524590163934429,0.1434083642084961,6.557377049180328,3.0385883746653684
CDMS-12-7C-ARAHE,21.125,2.125,2.0,0.0,1.0,21.125,18.5,0.1172505126452494,7.125,3.343386876281613
CDMS-12-7C-CATRAR,23.710526315789476,0.2105263157894736,0.0,0.0,0.0,23.710526315789476,19.63157894736842,0.1075834501120542,8.5,3.604734209345193
CDMS-12-7C-DLOLO,23.27659574468085,1.0,1.0212765957446808,0.0,1.0212765957446808,23.27659574468085,17.872340425531913,0.1066547229632092,9.595744680851064,4.081972638246556
CDMS-12-7C-JSZAOR,21.42105263157895,1.6973684210526316,0.7368421052631579,2.289473684210526,0.4078947368421052,21.34210526315789,15.75,0.1136695944258235,10.0,4.114444575734666
CDMS-12-7C-MAROBE,23.95833333333333,0.7604166666666666,0.0,0.6041666666666666,0.0,23.95833333333333,20.02083333333333,0.1019020649996527,9.1875,4.071078663015244
CDMS-12-7C-VMAPA,24.25454545454545,0.7272727272727273,0.0,0.0,0.0,24.25454545454545,21.63636363636364,0.1009557282126452,8.181818181818182,3.731039121323706
CDMS-12-7C-VQURA,22.43859649122807,1.087719298245614,0.6929824561403509,0.4210526315789473,0.5701754385964912,22.43859649122807,19.62280701754386,0.1132906143552897,7.93859649122807,3.530506046582766
CDMS-13-6B-ASUMO,19.0,2.0,0.0,0.0,0.0,19.0,15.0,0.1520467836257309,6.0,2.742690058479532
CDMS-13-6B-JDTAHE,23.06741573033708,0.3707865168539326,1.2359550561797752,1.1348314606741574,0.9325842696629212,23.0561797752809,15.382022471910112,0.104076853562365,10.359550561797754,4.252621516075094
CDMS-13-7C-MVEAR,22.689655172413797,0.9195402298850576,1.9540229885057472,1.011494252873563,1.3333333333333333,22.689655172413797,17.551724137931036,0.1050752591350713,9.20689655172414,3.925433637703818
CDMS-13-7C-RAIZAC,23.97590361445783,0.7349397590361446,0.4939759036144578,0.6987951807228916,0.3132530120481928,23.97590361445783,17.03614457831325,0.1011134625531802,11.566265060240964,4.8047735138741725
CDMS-13-7C-SSOSLO,23.12037037037037,0.9074074074074074,1.6203703703703705,0.0555555555555555,1.1296296296296295,23.12037037037037,16.40740740740741,0.1073886572038334,11.12037037037037,4.626068874082477
CDMS-14-10A-IMORTO,24.1,0.58,0.56,0.0,0.56,24.1,19.28,0.1023276503139203,8.88,3.8459364893264207
CDMS-14-10A-JCVANI,22.598086124401917,1.2822966507177034,0.6746411483253588,0.5550239234449761,0.416267942583732,22.598086124401917,17.62200956937799,0.1141620643600148,8.760765550239235,3.832481222328114
CDMS-14-6B-KDCAHE,20.91304347826087,0.1956521739130435,0.3043478260869565,1.5217391304347827,0.3043478260869565,20.695652173913043,14.108695652173912,0.1267480886102387,7.282608695652174,3.2307386967413483
