subject,z_re_T2W40,z_pe_T2W40,z_l2_T2W40,z_density_T2W40
CDMS-10-4A-JURAN,0.1251299047499876,0.8103042798989485,0.6469171024014214,-0.35590019390147687
CDMS-10-5A-HEPIHO,-0.2546251655504265,-0.9454973759637705,-0.8723267904339597,1.3906068839622074
CDMS-10-5A-KSRAGU,0.5225782863845628,-0.7859907187388541,-0.6342085015233925,-0.3808315565276882
CDMS-10-5A-SROPU,1.1603558053629226,0.016523657372055852,0.1018490759616493,-0.6234990910239722
CDMS-10-5A-SZURO,-0.5873081719125309,0.25278215382091374,0.04421399649191838,0.8913281346542645
CDMS-10-5B-SRAJA,0.9645851842797617,-0.5161862439293748,-0.27926815182842973,-0.39380826331191016
CDMS-10-5C-DAAUSA,0.38890105900084215,-0.03320683168839358,-0.48491149063065486,0.5308862396241302
CDMS-10-5C-ICAPA,1.4433013149275156,-1.0417897115034875,-0.9511848159603035,-2.7415583634025094
CDMS-10-5C-JFALGI,-0.7915595441560141,-1.0790501917608921,-1.0844785288033518,1.8611310102435707
CDMS-10-5C-NBEMO,-1.6228004520292272,0.6913185558358689,1.3522482038906953,0.2581703893610565
CDMS-10-6B-ASCACO,-0.33379901159967346,2.1837566844887686,0.8147151596150668,-0.7209429339054539
CDMS-10-6B-JJMOBE,0.7037876159097181,-1.4043834531820008,-1.5593289708085465,0.5963901134168574
CDMS-11-5A-EAARCA,0.05551583039942925,0.7497589688301207,1.0555417080031038,-0.4725336482109638
CDMS-11-5A-MGTHAR,-1.0302937794605418,-0.5474789067601908,-0.9414966882386785,1.0229466381608094
CDMS-11-6A-DFVEBE,-0.7305248481191547,-0.5798632392908727,-0.3328033444126476,0.6142117558620546
CDMS-11-6A-NMREPR,0.7652245687911269,-0.9898983389531104,-0.9623306524154298,-0.6418876343560267
CDMS-11-6B-ARAHE,1.5827050010839883,-0.5058913891513415,-0.6351330137292519,-1.1906986737316148
CDMS-11-6B-AVROTO,-0.9998174128850074,-0.4327306318247133,-0.20997825931117448,1.075418488637197
CDMS-11-6B-EAFESA,0.8273612717919321,-0.5511759902440384,-0.3806619992902152,-1.333739198266606
CDMS-11-6B-EFRGR,0.8729968866664133,-0.583694963266731,-0.4189822210326939,-1.0547365120507415
CDMS-11-6B-EROCO,-0.547636950829198,-0.49245816083809824,-0.22543537826317064,-0.49877431373202347
CDMS-11-6B-JACUPE,-0.44430859646885296,-0.31932362636904804,-0.18887698627147398,-0.6429686456892061
CDMS-11-6B-JDCHBA,0.40225353483731663,-1.1332751315821084,-1.1482308777628216,-0.3941652181666786
CDMS-11-6B-JFSAHE,0.47055506653110907,-0.27607834047984714,-0.10856161147583868,0.23460885952967359
CDMS-11-6B-JLPENA,-0.5328790192032454,-0.8059102743509649,-0.6906962412353463,-0.2338531080905361
CDMS-11-6B-JMARME,-0.1543487098354503,0.3088125734726762,0.6143354878640542,-0.28241235193621833
CDMS-11-6B-JPSAMA,-2.2057577600904126,-0.17394713015047458,0.1739083316711782,1.4578817968332314
CDMS-11-6B-LESTA,0.733679249291787,-0.4439260161319087,-0.24620526978632393,-0.06835924438580093
CDMS-11-6B-MEBRTA,0.576323671320223,0.40411556410128613,0.890043002016732,-1.7410669663701432
CDMS-11-6B-MMAMO,-0.09946294053128277,-0.10203632657895545,-0.5340729217639277,0.2831699213144835
CDMS-11-6B-RSECA,0.28033819101239393,0.39470175688441267,0.8793269131818937,-0.1992733435719881
CDMS-11-6B-SCAPA,0.0050718877219863324,-1.0077272003172977,-0.9891483993580625,1.3610356809214905
CDMS-11-6B-VZAPE,-1.5522389592585644,0.9482903139352902,1.3381572131349815,-0.7987979288883482
CDMS-11-6B-YLNIME,-1.1264499816932614,-0.1094452875132355,0.09661000004203595,1.4918605374212677
CDMS-11-7C-ICARE,0.6292713852036502,1.4705122148853222,0.7262002250275719,0.2274975840116995
CDMS-11-7C-SALMA,1.2118266677710683,-0.8484409651025326,-0.7725909812890177,0.1456641364205543
CDMS-11-7C-SPGAVE,-1.0652272708370196,-0.01745248257025952,0.3201433283563068,0.45968538886437854
CDMS-12-5A-SRIGO,1.1898716557897662,1.2828319363512521,0.7442363993552721,-0.6816299602962669
CDMS-12-6A-FAROPA,-0.9837599775396696,-0.8306082450576848,-0.7042626502059693,0.4504334579778721
CDMS-12-6A-JGIGA,-1.3442680642716633,-0.48954616030954984,-0.2766577900655739,1.580376739468053
CDMS-12-6A-SROAL,0.8023496673242052,-1.338965732289922,-1.439618173967177,0.3708863703946334
CDMS-12-6B-IJDAGA,0.15881389247364935,1.3041769258012248,1.0181844449259523,-1.4430636411591136
CDMS-12-6B-SCLAG,-0.1707402049358322,1.1635657588176433,1.03909315282281,-1.1273284365886551
CDMS-12-7C-CATRAR,-1.8507551556677506,-1.3561226823479526,-1.4705470175330326,2.9323091123561533
CDMS-12-7C-DLOLO,0.30335053528454636,1.0269043244501155,1.8441605655380373,-0.42058077779914643
CDMS-12-7C-JSZAOR,0.6704166411735737,-0.5512070763721328,-0.9130945959202856,-1.4713484826704792
CDMS-12-7C-MAROBE,-0.4112535263388342,-1.202251072390185,-1.2528291413023098,0.7673651453393495
CDMS-12-7C-VMAPA,0.7758450260921681,-1.1441253542969325,-1.169933223162414,0.8401681660733049
CDMS-12-7C-VQURA,0.06862854818475136,-0.46567622347021576,-0.4806231554158721,0.6142039557512399
CDMS-13-6B-JDTAHE,-1.3737196728790346,0.7950398695449002,0.8888223107400248,-0.286207493416069
CDMS-13-7C-MVEAR,-0.37142818191700044,2.4240903591296408,1.9907508980229056,-1.2582148216885354
CDMS-13-7C-RAIZAC,-0.9623561975274829,-0.6238366434783895,-0.7826328735686053,0.7612470611420029
CDMS-13-7C-SSOSLO,-0.07787651804726112,1.95540964665523,1.8273151222042896,-0.09557947074089009
CDMS-14-10A-IMORTO,-0.5531370467683693,-0.11182376648009422,0.25079902340047716,1.1300482579650204
CDMS-14-10A-JCVANI,-0.2567284628980864,-0.30182939534062975,-0.6151152953898525,0.35338791690132365
CDMS-14-6B-KDCAHE,-2.042204269482921,-1.080253052975801,-1.3564325921044718,1.6977078266227115
CDMS-15-10A-AMALOS,-0.08072142772692625,0.4205011993467997,0.4149313010489548,-0.03488361463017197
CDMS-15-10A-JJMACH,0.6440253118539876,-0.1544656522053188,0.003593427181209137,0.14301117513020298
CDMS-15-10A-MAALCA,-1.7892446103939241,1.9542594519262408,2.4680233120337647,0.46281620405947815
CDMS-15-10A-MAALRI,0.07749361033349865,-0.4495697889963634,-0.19101311578707672,-0.444372679596422
CDMS-15-10A-SGOMO,-0.38205651824789577,1.6488585470280435,1.0646409892519562,0.04290220369670926
CDMS-15-10A-SHEGA,0.47946593989869946,0.2974042976519479,-0.4777611734253793,-0.16980404440883123
CDMS-15-11B-JEMOLO,2.11250110387541,-1.1118742084047852,-1.2602493833989654,-1.4200307139478179
CDMS-15-11B-VSAHO,-0.4745340408146074,0.5699320096593519,1.0419878384467112,-0.5563843527346966
CDMS-16-10A-SGALO,-1.1503781987485058,-1.0378665946237269,-1.0275642872508437,2.047465760221353
CDMS-16-11B-NGABE,-0.6095605687440911,0.6712843001070039,1.2589256197126768,0.1533449237473394
CDMS-17-10A-ASSAMO,0.03884762479502971,-1.0307682156779565,-1.0230730502879541,1.2834796382306166
CDMS-18-7C-VVECA,1.5180407582702002,-0.8314227829389463,-0.7630857885210608,-0.12519817862999255
CDMS-8-4A-DJAVDA,-0.22279479662274732,-1.935373313551264,-2.2644692426854083,-0.10476272188909036
CDMS-8-4A-DOSTR,0.8910764328053914,-0.7115287952669461,-0.5246537250431641,-1.4491013071476195
CDMS-8-4A-LGOPA,0.43857233664450346,-0.7751395779609165,-0.6332013034617597,-0.015285474036783759
CDMS-8-4C-JDBUTU,-0.06316867701974076,-0.2552745684659554,-0.6176677815896073,-1.6385134085903104
