feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG,r_MOT_V4,p_MOT_V4,r_partial_MOT_V4,p_partial_MOT_V4,r_COG_V1,p_COG_V1,r_partial_COG_V1,p_partial_COG_V1
z_pe,z,2,T2W40,222,0.11118449876822738,0.09845571277216995,0.1121243792152257,0.09638389140138709,0.024398217644365856,0.7177056113480214,0.029265569875628797,0.6652403753802332,0.11024569253749898,0.10134900016994162,0.1110621707193574,0.09960050922313232,-0.013642227545120957,0.839817804205896,-0.01148118230382283,0.8652321280228236
z_cc,z,2,T2W40,222,-0.13235376824809927,0.048887977197573394,-0.1367110798865184,0.042318558724737665,-0.058465128591919824,0.3859776336622476,-0.07986092585933019,0.23705698047580154,-0.10912010714515809,0.10490611519173033,-0.11289800121419943,0.09409355880348823,-0.02048872378024368,0.7614451317471002,-0.03137204469276385,0.6427563681491597
z_l2,z,2,T2W40,222,0.10809303671069902,0.10823711277192641,0.11033210872164709,0.10186020149139319,0.011954051052814893,0.8594202668454313,0.022785811675210633,0.7362237541013786,0.09891825050205266,0.14179646734277243,0.10087402101644471,0.13493747408753476,-0.009760402937268379,0.8850194339059146,-0.004146518014943011,0.9511257716932889
z_atd,z,2,T2W40,222,-0.08246370450612177,0.22101606443153496,-0.08442818397630691,0.21121517131765774,-0.01859764853548838,0.7828873723637896,-0.02854206376217939,0.6730337244582775,-0.08058655251989831,0.23174330287346503,-0.08231191066782971,0.22292596427665712,-0.013022716986573642,0.8470005388221187,-0.018260953574571515,0.7871974606291591
z_density,z,2,T2W40,222,-0.11410085848265354,0.08988389898733934,-0.12806460307855083,0.057320980215793925,0.0517532069720795,0.4429229827951244,-0.0011023223450701127,0.9869996251075205,-0.07762849665993354,0.24938352706133504,-0.08925922361357869,0.1861517460535616,0.024873121146828693,0.7124512068231688,-0.004557895569123877,0.946283895046138
z_l3,z,2,T2W40,222,-0.10060041293845788,0.13511188958238898,-0.10932317322115168,0.10504955353762833,-0.03859382652875306,0.5673206203209306,-0.07823000860138841,0.2468014424932159,-0.06411045839614471,0.34170066084412337,-0.07143722781393567,0.2903656686294811,-0.028092745509168494,0.6771965612215632,-0.04938830498016023,0.4650893467136682
z_l1,z,2,T2W40,222,-0.023179927419631575,0.7312452273116434,-0.014394566832160262,0.8314922229952241,-0.04607030621184795,0.49465756516958215,-0.00013575148656093202,0.9983989287639928,-0.05793791110517155,0.3902831111027447,-0.050993591760758565,0.4506894056819841,0.04163400725876407,0.5371697987346442,0.06904262218510672,0.306879518173333
z_lsc,z,2,T2W40,222,-0.03743128207155075,0.5790591291853826,-0.043620122060219264,0.5188691684504639,0.07123197306078345,0.29065588727492897,0.04346914888069143,0.5203183860052756,-0.024015058199602052,0.7219546481403788,-0.02937639698637836,0.6640497255038305,0.10174419104394766,0.130706703750663,0.08692105443294094,0.1979951994177034
z_asp,z,2,T2W40,222,0.012944399545567071,0.8479094799704385,0.02176510039535751,0.7476309416267768,-0.09668360645582638,0.15106302693809787,-0.05656490059775165,0.40270539440990166,0.011276229001450382,0.8673158631866008,0.01903775871106897,0.7783751001248179,-0.0543590818233026,0.4202682752081251,-0.031539586445134195,0.6409816003263278
z_diameter,z,2,T2W40,222,0.019730027023401864,0.7700269094241272,0.027411248507050415,0.6852843463888679,-0.08350315769748638,0.21523037109298004,-0.0485135653335275,0.4730417293268591,0.011149022433137885,0.8687991170935906,0.017821975223739184,0.7921951429324366,-0.05027645373384649,0.4560632274470504,-0.030451251083545128,0.6525462847727364
z_re,z,2,T2W40,222,0.033798045679721875,0.6164556972442429,0.037874502310642426,0.5754432917478779,-0.05940377746870734,0.37838388869975875,-0.04094626344941033,0.5448388148021558,0.0021669170835917004,0.9743890261266149,0.005625708652410993,0.9337254623885004,-0.026000102484592343,0.7000366382453711,-0.015252372655111352,0.8216135794440528
