feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_pe_T2W40,0.15587923534576464,0.08180475374117721,1.0,362,0.905
z_l2_T2W40,0.11695378248908501,0.06044103064736852,1.0,338,0.845
z_l1_T2W40,-0.10731857381037631,0.09021637258165528,1.0,203,0.5075
z_atd_T2W40,-0.10691734348621015,0.07959960701289515,1.0,283,0.7075
z_density_T2W40,-0.08872086997659975,0.0889785638039009,1.0,307,0.7675
z_diameter_T2W40,-0.07892699257713086,0.12400341149025436,1.0,59,0.1475
z_l3_T2W40,-0.07698674454987854,0.06301539686814374,1.0,216,0.54
z_lsc_T2W40,-0.06529409763104543,0.08576074681394275,1.0,102,0.255
z_asp_T2W40,-0.04134883032339294,0.09910012598844412,1.0,61,0.1525
z_re_T2W40,0.03779553872501232,0.1003381543910697,1.0,69,0.1725
