subject,z_diameter_T6W50,z_asp_T6W50
CDMS-10-4A-JURAN,-0.1295681614168583,0.0605542274862037
CDMS-10-5A-HEPIHO,-0.1327312841033001,-0.0539798097229489
CDMS-10-5A-KSRAGU,-0.0522107777793431,0.4481300802433113
CDMS-10-5A-SROPU,1.0775334657717643,1.6727092824527392
CDMS-10-5A-SZURO,0.4830089412588438,0.8475034702733139
CDMS-10-5B-SRAJA,0.0622678074686571,0.0648777289150663
CDMS-10-5C-DAAUSA,0.4592259658946798,0.9868203721452168
CDMS-10-5C-ICAPA,0.2078680153966081,0.4946168716184135
CDMS-10-5C-JFALGI,0.1270782207794581,0.169516593604722
CDMS-10-5C-MAORTO,0.725671565194001,1.1421030154392784
CDMS-10-5C-NBEMO,0.6555062426085159,1.57739610667875
CDMS-10-6B-ASCACO,-0.1522122493955324,-0.1098906802024595
CDMS-10-6B-JJMOBE,0.3290164569150527,0.5117164749317513
CDMS-11-4A-GACHSA,0.9205572081526774,2.0597903254393284
CDMS-11-5A-EAARCA,0.1882438554793344,0.5280773603262072
CDMS-11-5A-MGTHAR,1.3796117956124276,1.935005712511649
CDMS-11-6A-DFVEBE,0.4447681881158764,0.5623542335198572
CDMS-11-6A-NMREPR,0.4636658199368041,0.7468676795909712
CDMS-11-6B-ARAHE,0.6029901246555043,1.174294672110533
CDMS-11-6B-AVROTO,0.9369441185723004,1.056637795077897
CDMS-11-6B-EAFESA,0.8407703036931314,1.5421347108764347
CDMS-11-6B-EFRGR,1.1063303635087332,1.9778738279599155
CDMS-11-6B-EROCO,0.4736336075272599,0.8330125949899868
CDMS-11-6B-JACUPE,0.7070818570807795,1.5243890703418628
CDMS-11-6B-JDCHBA,1.0857555697507009,2.025233351928915
CDMS-11-6B-JFSAHE,-0.0514927926731518,0.0789050789219462
CDMS-11-6B-JLPENA,0.8732439525473007,1.1371477894243882
CDMS-11-6B-JMARME,0.501029399357091,0.9851332879153952
CDMS-11-6B-JPSAMA,0.4953981193646395,0.8420017352475916
CDMS-11-6B-LESTA,0.6345616475839719,1.1162454670216364
CDMS-11-6B-MAGIMU,0.3749360250992619,0.6934263037124431
CDMS-11-6B-MEBRTA,1.193162833523595,1.804270696470976
CDMS-11-6B-MMAMO,0.1551326392672398,0.3387437023218045
CDMS-11-6B-RSECA,-0.0262052039860064,0.0882655697289149
CDMS-11-6B-SCAPA,0.1766163301432449,0.2830243104619999
CDMS-11-6B-VZAPE,0.7990464555819209,1.7290430922726203
CDMS-11-6B-YLNIME,0.3797808985743318,0.5128171806184936
CDMS-11-7C-ICARE,1.2204219807024133,2.011845933960988
CDMS-11-7C-IMOIB,0.2534832237339522,0.4303441215033748
CDMS-11-7C-SALMA,0.6638606867300569,1.373980662496775
CDMS-11-7C-SPGAVE,1.8032411422739676,2.881837731877569
CDMS-12-5A-SRIGO,0.2544582122215522,0.3934653527076427
CDMS-12-6A-FAROPA,-0.1988955686081912,0.0372556997817046
CDMS-12-6A-JGIGA,0.1659746552492765,0.1361388482987073
CDMS-12-6A-JSOTGU,0.6964545182772114,1.152800742098305
CDMS-12-6A-SROAL,-0.0075086274729685,0.286100921294158
CDMS-12-6B-IJDAGA,1.4792720070767955,2.247108988372182
CDMS-12-6B-SCLAG,0.8014881915654817,1.3541443552569528
CDMS-12-7C-ARAHE,0.1772950183872349,0.2978578762683077
CDMS-12-7C-CATRAR,0.349983817851357,0.776721809910588
CDMS-12-7C-DLOLO,0.5293702584389431,0.8961274925295369
CDMS-12-7C-JSZAOR,-0.3546378677386479,-0.3518349839333792
CDMS-12-7C-MAROBE,0.3324879483133966,0.5479029754229843
CDMS-12-7C-VMAPA,-0.0619816607080308,0.0455812825339002
CDMS-12-7C-VQURA,0.8180901006279927,1.2754299373143498
CDMS-13-6B-ASUMO,0.7334804556623756,0.8511783967949719
CDMS-13-6B-JDTAHE,0.7332344252908277,1.1671659901914506
CDMS-13-7C-MVEAR,0.3440462681167658,0.6300941086174834
CDMS-13-7C-RAIZAC,-0.0066111264076938,0.5116513042327356
CDMS-13-7C-SSOSLO,0.7462383951066315,1.1932408142310829
CDMS-14-10A-IMORTO,0.6567395272522022,1.358225988713225
CDMS-14-10A-JCVANI,0.5204435692393159,0.7958530468363477
CDMS-14-5A-LSDUCO,0.8481987283660524,1.744685047677756
CDMS-14-6B-KDCAHE,0.9040252833496104,1.8185813096777597
CDMS-15-10A-AMALOS,0.3829543743561207,0.9393525877354728
CDMS-15-10A-JJMACH,0.1246878823990901,0.3814895678221189
CDMS-15-10A-MAALCA,0.1568299828922364,0.5796527353872906
CDMS-15-10A-MAALRI,0.71835320361226,1.1314222126764857
CDMS-15-10A-SGOMO,-0.0122666849933897,0.3532641353800642
CDMS-15-10A-SHEGA,0.1253926196370458,0.2745318290161537
CDMS-15-11B-JEMOLO,0.6879967008382443,1.3753014106076629
CDMS-15-11B-VSAHO,0.4230835261882641,1.1241685422579792
CDMS-16-10A-SGALO,0.8045879777501812,1.399950053493738
CDMS-16-11B-NGABE,0.2498606301154437,0.4704291632308892
CDMS-17-10A-ASSAMO,-0.1030496073134571,0.0353186199233349
CDMS-18-7C-VVECA,0.4489541119108525,0.7652363942624084
CDMS-8-4A-DBEVA,0.2284287619297621,0.5381804730657296
CDMS-8-4A-DJAVDA,0.8419246856696416,1.227926334463921
CDMS-8-4A-DOSTR,0.7708068665175681,1.29514947552724
CDMS-8-4A-LGOPA,1.308868062976241,2.0901917245169006
CDMS-8-4C-JDBUTU,0.6360008344167034,1.402992438802456
CDMS-9-4A-ACDUTR,0.3112554629204541,0.4777345201380515
CDMS-9-4A-CARGA,0.300144235639701,0.5354013391480379
CDMS-9-4A-CRAAG,0.6145917388370392,1.1301975109610716
CDMS-9-4A-EROHI,0.9134126175271934,1.5235128491119156
CDMS-9-4A-ILOSE,0.429466224623982,0.8336864094753204
CDMS-9-4A-TGAFR,0.1897031866376758,0.595027831382185
CDMS-9-4C-SCAMO,0.1557330570654828,0.3601864165661876
CDMS-9-5A-ABERO,0.9231933064496952,1.6060479211218428
CDMS-9-5A-PAGACO,0.6330537059690833,1.3301212253338692
CDMS-9-5A-VVAAR,0.3910600934772854,0.7736917397560481
CDMS-9-5C-JDMADE,1.9220959158403168,3.261499855116188
CDMS-9-5C-LVIZAC,1.1305351625069462,1.4578208640638384
CDMS-9-5C-MLOGO,0.9618609265674288,1.3201217042986455
CDMS-9-5C-SCAAG,0.6864155940636842,0.880478436772284
CDMS-XX-10A-VGILO,0.3820434860019251,0.9633436011342928
CDMS-XX-5C-MJSARU,0.2023847797708388,0.5361109954101354
CDMS-XX-5C-MPCAQU,0.4324853487063564,0.7330302359521143
CDMS-XX-6A-MAGICA,0.4194489664630373,0.6740954460762879
CDMS-XX-6B-SPUCA,0.3887181161034301,0.6738126137167136
CSO-10-4A-ICAPA,0.6791352972794749,0.978877077967068
CSO-10-4A-KCOMO,0.7824296476904192,1.220117027067929
CSO-10-4A-LRAVI,0.3065070346713485,0.3267250961248779
CSO-10-4A-LSCAVA,1.2985839447594638,2.153899092939698
CSO-10-5A-ACAVA,0.5108369118604441,1.0292499808875435
CSO-10-5A-ARACA,0.8400619914739363,1.6009862246117994
CSO-10-5A-DABRZA,1.360889752770185,1.9999115519289197
CSO-10-5A-GZAMA,0.2095117409446834,0.6137542635144901
CSO-10-5A-IPECA,0.1553797237684426,0.5594737947883827
CSO-10-5A-JANORO,0.1936170647614833,0.5751576187509037
CSO-10-5A-JBUVE,0.5899883097594333,1.227063591291211
CSO-10-5A-JJSEMO,0.1503334638282295,0.4202612379945036
CSO-10-5A-JLCARI,0.56090239059558,1.0879334001504308
CSO-10-5A-MAARAN,0.4029557022652986,0.7377022601337774
CSO-10-5A-MAOSMO,0.5072984550472577,0.7787248382226732
CSO-10-5A-RVMOIB,0.171725565258524,0.22349693231272
CSO-10-5A-SVHEES,0.3786534955438277,0.5934956415107253
CSO-11-5A-MDVOSPE,0.2018454129188722,0.5100463359814594
CSO-11-5A-MTAGA,0.7967710286111197,1.3368904935150208
CSO-11-6A-CAPAMU,0.5743860912257095,0.8663504584451762
CSO-11-6A-DSCACH,-0.2768354159284796,-0.1511977974650238
CSO-11-6A-EROMO,0.4496599946647094,1.2248095668439147
CSO-11-6A-FSOVRE,0.3849150747600011,0.9243521327603124
CSO-11-6B-ANREVA,0.1631443815162931,0.3847805813228031
CSO-11-6B-DISEMO,0.7811106927255882,1.082890740612066
CSO-11-6B-LHFDLACH,1.6963465532987845,2.684821670498782
CSO-11-6B-RJGIHE,0.2559711148507059,0.4179007080840737
CSO-11-6B-SFLVA,0.8237072897575987,1.6197630589624412
CSO-11-6B-VCOMA,0.8518578490004834,1.2683287322189745
CSO-12-6A-DGISE,1.4364037566259615,2.560085096753501
CSO-12-6A-FJOVRE,0.1780879951244948,0.3303963800493612
CSO-12-6B-GQULO,0.6814312567885886,0.911002986899094
CSO-12-6B-LJHEFE,0.6429283462200113,1.137020700458291
CSO-12-6B-VPAMA,-0.0106181111169782,0.1956564601261878
CSO-12-7A-DALRE,1.2189102475451763,2.1877436308589044
CSO-12-7A-ESALA,-0.2753902418414284,-0.3253069289151692
CSO-12-7A-IMERO,1.1052811963160951,1.6367177922444611
CSO-12-7A-JHEZA,1.2168970390953524,2.285788752601594
CSO-12-7A-LSARAR,0.3405867931470285,0.7821065937987086
CSO-12-7A-SCAHO,0.5799801029358268,0.9568637814522596
CSO-12-7B-DVAGRO,1.478122982381228,2.3357474634255864
CSO-12-7B-SMUGU,0.7071540010331553,0.7916613085930662
CSO-12-7B-SSARA,0.5023236201425678,0.8568896669585625
CSO-12-7B-VHOMA,0.3337678844105124,0.6165160913158576
CSO-12-8A-YTOME,-0.0077503855003566,0.3015433792318669
CSO-13-6A-ANASA,0.2825878280134621,0.531498021398372
CSO-13-6B-JETAVE,0.3978852812900242,0.7282389299809167
CSO-13-6B-LFMIES,1.0952155838517497,1.236652287646238
CSO-13-6B-LJMAHU,0.5270675775870081,0.8780631862161768
CSO-13-7A-CAPAMU,0.8709999611292906,1.7179396260151902
CSO-13-7A-CDDITR,0.4337702107030616,0.7083027407747301
CSO-13-7A-JJATFL,-0.1331888149567302,-0.1512215824915512
CSO-13-7A-KRAMA,0.2046972260750282,0.0792759359567841
CSO-13-7A-RXCHLU,0.0338401449205361,0.0479487702151371
CSO-13-7A-YAMEZA,0.3921638867088765,0.6050665873750117
