subject,nodes_T6W40,lcc_T6W40
CDMS-10-4A-JURAN,0.8439667012529662,0.8793813437417453
CDMS-10-5A-HEPIHO,1.342772938491809,1.2194057636380764
CDMS-10-5A-KSRAGU,0.09766593828771819,0.13547660717741886
CDMS-10-5A-SROPU,0.01428954670388285,0.052367898604725974
CDMS-10-5A-SZURO,0.31949310669292486,0.35659159119488787
CDMS-10-5B-SRAJA,-0.2858976960517367,-0.24685558182536071
CDMS-10-5C-DAAUSA,-0.6340293718798239,-0.5938695679394954
CDMS-10-5C-ICAPA,-2.119180587582033,-2.107381387741319
CDMS-10-5C-JFALGI,-1.286727748322801,-1.244472431930385
CDMS-10-5C-MAORTO,-1.8840528928999825,-1.8398798418791644
CDMS-10-5C-NBEMO,-1.0492763486036847,-1.0077833787756783
CDMS-10-6B-ASCACO,-0.9252150472051934,-0.884120380806896
CDMS-10-6B-JJMOBE,0.3239362644472809,0.3610204840257557
CDMS-11-4A-GACHSA,-1.1265363012547787,-1.0847952854706746
CDMS-11-5A-EAARCA,-0.7382122759832952,-0.6977179889482894
CDMS-11-5A-MGTHAR,-1.8932649761125604,-1.8490623493554172
CDMS-11-6A-DFVEBE,0.12964093682509523,0.12088499759576427
CDMS-11-6A-NMREPR,0.46206022416362474,0.49870099162399467
CDMS-11-6B-ARAHE,-0.4985823789031735,-0.46666484203115655
CDMS-11-6B-AVROTO,1.027393357241895,1.0622191016185563
CDMS-11-6B-EAFESA,0.16753125596755902,0.20511761965220462
CDMS-11-6B-EFRGR,-1.2217534642017465,-1.1797067501689429
CDMS-11-6B-EROCO,-0.7057122654874713,-0.6749993995040333
CDMS-11-6B-JACUPE,-2.1248257695046697,-2.1703048684824986
CDMS-11-6B-JDCHBA,-1.1312019096244397,-1.0894459147308604
CDMS-11-6B-JFSAHE,1.1878634835882478,1.211756780941785
CDMS-11-6B-JLPENA,-0.4678014671755573,-0.7133776923517849
CDMS-11-6B-JMARME,-0.11674526585967715,-0.11486219473078288
CDMS-11-6B-JPSAMA,1.0548342442890342,1.0828859071270023
CDMS-11-6B-LESTA,-0.731600924811769,-0.6911278637659874
CDMS-11-6B-MAGIMU,-1.399829470825675,-1.3572110371398642
CDMS-11-6B-MEBRTA,-1.0307198940317062,-0.9892865003923738
CDMS-11-6B-MMAMO,0.7447573622995586,0.7804905200668238
CDMS-11-6B-RSECA,-0.5497997499056685,-0.5099103683044354
CDMS-11-6B-SCAPA,0.845463914708206,0.8808737503374123
CDMS-11-6B-VZAPE,-0.813218932637269,-0.7724838339369049
CDMS-11-6B-YLNIME,0.408487364838383,0.445300129959329
