feature,selected,ranking
lcc_T6W40,True,1
nodes_T6W40,True,1
diameter_T6W40,False,2
asp_T6W40,False,3
pe_T6W40,False,4
atd_T6W40,False,5
density_T6W40,False,6
l1_T6W40,False,7
re_T6W40,False,8
l2_T6W40,False,9
l3_T6W40,False,10
lsc_T6W40,False,11
edges_T6W40,False,12
