number,value,datetime_start,datetime_complete,duration,params_et_max_depth,params_et_max_features,params_et_min_samples_leaf,params_et_min_samples_split,params_et_n_estimators,params_regressor,params_rfe_n_features,params_use_scaler,user_attrs_d2mae_ci_lower_val,user_attrs_d2mae_ci_upper_val,user_attrs_d2mae_df_val,user_attrs_d2mae_mean_val,user_attrs_d2mae_samperror_val,user_attrs_d2mae_std_val,user_attrs_d2mae_t_critical_val,user_attrs_mae_ci_lower_val,user_attrs_mae_ci_upper_val,user_attrs_mae_df_val,user_attrs_mae_mean_val,user_attrs_mae_samperror_val,user_attrs_mae_std_val,user_attrs_mae_t_critical_val,user_attrs_mape_ci_lower_val,user_attrs_mape_ci_upper_val,user_attrs_mape_df_val,user_attrs_mape_mean_val,user_attrs_mape_samperror_val,user_attrs_mape_std_val,user_attrs_mape_t_critical_val,user_attrs_max_error_ci_lower_val,user_attrs_max_error_ci_upper_val,user_attrs_max_error_df_val,user_attrs_max_error_mean_val,user_attrs_max_error_samperror_val,user_attrs_max_error_std_val,user_attrs_max_error_t_critical_val,user_attrs_median_ae_ci_lower_val,user_attrs_median_ae_ci_upper_val,user_attrs_median_ae_df_val,user_attrs_median_ae_mean_val,user_attrs_median_ae_samperror_val,user_attrs_median_ae_std_val,user_attrs_median_ae_t_critical_val,user_attrs_n_splits_val,user_attrs_r2_below_zero_val,user_attrs_r2_ci_lower_val,user_attrs_r2_ci_upper_val,user_attrs_r2_df_val,user_attrs_r2_mean_val,user_attrs_r2_samperror_val,user_attrs_r2_std_val,user_attrs_r2_t_critical_val,user_attrs_regressor_final,user_attrs_rfe_estimator,user_attrs_rfe_n_features,user_attrs_rfe_selected_features,user_attrs_rho_ci_lower_val,user_attrs_rho_ci_upper_val,user_attrs_rho_df_val,user_attrs_rho_mean_val,user_attrs_rho_samperror_val,user_attrs_rho_std_val,user_attrs_rho_t_critical_val,user_attrs_rmse_ci_lower_val,user_attrs_rmse_ci_upper_val,user_attrs_rmse_df_val,user_attrs_rmse_mean_val,user_attrs_rmse_samperror_val,user_attrs_rmse_std_val,user_attrs_rmse_t_critical_val,user_attrs_termination_reason,user_attrs_trial_time_seconds,user_attrs_use_scaler_final,state
0,3.0217596184024345,2026-06-14 02:49:02.587806,2026-06-14 02:50:10.415131,0 days 00:01:07.827325,13,log2,1,3,380,ExtraTreesRegressor,10,False,-0.07642686881238203,-0.0688995338417899,498.0,-0.07266320132708597,0.0037636674852960655,0.04279141599087666,1.9647389829672888,3.007514335905161,3.036004900899708,498.0,3.0217596184024345,0.014245282497273458,0.16196324771778586,1.9647389829672888,932535119512777.5,1033909247094962.0,498.0,983222183303869.8,50687063791092.31,576291938784308.6,1.9647389829672888,8.83506325324406,9.047650498617598,498.0,8.941356875930829,0.10629362268676795,1.2085165980620554,1.9647389829672888,2.7296070005769826,2.7755161074443873,498.0,2.752561554010685,0.022954553433702417,0.2609842258126844,1.9647389829672888,499.0,0.9879759519038076,-0.1490863700134076,-0.1352745832817975,498.0,-0.14218047664760255,0.006905893365805042,0.07851728585463831,1.9647389829672888,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",10,"['nodes_T6W30', 're_T6W30', 'pe_T6W30', 'l1_T6W30', 'l2_T6W30', 'l3_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",-0.06096953349169984,-0.0415641201315083,498.0,-0.05126682681160407,0.009702706680095773,0.11031595097269208,1.9647389829672888,3.6638389467250625,3.7002103555919894,498.0,3.682024651158526,0.018185704433463463,0.2067642921537871,1.9647389829672888,completed,67.81524085998535,False,COMPLETE
1,2.8788666360768835,2026-06-14 02:50:10.439578,2026-06-14 02:51:13.782544,0 days 00:01:03.342966,6,log2,1,4,425,ExtraTreesRegressor,5,False,-0.024697747773870425,-0.019072389933008103,498.0,-0.021885068853439264,0.0028126789204311617,0.031979050807000774,1.9647389829672888,2.8665283958238446,2.8912048763299225,498.0,2.8788666360768835,0.012338240253038828,0.14028092899435068,1.9647389829672888,905313309491977.1,1002717627191931.4,498.0,954015468341954.2,48702158849977.08,553724351884179.7,1.9647389829672888,8.557817120998127,8.770729424614451,498.0,8.66427327280629,0.1064561518081624,1.2103644901171833,1.9647389829672888,2.5532046240173623,2.5907441737928725,498.0,2.5719743989051174,0.018769774887754942,0.21340494302828936,1.9647389829672888,499.0,0.751503006012024,-0.05117907788951956,-0.04033077151447424,498.0,-0.0457549247019969,0.005424153187522658,0.06167048400325492,1.9647389829672888,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",5,"['nodes_T6W30', 'l3_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",0.031628369394273756,0.052185748683196254,498.0,0.041907059038735005,0.010278689644461252,0.11686465027413494,1.9647389829672888,3.506867006878824,3.541553224240492,498.0,3.524210115559658,0.017343108680833982,0.1971843105258199,1.9647389829672888,completed,63.335060119628906,False,COMPLETE
2,2.842186825474507,2026-06-14 02:51:13.895809,2026-06-14 02:51:42.879907,0 days 00:00:28.984098,8,,4,7,181,ExtraTreesRegressor,2,True,-0.01145731377397257,-0.006278182700276705,498.0,-0.008867748237124638,0.0025895655368479323,0.029442339567938968,1.9647389829672888,2.8303398371315067,2.854033813817507,498.0,2.842186825474507,0.011846988343000126,0.13469558838684342,1.9647389829672888,919915712206821.2,1020329235668727.8,498.0,970122473937774.5,50206761730953.234,570831093654662.5,1.9647389829672888,8.442624844657677,8.660055255138145,498.0,8.551340049897911,0.10871520524023362,1.2360490373135127,1.9647389829672888,2.5544183883146956,2.590590885465836,498.0,2.5725046368902658,0.018086248575570178,0.20563351824656287,1.9647389829672888,499.0,0.6633266533066132,-0.03039836909639737,-0.02082129119954932,498.0,-0.025609830147973345,0.004788538948424026,0.054443800609662155,1.9647389829672888,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",2,"['atd_T6W30', 'density_T6W30']",0.06512397184191691,0.08577432856826873,498.0,0.07544915020509282,0.010325178363175909,0.11739320868402996,1.9647389829672888,3.4735819684626557,3.5073445468466002,498.0,3.490463257654628,0.016881289191972286,0.19193360494734335,1.9647389829672888,completed,28.975834846496582,True,COMPLETE
3,2.922487977145244,2026-06-14 02:51:42.902752,2026-06-14 02:51:59.504720,0 days 00:00:16.601968,20,,5,12,79,ExtraTreesRegressor,7,True,-0.04058124563717422,-0.034220784886555,498.0,-0.03740101526186461,0.0031802303753096124,0.03615796599151221,1.9647389829672888,2.9095041627597,2.935471791530788,498.0,2.922487977145244,0.012983814385544037,0.14762085245063516,1.9647389829672888,930920310200902.2,1031895003974285.0,498.0,981407657087593.6,50487346886691.35,574021236292651.2,1.9647389829672888,8.561019970016993,8.771446467922267,498.0,8.66623321896963,0.10521324895263731,1.1962331744962342,1.9647389829672888,2.6318720553471664,2.6756754631067627,498.0,2.6537737592269646,0.021901703879798323,0.249013741328353,1.9647389829672888,499.0,0.8857715430861723,-0.07683984358436932,-0.06558205090811212,498.0,-0.07121094724624072,0.005628896338128599,0.06399833293334507,1.9647389829672888,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",7,"['nodes_T6W30', 're_T6W30', 'l1_T6W30', 'l2_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",-0.0003355633391038705,0.019642865756240954,498.0,0.009653651208568542,0.009989214547672412,0.11357343251005657,1.9647389829672888,3.5492807825406416,3.5839642050283125,498.0,3.566622493784477,0.017341711243835326,0.19716842221789574,1.9647389829672888,completed,16.594369173049927,True,COMPLETE
4,2.9024302045409343,2026-06-14 02:51:59.516808,2026-06-14 02:52:13.594437,0 days 00:00:14.077629,19,,4,4,65,ExtraTreesRegressor,4,False,-0.03375051290257772,-0.02690493578979386,498.0,-0.03032772434618579,0.003422788556391928,0.03891575691465676,1.9647389829672888,2.889249399021073,2.9156110100607955,498.0,2.9024302045409343,0.013180805519861167,0.14986056401070563,1.9647389829672888,928881129226646.5,1030137002986211.0,498.0,979509066106428.8,50627936879782.22,575619689105501.8,1.9647389829672888,8.57290251008978,8.772896933699062,498.0,8.67289972189442,0.09999721180464154,1.1369288878407953,1.9647389829672888,2.640290300322664,2.682405470479578,498.0,2.661347885401121,0.021057585078457307,0.23941644323679165,1.9647389829672888,499.0,0.7975951903807615,-0.06734029200290806,-0.055164236656598475,498.0,-0.06125226432975327,0.006088027673154793,0.06921847526215309,1.9647389829672888,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",4,"['l1_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",0.04024326113156216,0.05994596951775572,498.0,0.05009461532465894,0.009851354193096781,0.11200601461133336,1.9647389829672888,3.5321256480664447,3.566694251878923,498.0,3.549409949972684,0.01728430190623936,0.19651570067529742,1.9647389829672888,completed,14.070004940032959,False,COMPLETE
5,2.846188175889778,2026-06-14 02:52:13.606554,2026-06-14 02:53:21.544802,0 days 00:01:07.938248,19,log2,5,8,473,ExtraTreesRegressor,5,True,-0.012434224846756747,-0.008182062078698185,498.0,-0.010308143462727466,0.002126081384029281,0.02417270741634049,1.9647389829672888,2.8351923323701778,2.8571840194093783,498.0,2.846188175889778,0.01099584351960011,0.12501840719353027,1.9647389829672888,922118629237718.8,1021010096714783.5,498.0,971564362976251.1,49445733738532.37,562178505313208.4,1.9647389829672888,8.335344494546538,8.538021096135276,498.0,8.436682795340907,0.10133830079436977,1.1521765411110285,1.9647389829672888,2.571988165330491,2.6048672676655977,498.0,2.5884277164980443,0.016439551167553357,0.18691121770517935,1.9647389829672888,499.0,0.6112224448897795,-0.01898965078266856,-0.01154260980663389,498.0,-0.015266130294651225,0.0037235204880173333,0.04233496045434201,1.9647389829672888,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",5,"['nodes_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",0.054084625756257075,0.07395894667395994,498.0,0.06402178621510851,0.009937160458851436,0.11298159803544723,1.9647389829672888,3.457229147218536,3.489339454079592,498.0,3.473284300649064,0.01605515343052808,0.18254076693202706,1.9647389829672888,completed,67.93048620223999,True,COMPLETE
6,2.899032522478502,2026-06-14 02:53:21.557040,2026-06-14 02:54:26.544216,0 days 00:01:04.987176,8,log2,3,5,423,ExtraTreesRegressor,13,True,-0.03152832406167373,-0.02659537884322681,498.0,-0.02906185145245027,0.0024664726092234602,0.028042821493589394,1.9647389829672888,2.8873424132393852,2.9107226317176185,498.0,2.899032522478502,0.011690109239116744,0.1329119348040611,1.9647389829672888,931793299163493.4,1031480420212237.9,498.0,981636859687865.6,49843560524372.24,566701639078796.1,1.9647389829672888,8.447135347246455,8.642357475165927,498.0,8.54474641120619,0.09761106395973566,1.1097993272603208,1.9647389829672888,2.593370488246521,2.6311016685746043,498.0,2.6122360784105627,0.018865590164041584,0.21449432495745302,1.9647389829672888,499.0,0.875751503006012,-0.05610346965277831,-0.04758738022789122,498.0,-0.05184542494033476,0.0042580447124435416,0.04841229022217705,1.9647389829672888,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",13,"['nodes_T6W30', 'edges_T6W30', 're_T6W30', 'pe_T6W30', 'l1_T6W30', 'l2_T6W30', 'l3_T6W30', 'lcc_T6W30', 'lsc_T6W30', 'atd_T6W30', 'density_T6W30', 'diameter_T6W30', 'asp_T6W30']",-0.020378134371276883,-0.001181858919770233,498.0,-0.010779996645523558,0.009598137725753325,0.10912704317398768,1.9647389829672888,3.518598029795396,3.551486748154414,498.0,3.535042388974905,0.016444359179509083,0.18696588290620741,1.9647389829672888,completed,64.97875499725342,True,COMPLETE
7,2.8354219567703702,2026-06-14 02:54:26.556457,2026-06-14 02:54:37.590603,0 days 00:00:11.034146,17,sqrt,4,9,52,ExtraTreesRegressor,3,True,-0.008101493243777319,-0.004843938214933798,498.0,-0.006472715729355558,0.0016287775144217603,0.01851855841370241,1.9647389829672888,2.8250731539126037,2.8457707596281367,498.0,2.8354219567703702,0.010348802857766671,0.11766180987676471,1.9647389829672888,929100778132747.6,1028225888782313.6,498.0,978663333457530.6,49562555324783.05,563506720707766.1,1.9647389829672888,8.265222578505018,8.456952262056266,498.0,8.361087420280642,0.09586484177562413,1.0899454692389245,1.9647389829672888,2.532295640291326,2.5593038650230486,498.0,2.5457997526571874,0.013504112365861187,0.1535364354297231,1.9647389829672888,499.0,0.42685370741482964,-0.003506350439281071,0.001822501568807515,498.0,-0.0008419244352367778,0.002664426004044293,0.030293473576345892,1.9647389829672888,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",3,"['nodes_T6W30', 'atd_T6W30', 'density_T6W30']",0.08653126899577424,0.10695313084541999,498.0,0.09674219992059711,0.01021093092482288,0.11609426033655874,1.9647389829672888,3.433426392913179,3.4646082187784746,498.0,3.449017305845827,0.01559091293264756,0.1772625354351619,1.9647389829672888,completed,11.026612043380737,True,COMPLETE
8,2.8652497033617252,2026-06-14 02:54:37.613202,2026-06-14 02:55:09.374367,0 days 00:00:31.761165,3,,2,5,199,ExtraTreesRegressor,7,True,-0.019579549381501766,-0.014583056899958955,498.0,-0.01708130314073036,0.0024982462407714045,0.028404075161832076,1.9647389829672888,2.8536465452370194,2.876852861486431,498.0,2.8652497033617252,0.011603158124705961,0.1319233349019288,1.9647389829672888,912591734595661.5,1010516759198844.8,498.0,961554246897253.1,48962512301591.625,556684468019896.8,1.9647389829672888,8.351527761594049,8.550557038684673,498.0,8.451042400139361,0.0995146385453121,1.131442220071468,1.9647389829672888,2.544435297140058,2.580815179527829,498.0,2.5626252383339434,0.018189941193885607,0.20681246245001705,1.9647389829672888,499.0,0.6472945891783567,-0.03158176433927155,-0.022595633230753802,498.0,-0.027088698785012674,0.004493065554258872,0.05108438456843269,1.9647389829672888,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",7,"['nodes_T6W30', 'l1_T6W30', 'l3_T6W30', 'atd_T6W30', 'density_T6W30', 'diameter_T6W30', 'asp_T6W30']",0.05697999749794314,0.07723693017401907,498.0,0.06710846383598111,0.010128466338037967,0.11515667048532581,1.9647389829672888,3.476655042411281,3.5090771596864463,498.0,3.4928661010488637,0.016211058637582404,0.18431334769169017,1.9647389829672888,completed,31.753400087356567,True,COMPLETE
9,2.8339726985649056,2026-06-14 02:55:09.386641,2026-06-14 02:56:05.232639,0 days 00:00:55.845998,12,sqrt,3,10,393,ExtraTreesRegressor,3,False,-0.007549077371686475,-0.00440032676221823,498.0,-0.005974702066952353,0.0015743753047341225,0.017900026730268248,1.9647389829672888,2.8237983839521235,2.844147013177688,498.0,2.8339726985649056,0.010174314612782273,0.11567794729968639,1.9647389829672888,939665517698334.5,1039435011931398.5,498.0,989550264814866.5,49884747116531.95,567169914399407.8,1.9647389829672888,8.191024987941676,8.359567885849687,498.0,8.275296436895681,0.08427144895400579,0.9581331619844519,1.9647389829672888,2.562154197396662,2.589880120700389,498.0,2.5760171590485257,0.0138629616518633,0.15761641038376384,1.9647389829672888,499.0,0.40681362725450904,0.0007955174508601057,0.005254597538950747,498.0,0.0030250574949054264,0.0022295400440453207,0.02534899160613702,1.9647389829672888,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",3,"['l1_T6W30', 'lcc_T6W30', 'density_T6W30']",0.08082004043435731,0.10085799470382625,498.0,0.09083901756909178,0.010018977134734472,0.11391182139507708,1.9647389829672888,3.427213639537143,3.45742297704054,498.0,3.4423183082888413,0.015104668751698585,0.17173413073378488,1.9647389829672888,completed,55.83824276924133,False,COMPLETE
