number,value,datetime_start,datetime_complete,duration,params_regressor,params_rfe_n_features,params_use_scaler,user_attrs_d2mae_ci_lower_val,user_attrs_d2mae_ci_upper_val,user_attrs_d2mae_df_val,user_attrs_d2mae_mean_val,user_attrs_d2mae_samperror_val,user_attrs_d2mae_std_val,user_attrs_d2mae_t_critical_val,user_attrs_mae_ci_lower_val,user_attrs_mae_ci_upper_val,user_attrs_mae_df_val,user_attrs_mae_mean_val,user_attrs_mae_samperror_val,user_attrs_mae_std_val,user_attrs_mae_t_critical_val,user_attrs_mape_ci_lower_val,user_attrs_mape_ci_upper_val,user_attrs_mape_df_val,user_attrs_mape_mean_val,user_attrs_mape_samperror_val,user_attrs_mape_std_val,user_attrs_mape_t_critical_val,user_attrs_max_error_ci_lower_val,user_attrs_max_error_ci_upper_val,user_attrs_max_error_df_val,user_attrs_max_error_mean_val,user_attrs_max_error_samperror_val,user_attrs_max_error_std_val,user_attrs_max_error_t_critical_val,user_attrs_median_ae_ci_lower_val,user_attrs_median_ae_ci_upper_val,user_attrs_median_ae_df_val,user_attrs_median_ae_mean_val,user_attrs_median_ae_samperror_val,user_attrs_median_ae_std_val,user_attrs_median_ae_t_critical_val,user_attrs_n_splits_val,user_attrs_r2_below_zero_val,user_attrs_r2_ci_lower_val,user_attrs_r2_ci_upper_val,user_attrs_r2_df_val,user_attrs_r2_mean_val,user_attrs_r2_samperror_val,user_attrs_r2_std_val,user_attrs_r2_t_critical_val,user_attrs_regressor_final,user_attrs_rfe_estimator,user_attrs_rfe_n_features,user_attrs_rfe_selected_features,user_attrs_rho_ci_lower_val,user_attrs_rho_ci_upper_val,user_attrs_rho_df_val,user_attrs_rho_mean_val,user_attrs_rho_samperror_val,user_attrs_rho_std_val,user_attrs_rho_t_critical_val,user_attrs_rmse_ci_lower_val,user_attrs_rmse_ci_upper_val,user_attrs_rmse_df_val,user_attrs_rmse_mean_val,user_attrs_rmse_samperror_val,user_attrs_rmse_std_val,user_attrs_rmse_t_critical_val,user_attrs_termination_reason,user_attrs_trial_time_seconds,user_attrs_use_scaler_final,state
0,2.9284172900632086,2026-06-13 17:41:53.175332,2026-06-13 17:41:57.400237,0 days 00:00:04.224905,LinearRegression,10,False,-0.043420946898914195,-0.035767297982778556,498,-0.039594122440846376,0.0038268244580678228,0.04350948588019583,1.9647389829672888,2.914525893608634,2.942308686517783,498,2.9284172900632086,0.013891396454574682,0.15793970288401657,1.9647389829672888,930188407023455.9,1030162728288258.6,498,980175567655857.2,49987160632401.37,568334315712163.9,1.9647389829672888,8.521195629650737,8.753677299764071,498,8.637436464707404,0.1162408350566676,1.3216124823645143,1.9647389829672888,2.559345015264748,2.5962885522615196,498,2.577816783763134,0.018471768498385662,0.21001672782987982,1.9647389829672888,499,0.7995991983967936,-0.07843589190876692,-0.06313856514540343,498,-0.07078722852708517,0.007648663381681743,0.08696228819852356,1.9647389829672888,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",10,"['nodes_T6W30', 'edges_T6W30', 're_T6W30', 'l1_T6W30', 'l2_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30', 'diameter_T6W30', 'asp_T6W30']",0.03136811511636858,0.05255599276641597,498,0.041962053941392276,0.010593938825023689,0.12044890921277202,1.9647389829672888,3.5455692849554072,3.5832857411909886,498,3.564427513073198,0.018858228117790525,0.21441062139306968,1.9647389829672888,completed,4.213916063308716,False,COMPLETE
1,2.8475156925433476,2026-06-13 17:41:57.426659,2026-06-13 17:42:01.727740,0 days 00:00:04.301081,LinearRegression,3,True,-0.013055491498054062,-0.008397449519693397,498,-0.01072647050887373,0.002329020989180333,0.02648005074541245,1.9647389829672888,2.8359185356366905,2.8591128494500047,498,2.8475156925433476,0.011597156906656962,0.13185510341788037,1.9647389829672888,919804248666675.9,1018099859937410.6,498,968952054302043.2,49147805635367.37,558791180198087.6,1.9647389829672888,8.311050536382583,8.542587191960907,498,8.426818864171745,0.11576832778916132,1.3162402609550603,1.9647389829672888,2.5455518485537967,2.5827016477294444,498,2.5641267481416206,0.018574899587823962,0.21118928767130785,1.9647389829672888,499,0.5230460921843687,-0.017172237705348998,-0.008118563474744017,498,-0.012645400590046508,0.004526837115302491,0.051468353907627676,1.9647389829672888,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",3,"['nodes_T6W30', 'lcc_T6W30', 'atd_T6W30']",0.10436378761320096,0.1253715347096645,498,0.11486766116143274,0.010503873548231775,0.11942490251170368,1.9647389829672888,3.4517042086868224,3.4856922485250315,498,3.468698228605927,0.01699401991910456,0.19321530888599286,1.9647389829672888,completed,4.292645692825317,True,COMPLETE
2,2.9097058162910683,2026-06-13 17:42:01.751872,2026-06-13 17:42:06.285439,0 days 00:00:04.533567,LinearRegression,9,False,-0.036584592810345956,-0.02931532903770756,498,-0.03294996092402676,0.003634631886319198,0.04132433208534489,1.9647389829672888,2.896258602088382,2.9231530304937547,498,2.9097058162910683,0.013447214202686446,0.1528895257388327,1.9647389829672888,917401733484503.0,1015864638648044.8,498,966633186066273.9,49231452581770.9,559742213012198.9,1.9647389829672888,8.453910483467302,8.665149824125733,498,8.559530153796517,0.10561967032921553,1.2008540253712618,1.9647389829672888,2.543875999613228,2.5800693001460524,498,2.5619726498796402,0.018096650266412072,0.20575178137197522,1.9647389829672888,499,0.7555110220440882,-0.06663414589777931,-0.05222303659896188,498,-0.0594285912483706,0.007205554649408719,0.08192431654827471,1.9647389829672888,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",9,"['nodes_T6W30', 'edges_T6W30', 're_T6W30', 'l1_T6W30', 'l2_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",0.041647152334386164,0.06286744530566216,498,0.05225729882002416,0.010610146485637994,0.12063318392627825,1.9647389829672888,3.527403410086961,3.563858430646962,498,3.5456309203669614,0.018227510280000574,0.20723960815261255,1.9647389829672888,completed,4.524979114532471,False,COMPLETE
3,2.982279198766511,2026-06-13 17:42:06.299197,2026-06-13 17:42:10.441269,0 days 00:00:04.142072,LinearRegression,13,True,-0.06294695121731816,-0.054359115125328934,498,-0.058653033171323546,0.004293918045994614,0.048820155886442194,1.9647389829672888,2.966973435169157,2.997584962363865,498,2.982279198766511,0.015305763597353994,0.17402049987443832,1.9647389829672888,933675453307075.6,1034611527051429.6,498,984143490179252.6,50468036872177.0,573801689037985.0,1.9647389829672888,9.03645413421334,9.352291150098882,498,9.194372642156111,0.15791850794277093,1.7954711972931088,1.9647389829672888,2.6327902812863444,2.67204893226136,498,2.652419606773852,0.0196293254875076,0.22317769458589148,1.9647389829672888,499,0.9098196392785571,-0.13044150837159385,-0.11142167404642105,498,-0.12093159120900746,0.00950991716258641,0.10812401013980667,1.9647389829672888,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",13,"['nodes_T6W30', 'edges_T6W30', 're_T6W30', 'pe_T6W30', 'l1_T6W30', 'l2_T6W30', 'l3_T6W30', 'lcc_T6W30', 'lsc_T6W30', 'atd_T6W30', 'density_T6W30', 'diameter_T6W30', 'asp_T6W30']",-0.025075100950264537,-0.0033539935901372494,498,-0.014214547270200892,0.010860553680063643,0.12348021503772444,1.9647389829672888,3.624663275955505,3.667611065855296,498,3.6461371709054005,0.021473894949895506,0.24414972240117536,1.9647389829672888,completed,4.13364315032959,True,COMPLETE
4,2.847933065175018,2026-06-13 17:42:10.454228,2026-06-13 17:42:14.542311,0 days 00:00:04.088083,LinearRegression,4,True,-0.013323684079595582,-0.008383806270466802,498,-0.010853745175031192,0.002469938904564389,0.028082231905497575,1.9647389829672888,2.8360048023955353,2.859861327954501,498,2.847933065175018,0.011928262779482623,0.1356196466981937,1.9647389829672888,914551377803772.8,1012417632651204.2,498,963484505227488.5,48933127423715.734,556350373539462.3,1.9647389829672888,8.333650655767922,8.552668725621686,498,8.443159690694804,0.10950903492688256,1.245074567990708,1.9647389829672888,2.5446380235499877,2.578975387161851,498,2.5618067053559193,0.017168681805931573,0.19520114570238692,1.9647389829672888,499,0.5691382765531062,-0.02208611709193749,-0.01264516367253463,498,-0.01736564038223606,0.004720476709701431,0.05366995977971971,1.9647389829672888,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",4,"['nodes_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30']",0.08651577321327676,0.10777716344335149,498,0.09714646832831413,0.010630695115037362,0.12086681374403077,1.9647389829672888,3.459610081058994,3.493489946015967,498,3.4765500135374805,0.016939932478486817,0.19260035600282827,1.9647389829672888,completed,4.0802178382873535,True,COMPLETE
5,2.8888723958509406,2026-06-13 17:42:14.555003,2026-06-13 17:42:19.031486,0 days 00:00:04.476483,LinearRegression,8,False,-0.029009899852655296,-0.022098191121040226,498,-0.02555404548684776,0.003455854365807536,0.0392917021359884,1.9647389829672888,2.8758421956281772,2.901902596073704,498,2.8888723958509406,0.013030200222763523,0.14814824113847722,1.9647389829672888,914603042104080.6,1012704402982273.4,498,963653722543177.0,49050680439096.4,557686904994961.0,1.9647389829672888,8.323871304871405,8.49788173556671,498,8.410876520219057,0.08700521534765246,0.9892150084625051,1.9647389829672888,2.5358887745598357,2.570564983393007,498,2.5532268789764214,0.017338104416585738,0.19712741401357184,1.9647389829672888,499,0.685370741482966,-0.049135571821310994,-0.036133348149196026,498,-0.04263445998525351,0.006501111836057485,0.07391507939178747,1.9647389829672888,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",8,"['edges_T6W30', 're_T6W30', 'l1_T6W30', 'l2_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",0.05876909654938921,0.08040868967582963,498,0.06958889311260942,0.01081979656322021,0.12301682268219627,1.9647389829672888,3.5003766765000917,3.5349797716988167,498,3.517678224099454,0.017301547599362685,0.19671177740932724,1.9647389829672888,completed,4.467210054397583,False,COMPLETE
6,2.9103451426215137,2026-06-13 17:42:19.046287,2026-06-13 17:42:23.351406,0 days 00:00:04.305119,LinearRegression,9,True,-0.03683069828013575,-0.029511783407920707,498,-0.03317124084402823,0.00365945743610752,0.041606588802322306,1.9647389829672888,2.896817724365471,2.923872560877556,498,2.9103451426215137,0.013527418256042534,0.1538014142158895,1.9647389829672888,920981210659513.9,1019758466165040.4,498,970369838412277.1,49388627752763.234,561529232761325.6,1.9647389829672888,8.472060645013524,8.69069843648283,498,8.581379540748177,0.10931889573465192,1.2429127603117094,1.9647389829672888,2.5429350491472347,2.578964834992111,498,2.560949942069673,0.018014892922438307,0.20482223259277021,1.9647389829672888,499,0.749498997995992,-0.06610103861305205,-0.05159028692838647,498,-0.058845662770719266,0.007255375842332795,0.08249076387655353,1.9647389829672888,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",9,"['nodes_T6W30', 'edges_T6W30', 're_T6W30', 'l1_T6W30', 'l2_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30', 'diameter_T6W30']",0.04595804718724787,0.06717876566023169,498,0.05656840642373978,0.010610359236491907,0.120635602819639,1.9647389829672888,3.5263048567070365,3.563062882738099,498,3.5446838697225678,0.018379013015531093,0.208962134546129,1.9647389829672888,completed,4.297050952911377,True,COMPLETE
7,2.8590427372898297,2026-06-13 17:42:23.364117,2026-06-13 17:42:27.766987,0 days 00:00:04.402870,LinearRegression,6,False,-0.017898418649706625,-0.011952763559192621,498,-0.014925591104449623,0.0029728275452570022,0.033799877554332385,1.9647389829672888,2.846851448621877,2.8712340259577824,498,2.8590427372898297,0.012191288667952596,0.13861014738771016,1.9647389829672888,915724488566196.9,1013678759878787.6,498,964701624222492.2,48977135656295.42,556850729799598.94,1.9647389829672888,8.188410496867647,8.373381911476905,498,8.280896204172276,0.09248570730462857,1.0515260420705048,1.9647389829672888,2.553097437178276,2.5885190019888444,498,2.57080821958356,0.01771078240528417,0.20136461586717372,1.9647389829672888,499,0.5731462925851704,-0.02445980434932126,-0.013487569440158163,498,-0.018973686894739713,0.00548611745458155,0.062374993298681757,1.9647389829672888,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",6,"['edges_T6W30', 're_T6W30', 'l1_T6W30', 'l2_T6W30', 'atd_T6W30', 'density_T6W30']",0.0947597647167911,0.11605142339808297,498,0.10540559405743703,0.010645829340645938,0.12103888392457846,1.9647389829672888,3.461753415317254,3.494583099209365,498,3.4781682572633095,0.016414841946055875,0.1866302835950221,1.9647389829672888,completed,4.394010066986084,False,COMPLETE
8,2.8286245734397766,2026-06-13 17:42:27.781043,2026-06-13 17:42:32.152735,0 days 00:00:04.371692,LinearRegression,4,False,-0.006849074519288905,-0.0014104946860350222,498,-0.004129784602661964,0.0027192899166269416,0.030917254639732404,1.9647389829672888,2.8169959639229774,2.840253182956576,498,2.8286245734397766,0.011628609516799372,0.1322127071992614,1.9647389829672888,911839903481741.0,1009110390111568.2,498,960475146796654.6,48635243314913.69,552963548622909.56,1.9647389829672888,8.184662331909774,8.373424762514066,498,8.27904354721192,0.09438121530214556,1.0730772209545774,1.9647389829672888,2.5541015151377224,2.5870150097413434,498,2.570558262439533,0.016456747301810393,0.18710673097443137,1.9647389829672888,499,0.44889779559118237,-0.00803189150667141,0.0020882449501976627,498,-0.0029718232782368743,0.005060068228434537,0.05753098150968234,1.9647389829672888,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",4,"['edges_T6W30', 'l1_T6W30', 'atd_T6W30', 'density_T6W30']",0.11842103062812578,0.14001580353812385,498,0.12921841708312481,0.010797386454999038,0.12276202858387614,1.9647389829672888,3.4348793459605007,3.467287271869857,498,3.451083308915179,0.016203962954678002,0.18423267257358056,1.9647389829672888,completed,4.3630781173706055,False,COMPLETE
9,2.817290002545077,2026-06-13 17:42:32.178151,2026-06-13 17:42:36.399808,0 days 00:00:04.221657,LinearRegression,2,False,-0.00215951544583145,0.0021767571632010587,498,8.620858684804221e-06,0.0021681363045162544,0.024650855287812124,1.9647389829672888,2.805997965754538,2.8285820393356156,498,2.817290002545077,0.01129203679053859,0.1283860079499584,1.9647389829672888,909593814303287.5,1006654143867682.8,498,958123979085485.1,48530164782197.664,551768847118929.94,1.9647389829672888,8.21469381084035,8.401114181888856,498,8.307903996364603,0.09321018552425306,1.0597630739000694,1.9647389829672888,2.5150497987594815,2.547208112824755,498,2.531128955792118,0.016079157032636623,0.18281367842782711,1.9647389829672888,499,0.3807615230460922,0.0019519067526532867,0.009997853265373674,498,0.00597488000901348,0.0040229732563601935,0.04573962041164186,1.9647389829672888,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",2,"['atd_T6W30', 'density_T6W30']",0.13888472498808077,0.16061233272112188,498,0.14974852885460133,0.010863803866520545,0.12351716837679293,1.9647389829672888,3.420457768095517,3.4528974154300434,498,3.43667759176278,0.016219823667263367,0.18441300262473506,1.9647389829672888,completed,4.2135491371154785,False,COMPLETE
