subject,z_re_T6W50,z_l1_T6W50,z_l2_T6W50,z_l3_T6W50,z_diameter_T6W50,z_asp_T6W50
CDMS-9-5A-PAGACO,-0.45012906721883167,0.2579790556511805,0.42080667296976176,-0.6239492879783678,0.3081651418381135,0.6648652099460736
CDMS-9-5A-VVAAR,-0.4454186884214321,-0.5882751777883699,0.34444171679744495,-0.44080354086913703,-0.2855793218008171,-0.21135491297311462
CDMS-9-5C-JDMADE,1.1543123567786908,3.9154741734816363,0.9902037205890029,-1.4276378115908914,3.470900172845919,3.7062439726728247
CDMS-9-5C-LVIZAC,0.5569681773541004,0.08869676815277247,-0.17514313980013327,2.4522085724889573,1.5287628986999762,0.865956266485816
CDMS-9-5C-MLOGO,0.09925195176062548,0.4556998296282265,-1.3895789125676112,2.5331974389613685,1.1149115052008622,0.6491187734654149
CDMS-9-5C-SCAAG,-0.20751637234257833,-0.03426660840894545,-0.21358445239668172,0.2809054049150334,0.43909143075643503,-0.04319586459246587
CDMS-XX-10A-VGILO,-0.2121888221525341,2.4198472744098414,-1.1812921701777046,-0.876026913774784,-0.307702057662211,0.08729349009656293
CDMS-XX-5C-MJSARU,-1.4988144486323203,-0.4640124410346906,1.4232963726307628,-0.4223112947684916,-0.7485044452576937,-0.585477842130673
CDMS-XX-5C-MPCAQU,0.08379403809423891,-1.2587556238450304,-0.9554122408404866,1.5390190867239482,-0.18394020953737156,-0.2753853584915864
CDMS-XX-6A-MAGICA,-0.2638050248540332,-0.6226460255320392,-0.2725315633092554,-0.40151964215040653,-0.21592568098494508,-0.3681910960875874
CDMS-XX-6B-SPUCA,-1.0996042152568364,-1.059724473350118,1.572062370533906,-0.6350883382997943,-0.2913254904098804,-0.36863647759826407
CSO-10-4A-ICAPA,-0.057802850934103346,-1.1143991031562492,-0.20088719135580194,-0.793669398062054,0.42122882742255924,0.11175435231281054
CSO-10-4A-KCOMO,0.007146442446987059,-0.3803485582431772,0.41880514198637636,-1.0589339496349257,0.674667122963342,0.4916395009847386
CSO-10-4A-LRAVI,-1.0484892044579994,-2.168068343231439,-0.3285943794436731,0.15681782109483847,-0.4930348411131854,-0.9152018110514638
CSO-10-4A-LSCAVA,1.8915670277107646,-0.5556608308005481,2.503547130332598,-0.32877015179581753,1.9410797076284696,1.9620839287961822
CSO-10-5A-ACAVA,-1.1061325914944296,1.7309712015872718,-0.4575419205979741,-0.22539725768985133,0.008299603576589735,0.19107752323165705
CSO-10-5A-ARACA,2.1384616512893486,1.5843069045468627,-1.2971088840415392,-1.5579461441570424,0.8160712067143485,1.091401490127833
CSO-10-5A-DABRZA,1.3872713016660605,-0.2871586112215106,-0.1782988937284977,0.32655867137839845,2.093950389536116,1.7195968111834739
