subject,z_re_T6W50,z_l1_T6W50,z_l2_T6W50,z_l3_T6W50,z_diameter_T6W50,z_asp_T6W50,y_true,y_pred
CDMS-10-4A-JURAN,2.3861633210823254,0.7766054035324645,-0.5817347295376217,-0.4042992433457443,3.0491082859172898,-6.21379979543559,2,4.346116636755971
CDMS-10-5A-HEPIHO,1.7289734365340494,1.4365395279325157,0.10180238059859864,0.31432729968111855,3.063300403580699,-7.003554318757014,7,4.9754621241128145
CDMS-10-5A-KSRAGU,0.7722189721284168,-0.9485671950917398,0.7695496118754922,1.498668253863221,2.7020256085924834,-3.5413210257740686,5,6.586647620136652
CDMS-10-5A-SROPU,-4.172119761279587,-0.783580685378883,-0.5908623274509949,1.5831671844604869,-2.3668461436037638,4.902605231222922,6,3.9064368925130273
CDMS-10-5A-SZURO,-1.5953128328027832,0.3729273721208716,1.1417585150435465,0.5784132349858748,0.3006324343962841,-0.787493875732767,5,5.344998242553874
CDMS-10-5B-SRAJA,1.6243513566980006,1.3966521739451712,1.5748729750792518,0.579709356504355,2.1883896504476525,-6.183987654929311,13,6.514061252287966
CDMS-10-5C-DAAUSA,-0.21860658492693053,1.276074829953637,-0.445703341097574,-0.5757920553010781,0.40734052580258145,0.17314766026357087,8,5.950534429237054
CDMS-10-5C-ICAPA,0.7346224816374628,-0.3347784820468894,1.3512508497264213,0.37958110626491726,1.53511897852986,-3.2207774157016873,7,5.779090912952932
CDMS-10-5C-JFALGI,1.6331993570435313,2.5278773508396846,1.4774276260647632,0.11236427362371249,1.897602000805232,-5.46246400381619,10,7.520079999103581
CDMS-10-5C-MAORTO,-0.9759577633820192,-0.5791718790109296,0.3877664375920059,0.08425118460220193,-0.788132325238532,1.2438788849985014,12,4.706707934104076
CDMS-10-5C-NBEMO,-1.2566018450964132,-3.1887186979295645,0.34389365924192555,-0.14359302617760222,-0.4733185754296693,4.2453856523637725,5,4.861120561515296
CDMS-10-6B-ASCACO,-0.14155753584638067,2.3314224014297076,2.1637257186795353,-0.16066377134907536,3.150706482645924,-7.389080437804031,6,5.288626252298528
CDMS-10-6B-JJMOBE,-0.18165077181535277,1.6780197248599114,-0.2013513271919174,-0.06585109501974551,0.9915570913675094,-3.102869330098718,1,4.4519276866445345
CDMS-11-4A-GACHSA,-3.7375551602781614,0.1514403891323708,0.977885803912312,-0.2901803529240479,-1.6625340636326524,7.571672104613498,2,8.344802115366166
CDMS-11-5A-EAARCA,-1.4249262142045964,1.2918516537816502,1.5516490015040192,0.3822103378628061,1.6231675350355175,-2.9900549776087275,8,5.767970730913516
CDMS-11-5A-MGTHAR,-1.917949363829629,0.19716857714887714,0.9548908701398868,0.7702624430011346,-3.7221938887420545,6.711236072653975,9,8.327488104915036
CDMS-11-6A-DFVEBE,3.3658964878590156,-4.412132821380381,1.379073100805437,1.0765994560580834,0.47220885489638875,-2.7537032667145565,1,4.462015206066836
CDMS-11-6A-NMREPR,-2.948437132492675,1.5110344989860127,1.3756456654786933,1.1638384538667663,0.3874200430327308,-1.4814148518551107,8,5.342160071559265
CDMS-11-6B-ARAHE,-2.675020148450829,-2.8483134979986864,1.7955565557086626,0.7807319917876797,-0.23769226589407566,1.4658522571839863,5,3.6151882868795853
CDMS-11-6B-AVROTO,-1.6152397416094233,1.1049644534907996,0.9884263935803753,0.566082366874955,-1.7360579145448785,0.6545645989421504,8,5.296813551276826
CDMS-11-6B-EAFESA,-3.4557222987941394,-0.4404227730440136,-0.030174440632679822,0.4954987258926787,-1.3045507514637518,4.002245294160453,0,4.600947150661394
CDMS-11-6B-EFRGR,-3.4867101042191657,-0.2901829968257279,2.030510673218405,-2.3555800246158163,-2.4960504146793014,7.006827574590729,3,5.74288810201197
CDMS-11-6B-EROCO,-0.7360715351537817,1.0818871178034912,1.194876160989556,-0.19891371032659189,0.3426971446974954,-0.8874138172694097,6,6.131134755283607
CDMS-11-6B-JACUPE,1.2139750968592296,-3.337419886710481,-0.5541431833552406,0.6660973203184828,-0.7047250878265553,3.8798825431136037,9,6.497740196941886
CDMS-11-6B-JDCHBA,-1.020998885622403,-2.1754960083284414,-1.7820458089051352,0.7527600182990064,-2.403736608715983,7.333388998497976,3,6.037945099767867
CDMS-11-6B-JFSAHE,0.30219651978621326,1.4321891379705929,-0.5670171886242539,-0.07695458668894695,2.6988041941493055,-6.087263891512886,3,3.036027579622872
CDMS-11-6B-JLPENA,0.25710352697838784,-0.11228996124534572,-0.03579101580995803,-0.5526415367801569,-1.4502516588215446,1.209710769958662,4,4.649913518822892
CDMS-11-6B-JMARME,-0.7283977291626169,1.1728744888591018,-0.41312430241319964,-0.03071500836021046,0.2197792753408121,0.16151459087920314,5,5.716004709685937
