subject,nodes_T2W30,re_T2W30,pe_T2W30,l1_T2W30,l2_T2W30,lcc_T2W30,atd_T2W30,diameter_T2W30,asp_T2W30,z_pe_T2W30,z_l1_T2W30,z_l2_T2W30,z_lsc_T2W30,z_density_T2W30,z_diameter_T2W30,z_asp_T2W30,y_true,y_pred
CSO-15-10B-MEBUAR,0.571895408808858,0.4886574820215631,-0.10053612647650251,0.0,-0.1074415954442931,0.5694300497982808,0.0,-0.18799449656712316,0.0,-0.2778754705788229,0.0,-0.24635962623590046,-0.17476633311266,0.34499070778660074,0.0,0.0,16,16.0
CSO-15-10B-YVBUAN,0.8472543027194818,0.6106355644471595,0.0,1.2868411826945378,0.0,0.987794346564332,0.0,1.1894502646798342,0.0,0.0,1.2930365851133805,0.0,0.603243945104334,0.7255775718293044,0.631360614014465,0.7048056228331708,24,24.0
CSO-15-10C-ALBAHO,0.0,0.0,-0.09311621359210598,-0.15045233731093835,-0.1465432653008509,0.0,-0.045960849027103734,-0.05394409381124379,-0.2961935953951269,-0.3581253863710124,-0.18120654003735298,-0.2906947993790458,0.0,-0.5037629197752181,0.0,0.0,13,13.0
CSO-15-10C-SSCAMO,-0.667982279664853,0.0,-0.38123325412806897,0.0,-0.36740561248080095,-0.4323588475780563,0.0,-0.8078968519066682,-0.49006053470583044,-0.3574352118114639,0.0,0.0,-0.4874248507602627,0.0,-0.4908993857354753,-0.6373031712285194,10,10.0
CSO-15-11C-JETALO,0.2885523806019863,0.0,0.09161601441375211,0.1253874611118405,-0.13759338718403405,0.3426561195126892,0.0,-0.12314981403111282,0.0,-0.1705851602736785,0.11025877749559497,-0.2861931576003223,-0.36094923404671453,0.0,0.0,0.0,15,15.0
CSO-15-7B-JCRAGA,0.676199747082963,0.5476618628663086,0.0,0.40584769492823114,0.24785797044392144,0.7011932195875896,0.0,0.24158078112119707,0.0,0.0,0.46825907261000976,0.0,0.37360036176986405,0.0,0.5308485867237142,0.6869507028662013,20,20.0
CSO-15-8A-VBMABR,2.324473033585306,1.7293950895548011,0.0,1.304260341854347,1.1858382182797786,2.1094759283436293,0.0,1.7582168755005505,1.4631406226552304,0.0,1.3624795177014193,0.0,0.0,1.2973037037633717,1.345416668761566,0.0,31,31.0
CSO-15-8B-KEPOGO,-1.2021190416258585,-0.7958582079520683,0.0,0.0,-0.616405635401169,-0.9688957076037145,0.0,-0.7193337478359644,0.0,-0.8534632295702108,-0.5886672503056483,-0.8590379466864988,0.0,-0.9061826395932628,-0.6100365934256039,0.0,7,7.0
CSO-15-9B-ALRIHE,-1.0042695413826919,-0.7367633188966103,-0.5584405638039044,0.0,-0.5128914956895264,-1.0358537118872282,0.0,-0.8515354836046406,-0.49828878022437806,-0.7895587727872765,0.0,-0.5913549687002805,0.0,-0.5410433630234622,0.0,0.0,8,8.0
CSO-15-9B-AMSAGO,0.0,1.7791354758521227,0.0,1.6010406149231804,0.0,0.0,0.0,2.141690773624997,1.5195261615321145,1.408014047292116,1.664808443128674,0.0,1.2572327959399292,1.9801688068312893,1.5548827410282637,1.973500139847316,32,32.0
CSO-15-9B-JCAPA,0.0,0.0,-0.1943713702212651,0.0,-0.26916741625037777,0.19003912689228053,-0.0702083216720475,-0.15509255927472515,0.0,-0.3515910269988131,0.0,-0.3888570227856682,-0.12904154827273193,0.3159771646790947,0.0,-0.06768702609574584,14,14.0
CSO-15-9B-KSBEJA,1.633504860868323,1.412229150404307,1.0828134413120907,0.0,1.1096060135079124,1.574950066653189,0.0,1.7550190260566256,1.1280557896259253,0.0,0.0,1.111759705413893,0.9826282454253825,0.0,0.0,1.0894337007323514,28,28.0
