feature,selected,ranking
asp_T2W30,True,1
atd_T2W30,True,1
density_T2W30,True,1
l1_T2W30,True,1
l2_T2W30,True,1
l3_T2W30,True,1
lsc_T2W30,True,1
re_T2W30,True,1
z_density_T2W30,True,1
z_l1_T2W30,True,1
z_lsc_T2W30,True,1
z_pe_T2W30,True,1
z_l2_T2W30,False,2
lcc_T2W30,False,3
pe_T2W30,False,3
z_asp_T2W30,False,3
z_diameter_T2W30,False,3
z_re_T2W30,False,3
diameter_T2W30,False,4
edges_T2W30,False,4
nodes_T2W30,False,4
z_atd_T2W30,False,4
z_l3_T2W30,False,4
