feature,selected,ranking
edges_T2W40,True,1
l2_T2W40,True,1
nodes_T2W40,True,1
l1_T2W40,False,2
asp_T2W40,False,3
lcc_T2W40,False,3
re_T2W40,False,3
l3_T2W40,False,4
z_l1_T2W40,False,4
z_re_T2W40,False,4
diameter_T2W40,False,5
z_l3_T2W40,False,5
z_lsc_T2W40,False,5
lsc_T2W40,False,6
z_asp_T2W40,False,6
z_diameter_T2W40,False,6
z_density_T2W40,False,7
z_l2_T2W40,False,7
z_pe_T2W40,False,7
atd_T2W40,False,8
density_T2W40,False,8
pe_T2W40,False,8
