target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T2W20,VALIDATION,R2,0.006451,0.041062,0.002414,0.010487,1.9659,399,True
MOT,T2W20,VALIDATION,RMSE,7.698689,0.337548,7.66551,7.731869,1.9659,399,True
MOT,T2W20,VALIDATION,MAE,6.560538,0.275637,6.533444,6.587632,1.9659,399,True
MOT,T2W20,VALIDATION,rho,0.099086,0.133632,0.08595,0.112221,1.9659,399,True
MOT,T2W20,TEST,R2,0.005063,0.055512,-0.000394,0.010519,1.9659,399,False
MOT,T2W20,TEST,RMSE,7.670327,0.540292,7.617218,7.723436,1.9659,399,True
MOT,T2W20,TEST,MAE,6.544559,0.451601,6.500168,6.58895,1.9659,399,True
MOT,T2W20,TEST,rho,0.096435,0.19037,0.077722,0.115148,1.9659,399,True
COG,T2W20,VALIDATION,R2,-0.019525,0.041558,-0.02361,-0.01544,1.9659,399,True
COG,T2W20,VALIDATION,RMSE,2.2577,0.183295,2.239683,2.275717,1.9659,399,True
COG,T2W20,VALIDATION,MAE,1.760083,0.126345,1.747664,1.772502,1.9659,399,True
COG,T2W20,VALIDATION,rho,0.020609,0.131624,0.007671,0.033548,1.9659,399,True
COG,T2W20,TEST,R2,-0.017641,0.039906,-0.021563,-0.013718,1.9659,399,True
COG,T2W20,TEST,RMSE,2.196431,0.266897,2.170196,2.222666,1.9659,399,True
COG,T2W20,TEST,MAE,1.730202,0.177106,1.712793,1.747611,1.9659,399,True
COG,T2W20,TEST,rho,0.033692,0.183518,0.015653,0.051731,1.9659,399,True
MOT_V4,T2W20,VALIDATION,R2,-0.007228,0.03806,-0.010969,-0.003487,1.9659,399,True
MOT_V4,T2W20,VALIDATION,RMSE,3.458028,0.161906,3.442113,3.473943,1.9659,399,True
MOT_V4,T2W20,VALIDATION,MAE,2.859418,0.118021,2.847817,2.871019,1.9659,399,True
MOT_V4,T2W20,VALIDATION,rho,0.056534,0.127564,0.043995,0.069073,1.9659,399,True
MOT_V4,T2W20,TEST,R2,-0.00983,0.057436,-0.015475,-0.004184,1.9659,399,True
MOT_V4,T2W20,TEST,RMSE,3.537472,0.266581,3.511268,3.563676,1.9659,399,True
MOT_V4,T2W20,TEST,MAE,2.932415,0.197535,2.912998,2.951832,1.9659,399,True
MOT_V4,T2W20,TEST,rho,0.044161,0.205873,0.023924,0.064397,1.9659,399,True
COG_V1,T2W20,VALIDATION,R2,-0.017601,0.02814,-0.020367,-0.014835,1.9659,399,True
COG_V1,T2W20,VALIDATION,RMSE,1.341771,0.081794,1.333731,1.349811,1.9659,399,True
COG_V1,T2W20,VALIDATION,MAE,1.028849,0.060682,1.022884,1.034813,1.9659,399,True
COG_V1,T2W20,VALIDATION,rho,-0.097906,0.128441,-0.110531,-0.085281,1.9659,399,True
COG_V1,T2W20,TEST,R2,-0.020267,0.038227,-0.024025,-0.016509,1.9659,399,True
COG_V1,T2W20,TEST,RMSE,1.339087,0.109779,1.328296,1.349878,1.9659,399,True
COG_V1,T2W20,TEST,MAE,1.015255,0.079287,1.007461,1.023048,1.9659,399,True
COG_V1,T2W20,TEST,rho,-0.092825,0.201723,-0.112653,-0.072996,1.9659,399,True
