subject,z_re_T2W40,z_l2_T2W40,y_true,y_pred
CDMS-XX-10A-VGILO,0.12052631578947315,0.1542105263157887,7,5.7368421052631575
CDMS-XX-5C-MPCAQU,-0.07631578947368434,0.3510526315789462,9,5.7368421052631575
CDMS-XX-6B-SPUCA,-1.0494736842105261,-0.6231578947368435,0,3.789473684210526
CSO-10-4A-KCOMO,0.4647368421052622,-0.3478947368421057,4,5.578947368421052
CSO-10-4A-LRAVI,0.24736842105263257,0.3957894736842089,12,6.105263157894737
CSO-10-4A-LSCAVA,0.23210526315789481,0.41105263157894667,11,6.105263157894737
CSO-10-5A-ACAVA,-0.6184210526315796,-0.31736842105263197,4,4.526315789473684
CSO-10-5A-ARACA,-1.44842105263158,-0.8031578947368418,0,3.210526315789474
CSO-10-5A-DABRZA,0.5352631578947369,0.05526315789473557,3,6.052631578947368
CSO-10-5A-GZAMA,1.4594736842105225,-0.2899999999999969,6,6.631578947368421
CSO-10-5A-IPECA,0.3868421052631561,-0.2699999999999996,11,5.578947368421052
CSO-10-5A-JANORO,1.6199999999999988,-0.18736842105263163,5,6.894736842105263
CSO-10-5A-JBUVE,-0.20421052631578895,0.9526315789473667,2,6.2105263157894735
CSO-10-5A-JJSEMO,1.7947368421052614,0.058947368421053525,13,7.315789473684211
CSO-10-5A-JLCARI,-0.14000000000000146,1.730526315789474,9,7.052631578947368
CSO-10-5A-MAARAN,-0.4815789473684222,-0.34894736842105223,4,4.631578947368421
CSO-10-5A-RVMOIB,-1.5205263157894735,-0.6257894736842116,4,3.3157894736842106
CSO-10-5A-SVHEES,-0.004210526315790553,0.12105263157894708,7,5.578947368421052
CSO-11-5A-MDVOSPE,-0.2436842105263164,-0.3763157894736846,3,4.842105263157895
CSO-11-5A-MTAGA,-0.4052631578947379,0.15368421052631565,5,5.2105263157894735
CSO-11-6A-CAPAMU,0.6742105263157914,0.021578947368418255,1,6.157894736842105
CSO-11-6A-DSCACH,-0.5757894736842104,-0.5705263157894747,0,4.315789473684211
CSO-11-6A-EROMO,-1.5378947368421059,-0.7136842105263159,7,3.210526315789474
CSO-11-6A-FSOVRE,-0.08157894736842097,0.3563157894736828,5,5.7368421052631575
CSO-11-6B-ANREVA,-0.4257894736842118,-0.29947368421052634,5,4.7368421052631575
CSO-11-6B-DISEMO,-0.7221052631578959,-0.5294736842105263,0,4.2105263157894735
CSO-11-6B-LHFDLACH,-0.22578947368421165,0.3426315789473682,7,5.578947368421052
CSO-11-6B-RJGIHE,-0.03473684210526384,0.3094736842105257,3,5.7368421052631575
CSO-11-6B-SFLVA,1.7878947368421039,0.06578947368421106,8,7.315789473684211
CSO-11-6B-VCOMA,1.4626315789473678,-0.030000000000000693,14,6.894736842105263
CSO-12-6A-DGISE,-0.764210526315789,-0.06631578947368544,2,4.631578947368421
CSO-12-6A-FJOVRE,0.2647368421052634,0.27315789473684093,1,6.0
CSO-12-6B-GQULO,0.3957894736842089,0.35263157894736885,4,6.2105263157894735
CSO-12-6B-LJHEFE,-0.011052631578947203,0.18052631578947276,2,5.631578947368421
CSO-12-7A-DALRE,1.2936842105263127,-0.4399999999999977,8,6.315789473684211
CSO-12-7A-ESALA,0.4505263157894728,0.6663157894736838,7,6.578947368421052
CSO-12-7A-IMERO,-0.06368421052631712,-0.39842105263157856,9,5.0
CSO-12-7A-JHEZA,0.5373684210526299,-0.20999999999999908,9,5.7894736842105265
CSO-12-7A-LSARAR,-0.580000000000001,0.2757894736842106,6,5.157894736842105
CSO-12-7A-SCAHO,-0.9805263157894748,-0.27105263157894743,1,4.2105263157894735
CSO-12-7B-DVAGRO,0.7926315789473688,0.2715789473684196,8,6.526315789473684
CSO-12-7B-SMUGU,0.3221052631578947,0.3210526315789468,4,6.105263157894737
CSO-12-7B-SSARA,-1.2147368421052627,-1.0894736842105277,2,3.1578947368421053
CSO-12-7B-VHOMA,0.4257894736842096,0.6910526315789469,8,6.578947368421052
CSO-12-8A-YTOME,0.36210526315789515,1.596842105263157,13,7.421052631578948
CSO-13-6A-ANASA,0.41105263157894667,-0.031052631578947665,3,5.842105263157895
CSO-13-6B-JETAVE,1.5010526315789456,-0.27894736842105194,9,6.684210526315789
CSO-13-6B-LFMIES,-0.770526315789474,0.2031578947368411,8,4.894736842105263
CSO-13-6B-LJMAHU,0.2142105263157883,0.797368421052632,8,6.473684210526316
CSO-13-7A-CAPAMU,0.07000000000000028,0.04684210526315624,7,5.578947368421052
CSO-13-7A-CDDITR,-0.7189473684210528,-0.3221052631578951,2,4.421052631578948
CSO-13-7A-JJATFL,1.8536842105263136,0.05263157894736947,7,7.368421052631579
CSO-13-7A-RXCHLU,1.773157894736841,-0.07736842105263131,1,7.157894736842105
CSO-13-7A-YAMEZA,-0.26315789473684337,-0.8305263157894736,3,4.368421052631579
CSO-13-8A-KIGAGU,-0.044210526315789256,-0.2600000000000011,2,5.157894736842105
CSO-13-8A-MBUAN,-0.5121052631578951,-0.26578947368421124,3,4.684210526315789
CSO-13-8A-MGAAN,0.23157894736842088,-0.009473684210527189,9,5.684210526315789
CSO-13-8A-MGAHE,-0.06421052631578972,-0.18736842105263252,12,5.2105263157894735
CSO-13-8A-MJAGA,0.8857894736842105,0.2836842105263151,2,6.631578947368421
CSO-13-8A-VHODU,1.3263157894736834,-0.10421052631578975,8,6.684210526315789
CSO-13-8B-FCJISA,-0.6584210526315806,-0.6457894736842098,5,4.157894736842105
CSO-13-8B-JEMABE,0.4600000000000004,0.8673684210526305,6,6.7894736842105265
CSO-13-9B-DMLLLU,-0.7868421052631596,-0.30684210526315736,10,4.368421052631579
CSO-14-7B-EVEGO,-1.2936842105263162,-0.8000000000000007,1,3.3684210526315788
CSO-14-8A-AQUMA,-0.6815789473684206,-0.46473684210526445,3,4.315789473684211
CSO-14-8A-SZARA,0.3305263157894731,1.2073684210526312,12,7.0
CSO-14-8B-JLLORA,-0.2705263157894735,-0.6652631578947381,13,4.526315789473684
CSO-14-9A-AEDCAGO,0.609999999999999,-0.019473684210526532,2,6.052631578947368
CSO-14-9A-HASACA,0.13578947368420957,0.56,11,6.157894736842105
CSO-14-9A-JSMAAL,-0.3821052631578947,-0.4484210526315797,2,4.631578947368421
CSO-14-9A-MARJA,-0.7484210526315795,0.44421052631578917,3,5.157894736842105
CSO-14-9A-SORZU,-0.7147368421052644,-0.22105263157894717,5,4.526315789473684
CSO-14-9B-ERAGA,-0.7552631578947366,-0.39105263157894843,1,4.315789473684211
CSO-14-9B-MFEGA,-0.17894736842105186,0.03263157894736679,11,5.315789473684211
CSO-15-10A-LJRAGU,-0.2994736842105272,1.047894736842105,8,6.2105263157894735
CSO-15-10A-MAARLO,-0.046315789473684976,0.7421052631578946,4,6.157894736842105
CSO-15-10A-SFEGA,-0.5436842105263189,-0.023684210526313976,2,4.894736842105263
CSO-15-10B-MEBUAR,1.7136842105263126,-0.3336842105263136,8,6.842105263157895
CSO-15-10B-YVBUAN,0.0189473684210526,-0.3757894736842111,6,5.105263157894737
CSO-15-10C-SSCAMO,-0.8078947368421074,0.2405263157894746,3,4.894736842105263
CSO-15-11C-JETALO,-0.6052631578947376,-0.5936842105263156,5,4.2631578947368425
CSO-15-7B-JCRAGA,-0.45157894736842197,-0.22105263157894717,8,4.7894736842105265
CSO-15-8A-VBMABR,0.4215789473684204,0.5899999999999999,12,6.473684210526316
CSO-15-8B-KEPOGO,-0.8352631578947372,-0.7847368421052638,5,3.8421052631578947
CSO-15-9B-ALRIHE,-0.08210526315789668,-0.011578947368420245,3,5.368421052631579
CSO-15-9B-AMSAGO,2.1363157894736817,-0.12473684210526148,15,7.473684210526316
CSO-15-9B-JCAPA,-1.2952631578947373,-0.5878947368421057,5,3.5789473684210527
CSO-15-9B-KSBEJA,0.24105263157894674,0.3494736842105257,13,6.052631578947368
CSO-15-9B-RMCHLU,-0.5784210526315787,-0.5678947368421063,5,4.315789473684211
CSO-16-10A-MSACO,1.2673684210526326,-0.04526315789473889,5,6.684210526315789
CSO-16-10A-YKMUJO,-0.40157894736842126,1.0447368421052627,5,6.105263157894737
CSO-16-10B-JESUGU,-0.1452631578947381,-0.05368421052631511,3,5.2631578947368425
CSO-16-10B-LTVIFA,0.48842105263157887,-0.4768421052631586,10,5.473684210526316
CSO-16-10B-VVILI,0.44526315789473614,-0.3284210526315796,13,5.578947368421052
CSO-16-10C-ACALGU,-0.5373684210526326,-0.34578947368421087,6,4.578947368421052
CSO-16-10C-MAVAVE,-0.12842105263158032,-0.43894736842105253,4,4.894736842105263
CSO-16-11A-JAVABO,-0.16947368421052644,-0.029473684210526763,4,5.2631578947368425
CSO-16-11A-JDMUVA,-0.38263157894736866,-0.1847368421052642,4,4.894736842105263
CSO-16-11A-VZAOR,2.1168421052631556,-0.10526315789473539,1,7.473684210526316
CSO-16-11B-KRORE,-0.006842105263159315,0.12368421052631584,3,5.578947368421052
CSO-16-11B-LLOZA,-0.9178947368421051,-0.3863157894736853,4,4.157894736842105
CSO-16-11B-YAROMO,0.21157894736842087,-0.20000000000000062,4,5.473684210526316
CSO-16-9A-JALEMO,0.4700000000000002,-0.14263157894736933,5,5.7894736842105265
CSO-16-9A-JPROSO,0.0742105263157895,-0.010000000000001119,0,5.526315789473684
CSO-16-9A-JSMAGU,0.2010526315789467,-0.08421052631579018,9,5.578947368421052
CSO-16-9B-SJPAJI,-0.5263157894736854,-0.2515789473684209,7,4.684210526315789
CSO-17-10A-YVGOCA,-0.795263157894738,-0.45631578947368423,13,4.2105263157894735
CSO-17-10B-EHECO,0.42736842105263095,0.6894736842105256,8,6.578947368421052
CSO-17-10B-YCQUVE,0.6389473684210532,0.42526315789473523,4,6.526315789473684
CSO-17-11A-DJAPA,-0.5463157894736859,-0.1789473684210523,7,4.7368421052631575
CSO-17-11A-JDAMO,-0.7526315789473679,-0.49894736842105436,3,4.2105263157894735
CSO-17-11A-NPAHE,-0.35578947368421066,1.1042105263157884,6,6.2105263157894735
CSO-17-11A-RLPAIG,0.5784210526315792,0.012105263157893287,1,6.052631578947368
CSO-17-11A-SPUVA,1.4521052631578932,0.19105263157894825,2,7.105263157894737
CSO-17-11B-CDBEBU,-0.6968421052631579,0.9715789473684198,5,5.7368421052631575
CSO-17-11C-JDAAG,-0.10263157894736974,0.32473684210526343,3,5.684210526315789
CSO-17-11C-MAPAMA,-0.010526315789473717,-0.29368421052631666,2,5.157894736842105
CSO-17-11C-MCAAG,0.6378947368421071,0.8999999999999972,3,7.0
CSO-17-11C-SARJA,-1.0689473684210538,-0.07736842105263131,3,4.315789473684211
CSO-18-11A-ADBAHO,0.24315789473684246,-0.28421052631579036,7,5.421052631578948
CSO-18-11B-YLLRE,0.036842105263158675,-0.23578947368421188,10,5.2631578947368425
CSO-18-9B-MAMOLO,2.1836842105263132,-0.014210526315787675,1,7.631578947368421
CSO-8-3A-DAPAVA,-0.19421052631579094,-0.42578947368421005,3,4.842105263157895
CSO-8-3A-KVPECO,-1.0626315789473701,1.337368421052632,7,5.7368421052631575
CSO-8-4A-ARAGR,1.7263157894736825,0.022105263157895294,10,7.2105263157894735
CSO-9-2A-EXMOCO,-0.20631578947368467,-0.3610526315789482,5,4.894736842105263
CSO-9-4A-AGAPE,-0.8894736842105262,-0.20421052631579073,1,4.368421052631579
CSO-9-4A-DKVIMO,-0.5268421052631589,-0.19842105263157928,3,4.7368421052631575
CSO-9-4A-DSMOMU,0.3010526315789459,0.18421052631579027,7,5.947368421052632
CSO-9-4A-DVGATO,-0.0036842105263179548,1.2257894736842117,4,6.684210526315789
CSO-9-4A-FAGIGA,0.5868421052631567,-0.20684210526315772,9,5.842105263157895
CSO-9-4A-GSBRCO,-0.1947368421052631,0.7326315789473674,3,6.0
CSO-9-4A-KEMOCO,0.32157894736842074,0.5321052631578942,2,6.315789473684211
CSO-9-4A-LCOMO,0.6289473684210516,-0.6699999999999995,3,5.421052631578948
CSO-9-4A-MLORO,0.5394736842105248,0.9457894736842114,3,6.947368421052632
CSO-9-4A-MPAME,0.3742105263157889,1.2163157894736836,10,7.052631578947368
CSO-9-4A-NSARPA,-0.38894736842105226,-0.9678947368421063,3,4.105263157894737
CSO-9-4A-SLOCA,0.04263157894736791,-0.24157894736842112,4,5.2631578947368425
