target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T6W50,VALIDATION,R2,-0.014364,0.028072,-0.017124,-0.011605,1.9659,399,True
MOT,T6W50,VALIDATION,RMSE,7.651689,0.323622,7.619878,7.683499,1.9659,399,True
MOT,T6W50,VALIDATION,MAE,6.51857,0.245872,6.494401,6.542738,1.9659,399,True
MOT,T6W50,VALIDATION,rho,-0.06522,0.127344,-0.077738,-0.052703,1.9659,399,True
MOT,T6W50,TEST,R2,-0.011185,0.023539,-0.013499,-0.008872,1.9659,399,True
MOT,T6W50,TEST,RMSE,7.823786,0.484653,7.776147,7.871426,1.9659,399,True
MOT,T6W50,TEST,MAE,6.6985,0.373214,6.661814,6.735186,1.9659,399,True
MOT,T6W50,TEST,rho,-0.046637,0.179824,-0.064313,-0.028961,1.9659,399,True
COG,T6W50,VALIDATION,R2,-0.010816,0.044189,-0.01516,-0.006473,1.9659,399,True
COG,T6W50,VALIDATION,RMSE,2.253617,0.191861,2.234758,2.272476,1.9659,399,True
COG,T6W50,VALIDATION,MAE,1.761354,0.127709,1.7488,1.773907,1.9659,399,True
COG,T6W50,VALIDATION,rho,0.062636,0.12891,0.049964,0.075307,1.9659,399,True
COG,T6W50,TEST,R2,-0.016683,0.063819,-0.022956,-0.010409,1.9659,399,True
COG,T6W50,TEST,RMSE,2.181516,0.275549,2.154431,2.208602,1.9659,399,True
COG,T6W50,TEST,MAE,1.697667,0.190787,1.678914,1.716421,1.9659,399,True
COG,T6W50,TEST,rho,0.041252,0.194084,0.022175,0.06033,1.9659,399,True
MOT_V4,T6W50,VALIDATION,R2,-0.015742,0.029007,-0.018593,-0.012891,1.9659,399,True
MOT_V4,T6W50,VALIDATION,RMSE,3.47534,0.172469,3.458387,3.492293,1.9659,399,True
MOT_V4,T6W50,VALIDATION,MAE,2.875677,0.11714,2.864163,2.887192,1.9659,399,True
MOT_V4,T6W50,VALIDATION,rho,-0.011648,0.127527,-0.024184,0.000887,1.9659,399,False
MOT_V4,T6W50,TEST,R2,-0.020461,0.038428,-0.024238,-0.016684,1.9659,399,True
MOT_V4,T6W50,TEST,RMSE,3.493086,0.267022,3.466839,3.519334,1.9659,399,True
MOT_V4,T6W50,TEST,MAE,2.908389,0.176796,2.891011,2.925767,1.9659,399,True
MOT_V4,T6W50,TEST,rho,-0.012526,0.191448,-0.031345,0.006293,1.9659,399,False
COG_V1,T6W50,VALIDATION,R2,-0.01605,0.032715,-0.019266,-0.012834,1.9659,399,True
COG_V1,T6W50,VALIDATION,RMSE,1.392127,0.076833,1.384574,1.399679,1.9659,399,True
COG_V1,T6W50,VALIDATION,MAE,1.086109,0.058204,1.080388,1.09183,1.9659,399,True
COG_V1,T6W50,VALIDATION,rho,-0.016257,0.134454,-0.029473,-0.00304,1.9659,399,True
COG_V1,T6W50,TEST,R2,-0.016543,0.043249,-0.020795,-0.012292,1.9659,399,True
COG_V1,T6W50,TEST,RMSE,1.345509,0.108931,1.334801,1.356216,1.9659,399,True
COG_V1,T6W50,TEST,MAE,1.04291,0.07735,1.035306,1.050513,1.9659,399,True
COG_V1,T6W50,TEST,rho,-0.01364,0.199079,-0.033208,0.005929,1.9659,399,False
