feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
re_T7W20,-0.19473960177676625,0.1797538529710221,1.0,190,0.475
diameter_T7W20,-0.1652980387213401,0.802592390963237,1.0,207,0.5175
l1_T7W20,-0.15369680363546312,0.12739474175303736,1.0,142,0.355
edges_T7W20,0.14265170791724757,0.14397973646029133,1.0,374,0.935
lsc_T7W20,0.12928772463545704,0.14552116802216475,1.0,371,0.9275
l2_T7W20,-0.08767240755541991,0.10737076924549682,1.0,84,0.21
pe_T7W20,-0.07432696983269275,0.12580007290500161,1.0,86,0.215
lcc_T7W20,0.05502668903585665,0.04735098355921799,1.0,136,0.34
density_T7W20,0.05048089806544556,0.12423818576353649,1.0,78,0.195
nodes_T7W20,0.039555619593147864,0.055075855881726005,1.0,71,0.1775
asp_T7W20,-0.031039880053806108,0.7785941170267141,1.0,129,0.3225
atd_T7W20,-0.013740038931520858,0.07629760901846558,1.0,38,0.095
l3_T7W20,-0.011805306358101437,0.09787216650197501,1.0,94,0.235
