file,window,wc,nodes,edges,re,pe,l1,l2,l3,lcc,lsc,atd,density,diameter,asp,cc
CDMS-10-4A-JURAN,1,2,7,4,0,0,0,0,0,3,1,1.1428571428571428,0.19047619047619047,2.0,1.3333333333333333,0.0
CDMS-10-4A-JURAN,2,2,10,6,0,0,0,0,0,3,1,1.2,0.13333333333333333,2.0,1.3333333333333333,0.0
CDMS-10-4A-JURAN,3,2,6,4,0,0,0,0,0,3,1,1.3333333333333333,0.26666666666666666,2.0,1.3333333333333333,0.0
CDMS-10-4A-JURAN,4,2,7,5,0,0,0,0,0,4,1,1.4285714285714286,0.23809523809523808,3.0,1.6666666666666667,0.0
CDMS-10-4A-JURAN,5,2,6,4,0,0,0,0,0,4,1,1.3333333333333333,0.26666666666666666,3.0,1.6666666666666667,0.0
CDMS-10-4A-JURAN,6,2,7,5,0,0,0,0,0,5,1,1.4285714285714286,0.23809523809523808,3.0,1.8,0.0
CDMS-10-4A-JURAN,7,2,5,4,0,0,0,0,0,5,1,1.6,0.4,3.0,1.8,0.0
CDMS-10-5A-HEPIHO,0,2,13,8,0,0,0,0,0,4,1,1.2307692307692308,0.10256410256410256,2.0,1.5,0.0
CDMS-10-5A-HEPIHO,1,2,17,11,0,0,0,0,0,6,1,1.2941176470588236,0.08088235294117647,4.0,2.1333333333333333,0.0
CDMS-10-5A-HEPIHO,2,2,14,8,0,0,0,0,0,3,1,1.1428571428571428,0.08791208791208792,2.0,1.3333333333333333,0.0
CDMS-10-5A-HEPIHO,3,2,9,5,0,0,0,0,0,3,1,1.1111111111111112,0.1388888888888889,2.0,1.3333333333333333,0.0
CDMS-10-5A-HEPIHO,4,2,11,6,0,0,0,0,0,3,1,1.0909090909090908,0.10909090909090909,2.0,1.3333333333333333,0.0
CDMS-10-5A-HEPIHO,5,2,14,10,1,0,0,0,0,5,1,1.4285714285714286,0.0989010989010989,3.0,1.8,0.0
CDMS-10-5A-HEPIHO,6,2,16,11,0,0,0,0,0,5,1,1.375,0.09166666666666666,3.0,1.8,0.0
CDMS-10-5A-HEPIHO,7,2,13,8,0,0,0,0,0,4,1,1.2307692307692308,0.10256410256410256,2.0,1.5,0.0
CDMS-10-5A-KSRAGU,0,2,5,3,0,0,0,0,0,3,1,1.2,0.3,2.0,1.3333333333333333,0.0
