file,window,wc,nodes,edges,re,pe,l1,l2,l3,lcc,lsc,atd,density,diameter,asp,cc
CDMS-10-4A-JURAN,0,4,16,14,0,0,0,0,0,6,1,0.875,0.058333333333333334,3.0,1.6666666666666667,0.4166666666666667
CDMS-10-4A-JURAN,1,4,17,13,1,0,0,0,0,5,1,0.7647058823529411,0.04779411764705882,3.0,1.8,0.0
CDMS-10-4A-JURAN,2,4,18,14,1,0,0,0,0,7,1,0.7777777777777778,0.0457516339869281,4.0,2.0952380952380953,0.0
CDMS-10-4A-JURAN,3,4,19,18,1,0,0,0,0,10,1,0.9473684210526315,0.05263157894736842,4.0,2.2,0.24
CDMS-10-4A-JURAN,4,4,14,20,4,0,0,0,0,10,1,1.4285714285714286,0.10989010989010989,4.0,2.088888888888889,0.37
CDMS-10-5A-HEPIHO,0,4,17,26,8,0,4,0,0,13,1,1.5294117647058822,0.09558823529411764,3.0,2.0128205128205128,0.23247863247863249
CDMS-10-5A-HEPIHO,1,4,21,30,8,0,4,0,0,14,1,1.4285714285714286,0.07142857142857142,3.0,2.021978021978022,0.21558441558441557
CDMS-10-5A-KSRAGU,0,4,22,25,3,0,1,0,0,16,1,1.1363636363636365,0.05411255411255411,4.0,2.433333333333333,0.2722222222222222
CDMS-10-5A-SROPU,0,4,17,12,0,0,0,0,0,5,1,0.7058823529411765,0.04411764705882353,3.0,1.8,0.0
CDMS-10-5A-SROPU,1,4,17,12,0,0,0,0,0,5,1,0.7058823529411765,0.04411764705882353,3.0,1.8,0.0
CDMS-10-5A-SROPU,2,4,15,11,0,0,0,0,0,4,1,0.7333333333333333,0.05238095238095238,2.0,1.3333333333333333,0.5833333333333334
CDMS-10-5A-SROPU,3,4,13,10,0,0,0,0,0,4,1,0.7692307692307693,0.0641025641025641,2.0,1.3333333333333333,0.5833333333333334
CDMS-10-5A-SROPU,4,4,18,15,0,0,0,0,0,5,1,0.8333333333333334,0.049019607843137254,3.0,1.5,0.5333333333333333
CDMS-10-5A-SZURO,0,4,11,9,0,0,0,0,0,7,1,0.8181818181818182,0.08181818181818182,3.0,1.8571428571428572,0.3
