file,z_wc,z_nodes,z_edges,z_re,z_pe,z_l1,z_l2,z_l3,z_lcc,z_lsc,z_atd,z_density,z_diameter,z_asp,z_cc
CDMS-10-4A-JURAN-CorrEtiq.txt,0.0,0.0,0.0,2.711984991729216,0.6898990229792038,-0.2251066001679368,0.22695571346146431,-0.040635846251219805,0.0,-0.16648316060840912,0.0,-1.1140669700159724,0.6838047711620777,1.0822126831181142,0.10892904352598062
CDMS-10-5A-HEPIHO-CorrEtiq.txt,0.0,0.0,0.0,2.128410719309047,-0.6618912622566988,-0.8841153211675611,-0.6612648589922074,-0.21957852189468346,0.0,0.04895890742150672,0.0,0.28278792942470926,-0.22936531351898798,-0.3042331402655869,-0.2703335580876913
CDMS-10-5A-KSRAGU-CorrEtiq.txt,0.0,0.0,0.0,2.7318200803189496,-0.5498615396846375,0.31996987202878724,-0.516312158692631,0.13472058052132488,0.0,-0.14604605785541533,0.0,-0.9591266115209035,0.43594568199461836,0.5785132170670984,0.5347080197828293
CDMS-10-5A-SROPU-CorrEtiq.txt,0.0,0.0,0.0,3.5287784344127235,0.12083610571581849,-0.26140534043810565,-0.05630964505999239,-0.4779289445947781,0.0,-0.33329413378340583,0.0,-1.1950156542115342,0.35352020524965755,0.7601234086374243,0.04969303093858738
CDMS-10-5A-SZURO-CorrEtiq.txt,0.0,0.0,0.0,2.3885642864041188,-0.6277069245392357,-0.8632181230087286,-0.750911319064686,-0.9050708467598819,0.0,-0.8627168034078032,0.0,0.26548047736656327,0.5010909692587939,0.1849099559490657,-0.13985185811715983
CDMS-10-5B-SRAJA-CorrEtiq.txt,0.0,0.0,0.0,3.459985460938476,-0.2862144846535743,-0.3928834614427289,-0.26722900135310135,1.5602406694902666,0.0,-0.41926344917700126,0.0,-0.9321031649546434,0.9334581189290165,1.0793365415058076,0.6485575071510914
CDMS-10-5C-DAAUSA-CorrEtiq.txt,0.0,0.0,0.0,2.955275770101476,-0.07382692283836806,-0.6589958734727163,-0.4032484901213188,1.1536176739143305,0.0,-0.25037189650920455,0.0,-0.399016151714383,0.09542765735312203,0.2394750737745173,-0.13158907237817016
CDMS-10-5C-ICAPA-CorrEtiq.txt,0.0,0.0,0.0,2.692522889249156,-0.660040201133925,1.9412647252364672,-0.6397473653742057,-0.8055033159175228,0.0,0.6583609981995019,0.0,-2.293940096562646,0.7614909764170482,1.8237838679225506,-1.029049870372432
CDMS-10-5C-JFALGI-CorrEtiq.txt,0.0,0.0,0.0,0.6368148201223236,-0.692478849387197,-0.6796941108048852,-0.7007051168003711,0.039213397450450396,0.0,0.44171077663064656,0.0,0.7912406942782716,-0.5244643756066955,-0.7552283464406669,-0.031958382449112054
CDMS-10-5C-NBEMO-CorrEtiq.txt,0.0,0.0,0.0,-0.12943194230205543,0.5047063449784603,0.21082763427858156,0.5084250572756734,-0.3210999915328646,0.0,0.28647736857072154,0.0,-0.5525943040344801,0.10874089818518805,0.08682796910608934,-0.38573450873072007
CDMS-10-6B-ASCACO-CorrEtiq.txt,0.0,0.0,0.0,1.8614183482256288,1.2701423352963863,0.36837490377155613,0.2049574267047672,-0.45301019313015123,0.0,-0.3334392752755753,0.0,-1.351366369909575,0.9860557301300994,1.2328365310934783,-0.3793186364665559
CDMS-10-6B-JJMOBE-CorrEtiq.txt,0.0,0.0,0.0,1.4750019935975098,-0.9166730353637859,-0.8746730072975971,-0.9284125288566204,-0.9155560550812758,0.0,0.7862450995239794,0.0,0.7985743679094884,0.027245136495214674,-0.4772603212384871,-0.9764855023455024
CDMS-11-5A-EAARCA-CorrEtiq.txt,0.0,0.0,0.0,2.319745754051958,0.49817049505677236,0.05167750726626292,0.38861378875466884,0.4002124889204812,0.0,-0.26869160667058123,0.0,-1.0337031113803063,0.5924734080732517,0.746817444444257,0.2591082460755388
CDMS-11-5A-MGTHAR-CorrEtiq.txt,0.0,0.0,0.0,0.981814123991463,-0.3832025880980644,0.262941488050521,-0.6005315159478587,-0.011369019304053441,0.0,-0.06039789528214194,0.0,-0.1515241107439584,-0.12840160381907084,-0.015701618061930954,-0.1314255092253747
CDMS-11-6A-DFVEBE-CorrEtiq.txt,0.0,0.0,0.0,1.5853960904832396,-0.20598855259467863,-0.18565017714042015,-0.15667190728923958,1.8352928536590887,0.0,-0.10267458120155054,0.0,-0.4547398836478748,1.459968863252027,1.7499751199800462,1.2934350849984873
CDMS-11-6A-NMREPR-CorrEtiq.txt,0.0,0.0,0.0,2.7312131486191724,-0.6838476442191463,0.7509909895254349,-0.6899081133857798,2.9122825205337253,0.0,-1.1900131381756882,0.0,-1.1832149319770273,1.3476011687967324,1.8388626728893258,0.2037142035642213
CDMS-11-6B-ARAHE-CorrEtiq.txt,0.0,0.0,0.0,4.166672197667136,-0.330928909980104,0.47958885701518345,-0.5135534162950807,-0.10543706861506218,0.0,-0.7400155757278376,0.0,-1.4338448368024586,1.0667203905588414,1.4510907790563607,-0.18929730864002442
CDMS-11-6B-AVROTO-CorrEtiq.txt,0.0,0.0,0.0,1.0099104802759649,-0.28611286078904374,-0.33471179645822213,-0.27650224372869436,0.670017110855307,0.0,0.057945959272529934,0.0,0.019138649788064805,0.12962794665342575,0.0860555654246635,0.18699419966401498
CDMS-11-6B-EAFESA-CorrEtiq.txt,0.0,0.0,0.0,3.0110219672695573,-0.33598425670301735,1.264047663341433,-0.331770660870542,-0.8385060909734552,0.0,-0.7758268310806201,0.0,-1.6268701002043509,1.239466992866728,1.466749515770071,-0.8461719422737903
CDMS-11-6B-EFRGR-CorrEtiq.txt,0.0,0.0,0.0,3.269226543614789,-0.3942494844714588,0.9182254044037444,-0.38744474427334413,-0.5747598321824502,0.0,-0.17857153026479916,0.0,-1.4952985938062893,0.8146104362470208,1.1439030479660788,-0.5420811770638566
CDMS-11-6B-EROCO-CorrEtiq.txt,0.0,0.0,0.0,0.8999694937222397,-0.3149821682972942,1.2841882394887443,-0.2626005622997918,0.3701786039793469,0.0,0.029798713902365236,0.0,-0.9680877496240187,0.6016307006566683,0.9423129667632703,-0.08751418320809685
CDMS-11-6B-JACUPE-CorrEtiq.txt,0.0,0.0,0.0,1.6195223006022417,-0.0825135945290477,0.7737199049040255,-0.17763619323849378,-0.4946792097381441,0.0,-0.8858512030955643,0.0,-1.3233572561665243,0.9521225365663928,1.3325706455468536,-0.8437879316210778
CDMS-11-6B-JDCHBA-CorrEtiq.txt,0.0,0.0,0.0,2.5207726781170408,-0.7021411726623531,0.48635200169090126,-0.6987285135672061,2.0339189881485877,0.0,-0.7647136999399616,0.0,-0.9697749535365809,1.0733031072802912,1.2047687739745827,0.7485975824417115
CDMS-11-6B-JFSAHE-CorrEtiq.txt,0.0,0.0,0.0,2.5302332643642798,-0.02990875948550948,-0.4139622283367909,-0.0811454114862662,-0.2566973616119489,0.0,0.19149000490117762,0.0,-0.641802797489838,0.030840179646637093,0.14232127215230872,-0.3472600784667333
CDMS-11-6B-JLPENA-CorrEtiq.txt,0.0,0.0,0.0,1.7801271988769771,-0.584096317333385,0.8403930442629156,-0.5705895086157924,-0.35429536737332773,0.0,-0.50860072660947,0.0,-0.9301131341537308,0.6696373023102324,0.9189492837521502,-0.08431242139587197
CDMS-11-6B-JMARME-CorrEtiq.txt,0.0,0.0,0.0,1.7572070845097962,0.3279598191413307,0.26146545066583965,0.26753044002598797,-0.1026252693697005,0.0,-0.5658613624410823,0.0,-0.9681919285316897,0.572104715343199,0.9022814004179422,-0.057454250335411544
CDMS-11-6B-JPSAMA-CorrEtiq.txt,0.0,0.0,0.0,-0.3040159910440057,0.020242026331632773,-0.09306247646281283,0.049083525673411156,0.43855577394983514,0.0,0.007644715606144083,0.0,0.11337214067678225,0.06459679834133647,0.15107664339877436,0.564911154228237
CDMS-11-6B-LESTA-CorrEtiq.txt,0.0,0.0,0.0,2.765180928004776,-0.21900405431508035,-0.11025454024633552,-0.22128997428577177,0.051843889117568195,0.0,-0.43180771583356486,0.0,-0.6908455853070579,0.7766455594994016,1.00075435755582,-0.3767536279042979
CDMS-11-6B-MEBRTA-CorrEtiq.txt,0.0,0.0,0.0,3.290209254893488,0.19674928246107407,1.5769143683605005,0.192842804725736,-0.5601293009942553,0.0,-1.9976257128144717,0.0,-1.9958529093298756,2.079619532581215,2.6111333321030297,-0.31418636207241946
CDMS-11-6B-MMAMO-CorrEtiq.txt,0.0,0.0,0.0,2.0506815297556042,-0.07756536668319483,-0.0281539402146108,-0.4578117790221427,0.21383685402222355,0.0,-0.12252565545284962,0.0,-0.5489271523516501,0.5232813805889047,0.6212620041616025,-0.12157688165441963
CDMS-11-6B-RSECA-CorrEtiq.txt,0.0,0.0,0.0,1.7856972647224987,0.24341118739540996,-0.043873167937829666,0.27555938621380105,0.34282399598229596,0.0,-0.031367409182409295,0.0,-0.6950813113447226,0.17720659000391906,0.3292895235140412,-0.18330528985885525
CDMS-11-6B-SCAPA-CorrEtiq.txt,0.0,0.0,0.0,2.2777584459346367,-0.7063866498269755,-0.6756008282148952,-0.713534949520416,1.0017396246798174,0.0,-0.2529004108106421,0.0,0.2824622346928628,0.06232476812063565,0.15543258742984573,0.8107959617484283
CDMS-11-6B-VZAPE-CorrEtiq.txt,0.0,0.0,0.0,0.04976973409815419,0.5143515924622737,1.414281962751329,0.46368153629391107,-0.39560201929380034,0.0,0.008530947314922243,0.0,-1.375780791580518,0.08862730033859002,0.3692832537609012,-0.2735586251364305
CDMS-11-6B-YLNIME-CorrEtiq.txt,0.0,0.0,0.0,0.7949436791319313,-0.11064992507172564,-0.7099142035607303,-0.10231076507190298,0.08040733029001643,0.0,0.3801756437928847,0.0,0.2956941150577201,-0.42145169065330457,-0.3469578221344603,0.011398022731546328
CDMS-11-7C-ICARE-CorrEtiq.txt,0.0,0.0,0.0,2.9669451199285075,0.8515524517847759,-0.9483903507874633,0.3572908000643486,0.4737752308026196,0.0,0.34935547721644433,0.0,-0.6583672310123674,-0.19985252350627467,0.005865230498756746,0.21918523630014344
CDMS-11-7C-SALMA-CorrEtiq.txt,0.0,0.0,0.0,3.53799143747798,-0.4489750749122658,-0.6067328824321564,-0.4479939688202954,-0.7196884041452996,0.0,0.12181147358125437,0.0,-0.49431939687588045,0.1477107350991723,0.20143839542276082,-0.2529664783559046
CDMS-11-7C-SPGAVE-CorrEtiq.txt,0.0,0.0,0.0,0.7404124370652513,0.04325655638967631,0.13188806980397688,0.04142044154409123,0.7286827644647681,0.0,0.07557259138300178,0.0,-0.45943189448216526,0.5478059912119051,0.7372876243056208,0.35814115870693325
