feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_atd_T7W50,-0.27745049602886357,0.2635836930204831,1.0,310,0.775
z_re_T7W50,-0.15934042219601152,0.11847993369180618,1.0,233,0.5825
z_density_T7W50,0.14695109637448456,0.11067955653318878,1.0,319,0.7975
z_l1_T7W50,-0.1390073875557945,0.12958951976515673,1.0,62,0.155
z_asp_T7W50,-0.1262131792315686,0.09356993296257508,1.0,382,0.955
z_l2_T7W50,-0.09986573036698783,0.07850944968924131,1.0,66,0.165
z_diameter_T7W50,-0.09440238352212967,0.0758482311496091,1.0,351,0.8775
z_pe_T7W50,-0.08178151361455864,0.08156952953050774,1.0,126,0.315
z_l3_T7W50,0.07734414316440837,0.09769560428417229,1.0,85,0.2125
z_lsc_T7W50,0.0049030412691780335,0.08003203598629842,1.0,66,0.165
