subject,edges_T2W20,l1_T2W20,lcc_T2W20,z_l3_T2W20,z_asp_T2W20
CSO-11-6B-LHFDLACH,0.5283025107261066,-0.41163922026478983,0.1111355833359626,-0.20665648132303488,1.7474091411895198
CSO-11-6B-RJGIHE,0.5283025107261066,2.2183346503492345,-0.10052384151493567,-0.31402559122166285,0.032399884695955616
CSO-11-6B-SFLVA,0.5283025107261066,-0.9475782693391982,0.680041053823896,-0.2663879799143707,0.6859784250357253
CSO-11-6B-VCOMA,0.5283025107261066,-0.49409138166085254,0.46048531499485335,0.39849470530347253,0.38868185184126713
CSO-12-6A-DGISE,-2.8808907951469713,0.645194974752114,-0.7253422201781756,0.04291399643854681,0.023018266238189537
CSO-12-6A-FJOVRE,-0.1581122488456584,1.8949243169738517,-1.229630677635765,-0.8788160060692177,2.1441965639803917
CSO-12-6B-GQULO,0.5283025107261066,0.07693282248625996,0.43356414115252123,0.3715632335689836,-0.013005017062553787
CSO-12-6B-LJHEFE,0.23468777624901527,0.2890899519322208,-0.024966203862107027,-0.016533544525308263,1.1494197119937122
CSO-12-6B-VPAMA,0.5283025107261066,1.2243852453307733,1.5078092881086564,-0.9477116864006775,0.31091562843216053
CSO-12-7A-DALRE,0.5283025107261066,-0.9475782693391982,-3.1024260941834667,-0.3346610407622638,-0.0544034565691237
CSO-12-7A-ESALA,0.5283025107261066,-0.5085643674378213,1.4835375010809675,-0.855399944518597,-1.0434037647497405
CSO-12-7A-IMERO,0.5283025107261066,0.1908301935223041,-0.31814431517615666,0.11080942213164333,0.8211752456902265
CSO-12-7A-JHEZA,0.5283025107261066,-0.5369583013916415,-0.019930099174118157,1.0965419508202365,0.9935876266947511
CSO-12-7A-LSARAR,-0.5512753694670339,0.5365967990186156,0.8371724574466664,-1.1230295382019593,-0.29904753063807143
CSO-12-7A-SCAHO,0.16439985448122393,-0.5327088339527994,0.25750235083253875,0.2631918682500485,-0.0832986401814205
CSO-12-7B-DVAGRO,0.5283025107261066,1.1381962169708535,-0.24862050648226797,-0.010594997757105857,0.9204257666976889
CSO-12-7B-SMUGU,0.15366588370708834,-0.04060449398250687,-0.13668308752052388,-0.7019435326040605,-0.3047887484193251
CSO-12-7B-SSARA,0.5283025107261066,-0.6800950778773791,0.5499269630683601,-0.10439573198868073,-0.1418016821870609
CSO-12-7B-VHOMA,0.5283025107261066,-0.47541228788920464,0.47344741706073734,0.6572573886701549,-0.13248088435386401
CSO-12-8A-YTOME,0.5283025107261066,-0.2235904311158745,0.29789748021331486,0.4023566739276676,0.28261050571492335
CSO-13-6A-ANASA,0.1762662454457302,-0.7232994281504515,1.0884733944405816,0.4673443254979972,-0.9376038964052317
CSO-13-6B-JETAVE,-0.38635910792277184,-0.6959483499567017,0.023032498071236487,-0.08884900720729444,0.10596539482367998
CSO-13-6B-LFMIES,-2.028592468678702,-0.9475782693391982,0.29295906467088306,-0.49443269317116845,-1.5251943936321497
CSO-13-6B-LJMAHU,-0.8754829681628028,0.6707474866894079,-0.7595044359305146,-1.457725612302052,-0.3136085284124623
CSO-13-7A-CAPAMU,0.06562627635762816,-0.5597276417195607,-0.00038281854945645483,0.048639157832653664,-0.18405237286636542
CSO-13-7A-CDDITR,0.5283025107261066,-0.9475782693391982,0.05871800313130069,0.48792658809247347,-1.6001102550906885
CSO-13-7A-JJATFL,-0.3645814503358808,-0.9475782693391982,0.43617311540135206,0.7945267574846877,-0.659765496168648
CSO-13-7A-KRAMA,-2.691491167042894,0.13840348799578744,-0.8543994796870102,-0.1668582172532934,0.10640221172126392
CSO-13-7A-RXCHLU,0.5283025107261066,-0.9475782693391982,-0.7962836330137787,-1.3520604945332588,-0.09181232775332912
CSO-13-7A-YAMEZA,0.5283025107261066,-0.7137691657769919,0.5838499269194577,0.39040005036279285,0.03309787535018741
CSO-13-8A-KIGAGU,0.5283025107261066,1.2243852453307733,0.38551768468890213,0.5971488059181647,1.9680423462319423
CSO-13-8A-MBUAN,-3.6926034870215108,-0.9475782693391982,0.06085353417667421,0.7664515706846062,0.2682631493973369
CSO-13-8A-MGAAN,-0.0354223666229901,-0.2976994224300729,0.946813059520963,-0.17168728087431925,-0.38507283674510107
CSO-13-8A-MGAHE,0.5283025107261066,-0.7391575280324839,0.012965868310686532,-0.7404040245899922,-1.1918754290988756
CSO-13-8A-MJAGA,0.5283025107261066,0.7741001264357792,-0.4980305662349117,0.5511001900172914,0.3679282659775123
CSO-13-8A-VHODU,0.08765847799421544,-0.6668482912526034,0.0213462098372346,-0.003757155466045445,0.1526063340024154
CSO-13-8B-FCJISA,0.029396173281271514,-0.9475782693391982,1.1511593266175557,-0.403125006929966,-1.315581316360236
CSO-13-8B-JEMABE,-0.3407075476336945,-0.6494656300707707,-1.572890525271923,1.40660207252854,0.02608030144211135
CSO-13-9B-DMLLLU,-2.6721646743792307,2.1995525376315768,-0.6277026900249884,-0.7058867770562,1.1760189772421892
CSO-14-7A-MVEBE,0.5283025107261066,-0.9475782693391982,-0.25520506053884273,-1.392705719889584,-2.0964921215950656
CSO-14-7B-EVEGO,0.5283025107261066,-0.7004686479096807,0.8228480952385646,-0.13398404191301475,-0.10413383518154522
CSO-14-8A-AQUMA,-0.044924682296797434,-0.3132880393913305,-0.05696919416306892,0.29471863954816724,-0.7595282387067512
CSO-14-8A-MCIDOS,0.5283025107261066,1.2243852453307733,-0.25520506053884273,-1.4759403231910677,0.9290250050892086
CSO-14-8A-SZARA,-0.29163005650917684,-0.9475782693391982,-0.44424010611236414,0.2936533630668807,0.5485185611930221
CSO-14-8B-JLLORA,0.5283025107261066,0.5701793674181312,-0.4351299834341204,-0.4614913469573269,-0.029438207310904758
CSO-14-9A-AEDCAGO,-0.28138089941875183,-0.6896576019721392,0.4137033246832955,-0.9561408161744467,-0.48917825982197055
