subject,nodes_T2W10,edges_T2W10,lcc_T2W10
CDMS-10-4A-JURAN,-0.0627123500135093,0.46690488676239655,0.21728777208440728
CDMS-10-5A-HEPIHO,0.7317510111115096,0.09442090667487724,0.43282687797098424
CDMS-10-5A-KSRAGU,-0.15373164759597005,0.46690488676239655,0.1540102364112826
CDMS-10-5A-SROPU,0.300254848882395,0.46690488676239655,0.4696262375125952
CDMS-10-5A-SZURO,0.5385666461372806,-0.8173496439097229,0.37404348545646465
CDMS-10-5B-SRAJA,-0.6627790901236736,0.46690488676239655,-0.19988469092187108
CDMS-10-5C-DAAUSA,-0.04560699926094423,0.46690488676239655,0.22917958482297668
CDMS-10-5C-ICAPA,-0.6395206893442105,-0.6418846353585932,-0.18371521561155058
CDMS-10-5C-JFALGI,1.0924846254679685,0.46690488676239655,1.0203923857987718
CDMS-10-5C-MAORTO,0.8510734928209195,-1.7636424559839157,0.3080410798261234
CDMS-10-5C-NBEMO,0.2545322366183697,-0.6418846353585932,-0.14361491684195477
CDMS-10-6B-ASCACO,-0.6986805190191552,0.059401045299129,-0.5195980600064546
CDMS-10-6B-JJMOBE,0.8821546439377294,-0.6682843858852774,0.25834283987232654
CDMS-11-5A-EAARCA,0.31886855138987114,0.46690488676239655,0.48256667163711336
CDMS-11-5A-MGTHAR,0.6654420306461635,0.02949250647613913,0.32802345951237316
CDMS-11-6A-DFVEBE,-1.3262491084341552,0.46690488676239655,-0.6611357537929624
CDMS-11-6A-NMREPR,-0.4950540135301902,0.46690488676239655,-0.0832805223629295
CDMS-11-6B-ARAHE,-0.9184075214106044,0.46690488676239655,-0.3776001601625462
CDMS-11-6B-AVROTO,0.7698277985029723,0.46690488676239655,0.7960780983812311
CDMS-11-6B-EAFESA,0.43751135266656266,0.46690488676239655,0.5650483462879619
CDMS-11-6B-EFRGR,-0.3292840544985845,0.46690488676239655,0.03196442870529484
CDMS-11-6B-EROCO,-0.6304863418607147,0.46690488676239655,-0.17743444592474447
CDMS-11-6B-JACUPE,-2.592593726317959,0.22851513950638458,-1.6018622815983017
CDMS-11-6B-JDCHBA,-0.5533163661035756,0.2049381315360103,-0.2658987949580303
CDMS-11-6B-JFSAHE,1.3611497172602383,0.46690488676239655,1.2071710731931315
CDMS-11-6B-JLPENA,0.14397730491332636,-2.181870082748852,-1.4271957765316992
CDMS-11-6B-JMARME,0.18361641681710314,0.3036242379569133,0.26452921994995704
CDMS-11-6B-JPSAMA,0.6754649890108981,0.46690488676239655,0.7304761194333997
CDMS-11-6B-LESTA,0.3348891235862005,-0.6249565510513982,-0.454009595867681
CDMS-11-6B-MAGIMU,-0.7154165234666708,0.46690488676239655,-0.23647876662417644
CDMS-11-6B-MEBRTA,-0.8011150866986884,0.46690488676239655,-0.2960572739966007
CDMS-11-6B-MMAMO,0.405911199405861,0.46690488676239655,0.5430796003369321
CDMS-11-6B-RSECA,0.7946669593126215,0.46690488676239655,0.8133465340423511
CDMS-11-6B-SCAPA,0.9707359246206603,0.46690488676239655,0.9357514583729961
CDMS-11-6B-VZAPE,-0.4469804408633966,0.46690488676239655,-0.049859288732757405
CDMS-11-6B-YLNIME,1.088844298864565,0.46690488676239655,1.0178615939488347
CDMS-11-7C-ICARE,0.3506669598401576,0.46690488676239655,0.5046732465998423
CDMS-11-7C-SALMA,0.37650316670601486,0.46690488676239655,0.522634838757059
CDMS-11-7C-SPGAVE,0.10952902909218636,-0.8574825979932278,-0.2856368083176046
CDMS-12-5A-SRIGO,0.37073391662917854,0.46690488676239655,0.5186239977899174
CDMS-12-6A-FAROPA,-0.02205209002790308,0.46690488676239655,0.2455551958072367
CDMS-12-6A-JGIGA,0.9293979936352957,0.46690488676239655,0.9070129109214542
CDMS-12-6A-JSOTGU,1.4874600619377472,-1.1885794691821339,1.294983301517292
CDMS-12-6A-SROAL,-0.20649645778869896,0.46690488676239655,0.11732760703555956
CDMS-12-6B-IJDAGA,-0.3934157978964428,0.46690488676239655,-0.012620607527940657
CDMS-12-6B-SCLAG,-2.9410571741797926,-0.12171177312898993,-1.9966447723308036
CDMS-12-7C-ARAHE,0.9116817374987078,-1.2358790222091192,-0.4601208464162623
CDMS-12-7C-CATRAR,0.15110453439356072,0.46690488676239655,0.36593543131652945
CDMS-12-7C-DLOLO,0.6776685034557475,0.46690488676239655,0.7320080249478746
CDMS-12-7C-JSZAOR,-0.9928157971842632,-0.029740420020962544,-0.537099098518612
CDMS-12-7C-MAROBE,0.920845318259011,0.46690488676239655,0.9010670045521679
CDMS-12-7C-VMAPA,1.9215083372841009,0.46690488676239655,1.596738049758501
CDMS-12-7C-VQURA,0.251949512710926,0.46690488676239655,0.43604387955138174
CDMS-13-6B-ASUMO,-1.5981212151842765,-1.8034736585329607,-0.9322541259773355
CDMS-13-6B-JDTAHE,-0.4950540135301902,-0.40791987381012773,-0.5420426559930733
CDMS-13-7C-MVEAR,-0.9899182786572494,0.46690488676239655,-0.42731516140815784
CDMS-13-7C-RAIZAC,-0.3516765277752968,0.46690488676239655,0.016396954947403605
CDMS-13-7C-SSOSLO,-0.4890097633001048,0.46690488676239655,-0.07907849850963604
CDMS-14-10A-IMORTO,1.0002630181816385,0.46690488676239655,0.9562789922669573
CDMS-14-10A-JCVANI,-0.2576685310798681,0.46690488676239655,0.08175226445267336
CDMS-14-6B-KDCAHE,-1.6786496521687604,-0.8976155520767326,-1.7160326928376162
CDMS-15-10A-AMALOS,0.4677512730357067,0.46690488676239655,0.586071444583984
CDMS-15-10A-JJMACH,1.1058791605343667,0.46690488676239655,1.029704401964586
CDMS-15-10A-MAALCA,-0.20861092996186234,0.46690488676239655,0.11585760460837143
CDMS-15-10A-MAALRI,0.11641868425641964,0.20202738981126794,0.12149261391259564
CDMS-15-10A-SGOMO,0.018342416624464605,0.46690488676239655,0.27363786512664945
CDMS-15-10A-SHEGA,-1.0117975001877482,0.22365004262360727,-0.44252581736429775
CDMS-15-11B-JEMOLO,-0.7571895905676707,-0.009874607749627428,-0.31724921051430444
CDMS-15-11B-VSAHO,0.26006327548866975,0.46690488676239655,0.44168464944577485
CDMS-16-10A-SGALO,1.5908048894011628,0.46690488676239655,1.36682967014615
CDMS-16-11B-NGABE,0.4239240527256197,0.46690488676239655,0.5556023180329587
CDMS-17-10A-ASSAMO,0.8295820139389204,0.46690488676239655,0.8376198329287013
CDMS-18-7C-VVECA,0.22990446482672888,0.46690488676239655,0.42071793943803115
CDMS-8-4A-DBEVA,-0.6827813147940119,-3.5062575675044765,-3.877955239760555
CDMS-8-4A-DJAVDA,-1.3028502795745145,0.46690488676239655,-0.6448686514619005
CDMS-8-4A-DOSTR,-1.4710045751082097,0.46690488676239655,-0.7617712173664843
CDMS-8-4A-LGOPA,-0.7260419402438134,-0.6418846353585932,-0.6849689502314963
CDMS-8-4C-JDBUTU,-3.751327730246243,-1.9781181620172184,-4.115600920609857
CDMS-9-4A-ACDUTR,-2.225004124632699,-0.4839374099852278,-2.2586486237408874
CDMS-9-4A-CARGA,-0.3450201713769889,0.46690488676239655,0.021024521195817727
CDMS-9-4A-CRAAG,-2.377636485194053,0.46690488676239655,-1.3920708852020345
CDMS-9-4A-EROHI,-0.13160890165578934,0.46690488676239655,0.16939019299849992
CDMS-9-4A-ILOSE,0.9961188646993906,0.18808646891910874,0.7013054133735641
CDMS-9-4A-TGAFR,-0.8304167825988952,-0.7944165272905744,-1.2606946682806928
CDMS-9-4C-SCAMO,1.0098393728500605,0.2091862410802166,0.739241931204335
CDMS-9-5A-ABERO,-2.2591755486389706,0.46690488676239655,-1.3097156447438787
CDMS-9-5A-VVAAR,0.6813704077230955,0.46690488676239655,0.7345816262121933
CDMS-9-5C-JDMADE,-0.4526247121462269,0.2587042341370536,-0.20437825165876455
CDMS-9-5C-LVIZAC,-2.273113633790637,-0.2742031357951575,-1.3551425962487547
CDMS-9-5C-MLOGO,-1.3132716067136825,0.46690488676239655,-0.6521136634244745
CDMS-9-5C-SCAAG,-4.229575793338486,-0.8045070986030038,-3.3692829498682335
CDMS-XX-10A-VGILO,1.4530117861166072,0.08850846254650525,1.0110190826508496
CDMS-XX-5C-MPCAQU,0.059268429943309366,0.46690488676239655,0.3020900432528955
CDMS-XX-6B-SPUCA,0.030132200862714956,0.3819174545855671,0.28183424229642984
CSO-10-4A-KCOMO,1.026754616142893,0.021316574134333067,0.6201646055172624
CSO-10-4A-LRAVI,1.2337954854366298,0.46690488676239655,1.118633123973727
CSO-10-4A-LSCAVA,0.5573566147669933,0.46690488676239655,0.6483659838575612
CSO-10-5A-ACAVA,-0.9523765168724891,-0.5695722752202634,-0.6073835895685818
CSO-10-5A-ARACA,-1.1772666917708676,0.46690488676239655,-0.557561671862274
CSO-10-5A-DABRZA,-1.2696915114044334,0.21194259023189868,-0.6494791136199011
CSO-10-5A-GZAMA,0.6700964265452609,0.34650602451188184,0.6679604480290687
CSO-10-5A-IPECA,0.8926531660927446,0.46690488676239655,0.881467535408969
CSO-10-5A-JANORO,0.6959602657179265,0.1864463605788536,0.6230084419885507
CSO-10-5A-JBUVE,-0.0627123500135093,0.46690488676239655,0.21728777208440728
CSO-10-5A-JJSEMO,-0.6827813147940119,-0.44997875652996017,-1.0427870007909643
CSO-10-5A-JLCARI,-0.5499093937696179,0.18310756860047572,-0.21379043968874664
CSO-10-5A-MAARAN,-0.0368761431476565,0.46690488676239655,0.23524936424162102
CSO-10-5A-RVMOIB,0.5848473570479029,0.23203814069736414,0.4551240268558015
CSO-10-5A-SVHEES,-0.4826532362140613,0.21464060395180237,-0.23887964778136345
CSO-11-5A-MDVOSPE,0.036498684351369,0.46690488676239655,0.28626028596811043
CSO-11-5A-MTAGA,0.5573566147669933,-0.8574825979932278,-0.022200123345123352
CSO-11-6A-CAPAMU,-0.35246420271467727,0.24411073044836482,-0.1614164513424744
CSO-11-6A-DSCACH,0.8252876489314054,0.46690488676239655,0.834634346969416
CSO-11-6A-EROMO,1.1916800385079689,0.19289368301985718,0.8416079408593209
CSO-11-6A-FSOVRE,-0.40538204107641956,-0.4741072734587034,-0.5654595071878993
CSO-11-6B-ANREVA,0.8099773041220112,0.46690488676239655,0.823990440505882
CSO-11-6B-DISEMO,0.23792714806188123,-3.7069223379219913,-1.4547731705508549
CSO-11-6B-LHFDLACH,-0.28956684932345,0.46690488676239655,0.059576231191789474
CSO-11-6B-RJGIHE,-0.4581186463952786,0.46690488676239655,-0.057602681799922444
CSO-11-6B-SFLVA,0.16623619082852162,0.46690488676239655,0.37645511181603275
CSO-11-6B-VCOMA,0.1827316152121078,0.46690488676239655,0.3879228975779484
CSO-12-6A-DGISE,-0.12471924649156044,-1.9169925857977235,-0.8172999361711615
CSO-12-6A-FJOVRE,-1.1078600390774993,-0.1328177478439214,-1.0515462097384618
CSO-12-6B-GQULO,0.3628971169364264,0.46690488676239655,0.5131757754316643
CSO-12-6B-LJHEFE,-0.6742872193860601,0.22500762927278542,-0.22363240799407053
CSO-12-6B-VPAMA,0.9018393729783846,0.46690488676239655,0.8878538792870918
CSO-12-7A-DALRE,-2.2214709681382216,0.46690488676239655,-1.2835030392739801
CSO-12-7A-ESALA,1.392064836586901,0.46690488676239655,1.2286635766291147
CSO-12-7A-IMERO,-0.5907710813104534,0.46690488676239655,-0.14982399536111732
CSO-12-7A-JHEZA,-0.003938040555639772,0.46690488676239655,0.25814826609134267
CSO-12-7A-LSARAR,0.6105053831767526,-0.2142086768262078,0.3158199347754105
CSO-12-7A-SCAHO,0.3990411343975011,0.21329877266025934,0.30900654054677607
CSO-12-7B-DVAGRO,-0.9016291847165414,0.46690488676239655,-0.3659356909028004
CSO-12-7B-SMUGU,-0.11182672346146995,-0.005154018695049393,-0.24366714743539974
CSO-12-7B-SSARA,0.3914226664454508,0.46690488676239655,0.5330070257774218
CSO-12-7B-VHOMA,0.23492075308113,0.46690488676239655,0.42420531373551984
CSO-12-8A-YTOME,-0.20272792270588127,0.46690488676239655,0.11994753071627545
CSO-13-6A-ANASA,0.9856516729143514,0.2211422607252713,0.8039096685179785
CSO-13-6B-JETAVE,0.4361937136029874,-0.32468303516050967,0.2569271478796386
CSO-13-6B-LFMIES,1.1398456422880705,-1.7002746337468027,-0.12234960688838112
CSO-13-6B-LJMAHU,-0.0627123500135093,-0.4883910038810021,-0.43286297354067843
CSO-13-7A-CAPAMU,-0.4099509702905922,0.1490518904210441,-0.09308854039226305
CSO-13-7A-CDDITR,0.17350439847430477,0.46690488676239655,0.38150804323608745
CSO-13-7A-JJATFL,0.6527518401178395,-0.44997875652996017,0.0846483223080527
CSO-13-7A-KRAMA,-0.4170374727452238,-1.2358790222091192,-0.4601208464162623
CSO-13-7A-RXCHLU,-0.10239676375946151,0.46690488676239655,0.1896987665309254
CSO-13-7A-YAMEZA,0.30625430671538245,0.46690488676239655,0.47379712123867906
CSO-13-8A-KIGAGU,-0.3531951082890582,0.46690488676239655,0.01534122242491305
CSO-13-8A-MBUAN,1.2174300288881723,-2.2673144366040514,-1.395779084873201
CSO-13-8A-MGAAN,0.9989208775652337,0.025442391843851997,0.6875549122005732
CSO-13-8A-MGAHE,0.35464176089644234,0.46690488676239655,0.5074365684701826
CSO-13-8A-MJAGA,-1.0320155593255609,0.46690488676239655,-0.45658161643454703
CSO-13-8A-VHODU,0.6639926787738301,0.163223680066843,0.7225004533981664
CSO-13-8B-FCJISA,1.3122231805867324,-0.051333694228933455,1.0419591337373963
CSO-13-8B-JEMABE,-1.4045009295385322,-0.3147008419458404,-1.3374205326712287
CSO-13-9B-DMLLLU,-1.197753844865954,-1.957397627705524,-1.1855430187706013
CSO-14-7A-MVEBE,2.0041841992548344,0.46690488676239655,1.654215144661588
CSO-14-7B-EALHU,0.21287385655560198,-8.362345011608435,-5.530421718224311
CSO-14-7B-EVEGO,0.707994837849261,0.46690488676239655,0.7530911991470836
CSO-14-8A-AQUMA,-0.28452563822767374,0.07927928146807187,-0.0350506933437806
CSO-14-8A-MCIDOS,-1.3681206969198325,0.46690488676239655,-0.6902453053327602
CSO-14-8A-SZARA,-1.1495748051343901,-0.0688024104421234,-0.5964328973300852
CSO-14-8B-JLLORA,-0.6227746407829973,0.46690488676239655,-0.17207319338812002
CSO-14-9A-AEDCAGO,0.3166239578522086,-0.09401216560468938,0.3390039730556472
CSO-14-9A-HASACA,0.77647873014056,0.10842406382102783,0.47658293706074084
CSO-14-9A-JSMAAL,0.870460745497743,0.46690488676239655,0.8660391402974712
CSO-14-9A-MARJA,1.0277537604625482,0.46690488676239655,0.9753908341682306
CSO-14-9A-SORZU,-1.0723821687711423,0.0449761305570631,-0.8050924115899751
CSO-14-9B-ERAGA,-0.0627123500135093,0.46690488676239655,0.21728777208440728
CSO-14-9B-MFEGA,0.009179703874081116,0.46690488676239655,0.26726785460882807
CSO-15-10A-LJRAGU,0.339845511938224,-0.28196342922507794,0.04575926897048112
CSO-15-10A-MAARLO,-0.6395206893442105,-0.5802852174629779,-0.8052698465402837
CSO-15-10A-SFEGA,0.6090290284987033,-0.5263857268043217,0.6842891681719917
CSO-15-10B-MEBUAR,-0.12471924649156044,0.46690488676239655,0.1741799509070913
CSO-15-10B-YVBUAN,0.41956351148243765,0.46690488676239655,0.5525708256857496
CSO-15-10C-ALBAHO,2.417563509108501,0.46690488676239655,1.941600619177023
CSO-15-10C-SSCAMO,-0.3338356220632816,0.46690488676239655,0.02880013292853579
CSO-15-11C-JETALO,-1.0688619909780979,0.46690488676239655,-0.4821976281512761
CSO-15-7B-JCRAGA,0.3882468970995831,0.46690488676239655,0.5307991988285189
CSO-15-8A-VBMABR,0.1648358939426404,0.46690488676239655,0.3754816112672174
CSO-15-8B-KEPOGO,0.6973721874593652,0.46690488676239655,0.7457062252256931
CSO-15-9B-ALRIHE,1.046116857593978,0.46690488676239655,0.9881570449022828
CSO-15-9B-AMSAGO,1.2790762295115092,0.46690488676239655,1.1501127549377872
CSO-15-9B-JCAPA,0.33344282192958324,0.13580801557349048,0.3130829302562189
CSO-15-9B-KSBEJA,0.16655684704818832,-0.33440518804772623,0.1448376524586674
CSO-15-9B-RMCHLU,0.8567002529368974,0.46690488676239655,0.8564727067825365
CSO-16-10A-JEGAHE,-4.2340853858096175,-1.2186791847447624,-2.682692925298628
CSO-16-10A-MSACO,-0.5733573798327449,0.46690488676239655,-0.1377178140817182
CSO-16-10A-SMOUT,0.46877533408406247,-2.181870082748852,-2.122851091826999
CSO-16-10A-YKMUJO,0.247322132376742,0.46690488676239655,0.43282687797098424
CSO-16-10B-JESUGU,-0.12039318394657941,-0.0874898742980936,0.1771874733148115
CSO-16-10B-LTVIFA,0.6303059047411698,0.46690488676239655,0.6990810675955791
CSO-16-10B-VVILI,0.9722229005553895,0.46690488676239655,0.9367852190726946
CSO-16-10C-ACALGU,0.21287385655560198,-0.03762367885879185,0.24465781727635347
CSO-16-10C-MAVAVE,1.1044762895733193,0.46690488676239655,1.0287291118926971
CSO-16-11A-JAVABO,0.46252253780056163,0.46690488676239655,0.5824363749981364
