feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_pe_T2W20,0.40829856803106596,0.3038393948385115,1.0,400,1.0
z_density_T2W20,-0.35104978755245897,0.41128603626682897,1.0,400,1.0
z_l3_T2W20,-0.3017000785613489,0.22173125820465903,1.0,400,1.0
z_l2_T2W20,0.2971307859623435,0.23576452291989036,1.0,400,1.0
z_diameter_T2W20,-0.18963933085646523,0.36381644505714444,1.0,400,1.0
z_asp_T2W20,-0.17553129510817278,0.3964973212460447,1.0,400,1.0
z_lsc_T2W20,-0.07474848688775233,0.33674434424590255,1.0,400,1.0
z_re_T2W20,0.06044124391806568,0.22655453945184872,1.0,400,1.0
z_atd_T2W20,-0.031276584006456914,0.177460253067904,1.0,400,1.0
z_l1_T2W20,0.0012073031692336068,0.2040772132560521,1.0,400,1.0
z_lcc_T2W20,5.1418626134552536e-18,1.101562159405683e-15,0.0,400,1.0
z_edges_T2W20,0.0,0.0,0.0,400,1.0
z_nodes_T2W20,0.0,0.0,0.0,400,1.0
