feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
re_T7W40,-0.2370699751072843,0.21080675766598658,1.0,246,0.615
edges_T7W40,0.1982159573353648,0.16982761872359498,1.0,367,0.9175
l1_T7W40,-0.1795627480922895,0.16821824726162166,1.0,92,0.23
asp_T7W40,-0.16765744786611336,0.12366101764616517,1.0,324,0.81
density_T7W40,0.15597494972185472,0.1321685613696366,1.0,171,0.4275
pe_T7W40,-0.14392396009274436,0.15205246565630326,1.0,91,0.2275
diameter_T7W40,-0.1418702463536468,0.11937667195912098,1.0,344,0.86
l2_T7W40,-0.09955983163045003,0.12332202522367487,1.0,55,0.1375
lsc_T7W40,0.0821237573019085,0.09251793997070974,1.0,136,0.34
l3_T7W40,0.07375611816425763,0.13517092446744633,1.0,89,0.2225
atd_T7W40,0.046137554013355356,0.08068700290290264,1.0,32,0.08
lcc_T7W40,0.030482138676268016,0.04052442954320386,1.0,21,0.0525
nodes_T7W40,-0.02028163147436612,0.0923821439383638,1.0,32,0.08
