feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
nodes_T2W10,0.4203580836047235,0.24673765913691587,1.0,125,0.3125
edges_T2W10,0.32053353182616057,0.24730200349933318,1.0,400,1.0
diameter_T2W10,0.2899430557189027,0.5906041195812765,1.0,279,0.6975
asp_T2W10,-0.2076378613270197,0.5953268680190434,1.0,242,0.605
l3_T2W10,-0.19783716465852497,0.0810378096018086,1.0,73,0.1825
density_T2W10,-0.18645473297779802,0.19432113652015048,1.0,46,0.115
lcc_T2W10,-0.17116024501737834,0.348170981821708,1.0,382,0.955
l1_T2W10,0.11354882089276408,0.06922286699050931,1.0,55,0.1375
l2_T2W10,-0.08995558895319124,0.08630641437052439,1.0,52,0.13
lsc_T2W10,0.07223677178872451,0.10317112742020386,1.0,241,0.6025
pe_T2W10,0.020301913153340408,0.11481130560882123,1.0,21,0.0525
re_T2W10,-0.01374322323866715,0.10123114267460948,1.0,27,0.0675
atd_T2W10,0.0008488249732963575,0.18477694838485503,1.0,57,0.1425
