target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T2W40,VALIDATION,R2,-0.011066,0.068912,-0.01784,-0.004292,1.9659,399,True
MOT,T2W40,VALIDATION,RMSE,7.654162,0.389926,7.615834,7.692491,1.9659,399,True
MOT,T2W40,VALIDATION,MAE,6.519108,0.276715,6.491908,6.546308,1.9659,399,True
MOT,T2W40,VALIDATION,rho,0.041029,0.1334,0.027917,0.054142,1.9659,399,True
MOT,T2W40,TEST,R2,-0.01115,0.054202,-0.016477,-0.005822,1.9659,399,True
MOT,T2W40,TEST,RMSE,7.60098,0.503825,7.551456,7.650504,1.9659,399,True
MOT,T2W40,TEST,MAE,6.412587,0.395095,6.37375,6.451423,1.9659,399,True
MOT,T2W40,TEST,rho,0.032709,0.196967,0.013348,0.052071,1.9659,399,True
COG,T2W40,VALIDATION,R2,-0.016309,0.047988,-0.021026,-0.011592,1.9659,399,True
COG,T2W40,VALIDATION,RMSE,2.256734,0.197625,2.237308,2.27616,1.9659,399,True
COG,T2W40,VALIDATION,MAE,1.772811,0.134492,1.75959,1.786031,1.9659,399,True
COG,T2W40,VALIDATION,rho,0.043625,0.130607,0.030787,0.056463,1.9659,399,True
COG,T2W40,TEST,R2,-0.022917,0.052162,-0.028044,-0.017789,1.9659,399,True
COG,T2W40,TEST,RMSE,2.177545,0.297408,2.148311,2.206779,1.9659,399,True
COG,T2W40,TEST,MAE,1.681099,0.191342,1.662291,1.699907,1.9659,399,True
COG,T2W40,TEST,rho,0.028937,0.217837,0.007524,0.050349,1.9659,399,True
MOT_V4,T2W40,VALIDATION,R2,-0.017695,0.054887,-0.02309,-0.0123,1.9659,399,True
MOT_V4,T2W40,VALIDATION,RMSE,3.476937,0.197902,3.457484,3.49639,1.9659,399,True
MOT_V4,T2W40,VALIDATION,MAE,2.851314,0.12982,2.838553,2.864075,1.9659,399,True
MOT_V4,T2W40,VALIDATION,rho,0.035298,0.137745,0.021758,0.048838,1.9659,399,True
MOT_V4,T2W40,TEST,R2,-0.02148,0.096368,-0.030952,-0.012007,1.9659,399,True
MOT_V4,T2W40,TEST,RMSE,3.387858,0.288483,3.359502,3.416215,1.9659,399,True
MOT_V4,T2W40,TEST,MAE,2.773752,0.192656,2.754814,2.792689,1.9659,399,True
MOT_V4,T2W40,TEST,rho,0.038548,0.208518,0.018051,0.059044,1.9659,399,True
COG_V1,T2W40,VALIDATION,R2,0.031838,0.062262,0.025718,0.037958,1.9659,399,True
COG_V1,T2W40,VALIDATION,RMSE,1.313909,0.076787,1.306361,1.321457,1.9659,399,True
COG_V1,T2W40,VALIDATION,MAE,1.027383,0.059917,1.021494,1.033273,1.9659,399,True
COG_V1,T2W40,VALIDATION,rho,0.18301,0.13449,0.16979,0.19623,1.9659,399,True
COG_V1,T2W40,TEST,R2,0.019462,0.086735,0.010937,0.027988,1.9659,399,True
COG_V1,T2W40,TEST,RMSE,1.30025,0.115763,1.288871,1.311629,1.9659,399,True
COG_V1,T2W40,TEST,MAE,1.02403,0.090086,1.015175,1.032885,1.9659,399,True
COG_V1,T2W40,TEST,rho,0.161439,0.193982,0.142371,0.180506,1.9659,399,True
