feature,mean_coef,std_coef,frac_nonzero
z_l2_T2W10,-6.62863544314598,4.691554797469172,1.0
z_pe_T2W10,5.886310382282676,3.4392263293153342,1.0
z_l2_T2W20,2.981263370927999,1.5864300618516418,1.0
z_cc_T2W20,-2.8684049272285312,0.8176587129120172,1.0
z_l3_T2W20,0.09672236880979543,0.5619000089715482,1.0
