subject,z_diameter_T2W20,z_asp_T2W20
CDMS-10-4A-JURAN,0.6827143127091911,0.7664017648124838
CDMS-10-5A-HEPIHO,-0.1867278389405371,-0.268896724130895
CDMS-10-5A-KSRAGU,0.2299522166454614,0.3174838167394776
CDMS-10-5A-SROPU,0.4548646010363633,0.6286249553307015
CDMS-10-5A-SZURO,-0.1401493414656281,-0.3206927372854252
CDMS-10-5B-SRAJA,0.7907336710844045,0.7244764235532711
CDMS-10-5C-DAAUSA,0.2177096002816519,0.2489325683519241
CDMS-10-5C-ICAPA,0.4043895398129088,0.4352305178296208
CDMS-10-5C-JFALGI,-0.6380692567543508,-0.7333639533837457
CDMS-10-5C-MAORTO,-0.6236371420814285,-0.5406028632384151
CDMS-10-5C-NBEMO,0.2448039844515845,0.2535453078619058
CDMS-10-6B-ASCACO,0.5498185662463201,0.7187425429130704
CDMS-10-6B-JJMOBE,-0.5363028669622395,-0.733587899058699
CDMS-11-5A-EAARCA,0.2825022828913812,0.324817956416474
CDMS-11-5A-MGTHAR,-0.1138980919574288,-0.0351770305125402
CDMS-11-6A-DFVEBE,1.0982520206328328,1.2783257366440772
CDMS-11-6A-NMREPR,1.03089963386774,1.12291504146807
CDMS-11-6B-ARAHE,0.6520693711491171,0.7899845846448126
CDMS-11-6B-AVROTO,-0.1182836681038844,-0.0880961511352758
CDMS-11-6B-EAFESA,0.8140472481307407,0.8702775291453928
CDMS-11-6B-EFRGR,0.6424797823176635,0.7452523081056595
CDMS-11-6B-EROCO,0.7866768714598129,0.9197682532256533
CDMS-11-6B-JACUPE,0.6996703932677334,0.7372376367139175
CDMS-11-6B-JDCHBA,0.6060579081508446,0.6413110447020828
CDMS-11-6B-JFSAHE,-0.1537746080643713,-0.0452181279358543
CDMS-11-6B-JLPENA,0.3101284200541147,0.54133859310775
CDMS-11-6B-JMARME,0.5236881823483757,0.6100537961606458
CDMS-11-6B-JPSAMA,-0.0489131221085772,0.0435854524516776
CDMS-11-6B-LESTA,0.0840792452370486,0.1652049566486357
CDMS-11-6B-MAGIMU,1.5308390745723013,1.4754049148879251
CDMS-11-6B-MEBRTA,1.144796440217353,1.4220966481640909
CDMS-11-6B-MMAMO,0.3672262725485934,0.3755323046376846
CDMS-11-6B-RSECA,0.2469026498234146,0.2393573633644254
CDMS-11-6B-SCAPA,-0.076862881720313,-0.0335213832957446
CDMS-11-6B-VZAPE,0.211965093576406,0.3234579569304873
CDMS-11-6B-YLNIME,-0.2712265108708008,-0.3260384362409544
CDMS-11-7C-ICARE,-0.0691790691586189,-0.0007622586079192
CDMS-11-7C-SALMA,-0.026438580802189,0.0334094201788139
CDMS-11-7C-SPGAVE,0.2320230824075723,0.2423146016859659
CDMS-12-5A-SRIGO,0.6040753957000051,0.6333302351255309
CDMS-12-6A-FAROPA,0.2861826831498138,0.3471441814302226
CDMS-12-6A-JGIGA,-0.1190620237726553,-0.1828566379109353
CDMS-12-6A-JSOTGU,-0.6414543556239961,-0.607859075903101
CDMS-12-6A-SROAL,0.3232582898126075,0.248783507968866
CDMS-12-6B-IJDAGA,0.9868028347367628,1.1612699987670283
CDMS-12-6B-SCLAG,1.0346285262303534,1.395760025851614
CDMS-12-7C-ARAHE,0.0663116651473091,0.181230166393084
CDMS-12-7C-CATRAR,-0.3286773028059351,-0.4568923675107514
CDMS-12-7C-DLOLO,0.1124962017154372,0.0517344397257141
CDMS-12-7C-JSZAOR,1.4207311104790976,1.5843335662381008
CDMS-12-7C-MAROBE,0.0669121754966889,0.1645219885661628
CDMS-12-7C-VMAPA,-0.7969424551093773,-0.8502065967795324
CDMS-12-7C-VQURA,-0.1622410039190938,-0.0707244349071564
CDMS-13-6B-ASUMO,0.4092867772623691,0.5433370929399193
CDMS-13-6B-JDTAHE,0.691055286424862,0.7727012025196235
CDMS-13-7C-MVEAR,1.2481201786209333,1.4000232758501605
CDMS-13-7C-RAIZAC,0.6941991761117318,0.7190776875543406
CDMS-13-7C-SSOSLO,1.3038069181966858,1.417179104595624
CDMS-14-10A-IMORTO,-0.3558076836438024,-0.4436340577820729
CDMS-14-10A-JCVANI,0.2627356036369712,0.3733380306849936
CDMS-14-6B-KDCAHE,-0.0712341618957347,-0.0282401853057169
CDMS-15-10A-AMALOS,0.5927029351633153,0.6871322407649448
CDMS-15-10A-JJMACH,0.149564686039275,0.1922241996475348
CDMS-15-10A-MAALCA,0.2521478781036186,0.2757971513155557
CDMS-15-10A-MAALRI,0.5894324978317907,0.6596278205553874
CDMS-15-10A-SGOMO,-0.0479671068386513,0.0413401231796843
CDMS-15-10A-SHEGA,0.541661293146896,0.6692397172673331
CDMS-15-11B-JEMOLO,1.25694266912871,1.3109031340834512
CDMS-15-11B-VSAHO,0.707440765530785,0.6767114491299783
CDMS-16-10A-SGALO,-0.4313170056222989,-0.4740413180915114
CDMS-16-11B-NGABE,0.2489340486811934,0.3018606653241166
