feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_l3_T7W20,0.02621019475212961,0.04396718674818486,1.0,400,1.0
z_lsc_T7W20,0.01887393081971709,0.045465186787710235,1.0,400,1.0
z_re_T7W20,0.017281987211879627,0.02656990442493857,1.0,400,1.0
z_density_T7W20,-0.015172948312852475,0.040071402099285704,1.0,400,1.0
z_atd_T7W20,0.015118031505149773,0.02052431792581099,1.0,400,1.0
z_diameter_T7W20,-0.005841249825106503,0.02763778134168082,1.0,400,1.0
z_l2_T7W20,0.004184734473869591,0.02245003406764656,1.0,400,1.0
z_pe_T7W20,-0.0035537397247093786,0.020466954819712817,1.0,400,1.0
z_l1_T7W20,0.0027944880409203417,0.014530583766085209,1.0,400,1.0
z_asp_T7W20,0.0007806949304031653,0.015923458076104957,1.0,400,1.0
z_lcc_T7W20,-1.0220973261317807e-18,1.8978593119719827e-17,0.0,400,1.0
z_edges_T7W20,0.0,0.0,0.0,400,1.0
z_nodes_T7W20,0.0,0.0,0.0,400,1.0
