feature,mean_coef,std_coef,frac_nonzero
edges_T2W10,0.668008064586169,0.5948103575944375,1.0
diameter_T2W10,0.5045966604271067,0.7686167784754793,1.0
lsc_T2W10,0.25630138153499366,0.269223210828652,1.0
asp_T2W10,-0.22624705367378528,1.5819055460792617,1.0
lcc_T2W10,-0.18366699756253543,0.5701601609473392,1.0
