subject,edges_T2W20,z_density_T2W20,z_diameter_T2W20,z_asp_T2W20
CSO-14-8A-SZARA,-0.29163005650917684,-0.24281081563158385,0.616522872300117,0.5485185611930221
CSO-14-8B-JLLORA,0.5283025107261066,0.15813222296628646,0.25757266365328385,-0.029438207310904758
CSO-14-9A-AEDCAGO,-0.28138089941875183,0.7883084121211593,-0.40845947035877345,-0.48917825982197055
CSO-14-9A-HASACA,0.11254722952208746,1.1052223187229036,-1.1395599715460216,-0.9840742590085672
CSO-14-9A-JSMAAL,0.5283025107261066,1.0462300925484511,-0.6636240274361653,-0.8177344076979552
CSO-14-9A-MARJA,0.5283025107261066,0.31824805012881424,-0.4605476962180684,-0.5920384517091187
CSO-14-9A-SORZU,-0.10057780783298795,0.4818500984028875,-0.1795948176011425,-0.31669257180413374
CSO-14-9B-ERAGA,0.5283025107261066,-0.009609452107423916,0.31550961268528177,0.17647221638049165
CSO-14-9B-MFEGA,0.5283025107261066,-0.32969446888676285,-0.14939398395854006,-0.21423844092591934
CSO-15-10A-LJRAGU,-0.5453108507919329,0.25610943631792094,-0.5041070048387285,-0.4982526269623407
CSO-15-10A-MAARLO,-0.6828582689919587,-0.955496877205244,0.4263915099338099,0.60835287902348
CSO-15-10A-SFEGA,-0.9071473022730886,-0.8237104736051465,1.1303420021531276,0.9257289659937514
CSO-15-10B-MEBUAR,0.5283025107261066,-0.09819877097049286,0.5779929523498101,0.6872662064122076
CSO-15-10B-YVBUAN,0.5283025107261066,0.35744211518372987,-0.552475474395394,-0.5618898647565247
CSO-15-10C-ALBAHO,0.5283025107261066,0.8990010694667646,-1.534183462773535,-1.0409783540199447
CSO-15-10C-SSCAMO,0.5283025107261066,0.3126796899706255,0.8878202055358921,0.9277460505687295
CSO-15-11C-JETALO,0.5283025107261066,0.30257540684418555,0.910467533004609,0.8496963205859148
CSO-15-7B-JCRAGA,0.5283025107261066,1.6132339865493417,-2.10433424685529,-2.0453119879792485
CSO-15-8A-VBMABR,0.5283025107261066,0.3978964542266822,-1.1180033239435854,-0.9910936734877169
CSO-15-8B-KEPOGO,0.5283025107261066,0.9959404069691121,-0.548490649064546,-0.5115131550198911
CSO-15-9B-ALRIHE,0.5283025107261066,0.5223436540471397,-0.9924769620353981,-0.9280300437594138
