run_name,target,window,feature_type,covariates,n_subjects,n_candidate_predictors,n_selected_per_split,predictors,n_iter,alpha_mean,alpha_std,r2_mean,r2_std,r2_ci_lower,r2_ci_upper,rmse_mean,rmse_std,rmse_ci_lower,rmse_ci_upper,mae_mean,mae_std,mae_ci_lower,mae_ci_upper,rho_mean,rho_std,rho_ci_lower,rho_ci_upper,frac_r2_below_zero
W30_raw_all,MOT,T2W30,raw,,230,13,13,"nodes_T2W30, edges_T2W30, re_T2W30, pe_T2W30, l1_T2W30, l2_T2W30, l3_T2W30, lcc_T2W30, lsc_T2W30, atd_T2W30, density_T2W30, diameter_T2W30, asp_T2W30",400,645.3949196292735,344.31205707798466,-0.0086498936970632,0.053816144611285,-0.0139398250796908,-0.0033599623144357,7.604986355262408,0.5134065766905793,7.554520355111343,7.655452355413473,6.478725628519888,0.4106769903435693,6.438357573263734,6.519093683776041,0.0667113119632078,0.2146236198784701,0.0456145903297862,0.0878080335966294,0.5025
W30_raw_all,COG,T2W30,raw,,230,13,13,"nodes_T2W30, edges_T2W30, re_T2W30, pe_T2W30, l1_T2W30, l2_T2W30, l3_T2W30, lcc_T2W30, lsc_T2W30, atd_T2W30, density_T2W30, diameter_T2W30, asp_T2W30",400,671.8262007659443,356.2083844324632,-0.0216258882475375,0.0785426398877202,-0.0293463442299852,-0.0139054322650899,2.237223920836887,0.2921172525026769,2.208509856821665,2.2659379848521084,1.7681497255497178,0.1954484682927536,1.7489378516115852,1.7873615994878504,0.0404718455278275,0.1942325058087588,0.0213794962816,0.059564194774055,0.6275
W30_raw_all,MOT_V4,T2W30,raw,,230,13,13,"nodes_T2W30, edges_T2W30, re_T2W30, pe_T2W30, l1_T2W30, l2_T2W30, l3_T2W30, lcc_T2W30, lsc_T2W30, atd_T2W30, density_T2W30, diameter_T2W30, asp_T2W30",400,429.4672651785978,329.01926003183684,-0.0064577205473158,0.0587889931446565,-0.0122364648634551,-0.0006789762311765,3.34388592328138,0.2751189178570188,3.316842733769413,3.370929112793346,2.755566346925168,0.1879481751325918,2.7370917245395843,2.774040969310752,0.0813194131992809,0.2038917810635794,0.0612775923089401,0.1013612340896217,0.475
W30_raw_all,COG_V1,T2W30,raw,,230,13,13,"nodes_T2W30, edges_T2W30, re_T2W30, pe_T2W30, l1_T2W30, l2_T2W30, l3_T2W30, lcc_T2W30, lsc_T2W30, atd_T2W30, density_T2W30, diameter_T2W30, asp_T2W30",400,196.20686412428907,162.5365512884978,0.0075075919096124,0.105317171906989,-0.0028447032394446,0.0178598870586695,1.3361115062745743,0.1217460398319241,1.324144313130782,1.348078699418367,1.048952184259203,0.0945757804108934,1.0396557288470631,1.0582486396713426,0.1697808141238259,0.1929102829703237,0.1508184345760669,0.1887431936715849,0.3375
W30_raw_top5,MOT,T2W30,raw,,230,13,5,"nodes_T2W30, edges_T2W30, re_T2W30, pe_T2W30, l1_T2W30, l2_T2W30, l3_T2W30, lcc_T2W30, lsc_T2W30, atd_T2W30, density_T2W30, diameter_T2W30, asp_T2W30",400,305.1372456992974,278.8709611801734,-0.0102568518309347,0.0672354853709639,-0.016865855628198,-0.0036478480336713,7.610151285216891,0.5396970849650036,7.55710102367381,7.663201546759972,6.479099465409372,0.4367036032803412,6.436173088713581,6.522025842105164,0.0694860575149215,0.2183164059386625,0.0480263484358135,0.0909457665940295,0.4775
W30_raw_top5,COG,T2W30,raw,,230,13,5,"nodes_T2W30, edges_T2W30, re_T2W30, pe_T2W30, l1_T2W30, l2_T2W30, l3_T2W30, lcc_T2W30, lsc_T2W30, atd_T2W30, density_T2W30, diameter_T2W30, asp_T2W30",400,400.4924441270306,315.67111844191874,-0.0183147412231125,0.0480353113963548,-0.0230364377152201,-0.0135930447310048,2.234046148548284,0.2848143864689683,2.206049929716769,2.262042367379799,1.7675529186782075,0.1933242741237113,1.7485498453050128,1.7865559920514025,0.03110011918134,0.1905225823945946,0.0123724419203965,0.0498277964422834,0.6175
W30_raw_top5,MOT_V4,T2W30,raw,,230,13,5,"nodes_T2W30, edges_T2W30, re_T2W30, pe_T2W30, l1_T2W30, l2_T2W30, l3_T2W30, lcc_T2W30, lsc_T2W30, atd_T2W30, density_T2W30, diameter_T2W30, asp_T2W30",400,218.91530566866328,247.79431029569213,-0.0052058652947958,0.0649848663059356,-0.0115936414194263,0.0011819108298345,3.341233179812308,0.2760842562236713,3.314095101048101,3.368371258576514,2.753700961018516,0.1890690711788077,2.7351161586262744,2.772285763410757,0.0763154150816465,0.2028656789584336,0.0563744562981511,0.0962563738651418,0.495
W30_raw_top5,COG_V1,T2W30,raw,,230,13,5,"nodes_T2W30, edges_T2W30, re_T2W30, pe_T2W30, l1_T2W30, l2_T2W30, l3_T2W30, lcc_T2W30, lsc_T2W30, atd_T2W30, density_T2W30, diameter_T2W30, asp_T2W30",400,100.69440997105252,59.02108957344743,0.0178982810413281,0.0907669772629532,0.0089762171328546,0.0268203449498016,1.3297844135066046,0.1223531270930236,1.317757545891932,1.3418112811212772,1.0439856658896831,0.0941977455728307,1.0347263699278912,1.053244961851475,0.1767357180435272,0.1912918469570734,0.1579324248725256,0.1955390112145287,0.3325
W30_z_all,MOT,T2W30,z,,230,13,13,"z_nodes_T2W30, z_edges_T2W30, z_re_T2W30, z_pe_T2W30, z_l1_T2W30, z_l2_T2W30, z_l3_T2W30, z_lcc_T2W30, z_lsc_T2W30, z_atd_T2W30, z_density_T2W30, z_diameter_T2W30, z_asp_T2W30",400,593.1614061299417,327.0786123015235,-0.0025646561056889,0.0468588574578313,-0.0071707114522897,0.0020413992409118,7.584177661312835,0.5303484556259902,7.532046336049604,7.636308986576066,6.450831002682983,0.4204856171008078,6.409498795072952,6.492163210293014,0.0962566513738434,0.2165852598552418,0.0749671076616665,0.1175461950860202,0.3875
W30_z_all,COG,T2W30,z,,230,13,13,"z_nodes_T2W30, z_edges_T2W30, z_re_T2W30, z_pe_T2W30, z_l1_T2W30, z_l2_T2W30, z_l3_T2W30, z_lcc_T2W30, z_lsc_T2W30, z_atd_T2W30, z_density_T2W30, z_diameter_T2W30, z_asp_T2W30",400,708.1296211311751,342.8134924189691,-0.0160331180691282,0.0470763324971809,-0.020660550421531,-0.0114056857167254,2.2312810002522747,0.2815933189338332,2.203601400650226,2.258960599854324,1.7651035055525337,0.1911221719286744,1.7463168908200202,1.7838901202850468,0.0600425963706289,0.2012378496827332,0.0402616472874435,0.0798235454538143,0.6025
