feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG,r_MOT_V4,p_MOT_V4,r_partial_MOT_V4,p_partial_MOT_V4,r_COG_V1,p_COG_V1,r_partial_COG_V1,p_partial_COG_V1
z_diameter,z,6,T6W170,249,-0.02092611350259307,0.7424709198170784,-0.01814416677546858,0.7761693855322779,0.04377997139347427,0.49164800748150794,0.07688681302849815,0.22763077648789098,0.02849376673323468,0.6545483438711373,0.03359493333565883,0.5985204356360152,0.06666274467570617,0.29473381218644434,0.08131922960237244,0.20186310125679732
z_l3,z,6,T6W170,249,0.018040812741365164,0.7769699828967743,0.02187879452783032,0.7317128321559904,-0.10703718098470949,0.09191822725729971,-0.07342783397826888,0.24929780610514438,0.03707662621416452,0.5603540455658067,0.043377834999720845,0.4965146880927561,-0.10835273491284976,0.08797066562486557,-0.09397411098414131,0.1400253136651016
z_l2,z,6,T6W170,249,-0.05291611253169051,0.405757108395214,-0.05900851127280327,0.3547688550304849,0.1081952211930943,0.08843603005335121,0.0631765560758363,0.32174941534348234,-0.07528917895476626,0.2365135617263114,-0.084873947594455,0.1827784386796803,0.020372174337485838,0.7490569047172201,-0.0009185430999946525,0.9885171180998972
z_lsc,z,6,T6W170,249,-0.010750731001387952,0.8659579281523652,-0.011294295518819934,0.8595320982088902,-0.03868451588545734,0.5434612044923296,-0.04535413569748668,0.47708718171712394,-0.01271995774038963,0.8417029544013931,-0.01359650210211715,0.8312910497248369,0.06889343774075361,0.2788362846590316,0.0667841711162242,0.29483453607257815
z_pe,z,6,T6W170,249,-0.022724515203975924,0.7212201375268078,-0.023357699255497476,0.7143434140515327,0.03447399643081084,0.5882220862892852,0.028830067840960486,0.6514011210873994,-0.009225939836673068,0.8848265990678115,-0.010230211340258342,0.8726480589850667,0.01489215954868701,0.8151209509306678,0.012137721039448775,0.8491631040213523
z_l1,z,6,T6W170,249,-0.007599346146769201,0.9050265918704522,-0.0067225752053712605,0.916111131360198,0.018052774079880096,0.7768260039329887,0.02787059539203151,0.6622752129924664,-0.057995468271617875,0.36212912645595186,-0.05665574656828094,0.3743138462992898,0.0013464723382085044,0.9831339161263041,0.005406654641370392,0.9324883291766434
z_asp,z,6,T6W170,249,-0.00812451212056692,0.8984974532520158,-0.005874868530681272,0.9266575886858742,-0.00215889816927932,0.9729605109760605,0.022040318402773616,0.7298089209100853,0.016614730210458315,0.7941890318077597,0.02041653572105304,0.7490221962537496,-0.012176481186464938,0.8483830694599889,-0.0017818282840832383,0.9777271373815679
z_re,z,6,T6W170,249,-0.002393461269528336,0.9700239921846027,-0.0018075180743223332,0.977406099588149,-0.022997872671785918,0.7180081958182044,-0.017386180722886897,0.7852874086739883,-0.03442220279554116,0.5887830769943134,-0.033510699983262046,0.5994382775087904,-0.0356132032638374,0.575945614329577,-0.0331080815929647,0.6038341007323198
z_cc,z,6,T6W170,249,0.03020871384834207,0.6352181078361989,0.027187154455771585,0.6700644883540057,0.02013347408103299,0.7519005492080137,-0.015082380927830617,0.8131757828754103,0.05689232011282776,0.3713471649275453,0.05215885379229681,0.4134682290955174,0.023631068139470936,0.7105872519771721,0.008437893552236493,0.8948173083377395
z_density,z,6,T6W170,249,0.03970643773743191,0.5328572251527491,0.037190056313119155,0.5599522307311227,0.029509002188210877,0.6430761387168384,8.585582526882719e-05,0.9989266635031194,0.061844585158178096,0.3310946454647367,0.05780070776299191,0.36472105506729985,0.06677561543154532,0.293915196860049,0.05449907419168617,0.39279940901570004
