feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
diameter_T7W30,-0.3105786270367257,0.9200833691541004,1.0,355,0.8875
re_T7W30,-0.27789600498476513,0.2573804604431505,1.0,225,0.5625
l1_T7W30,-0.19812034378453125,0.12743015975198435,1.0,77,0.1925
lsc_T7W30,0.18342553231675743,0.2113454953408979,1.0,399,0.9975
edges_T7W30,0.17003762742445505,0.18117115573646497,1.0,361,0.9025
pe_T7W30,-0.1568838875910407,0.10813383092093032,1.0,57,0.1425
l2_T7W30,-0.1311765352757031,0.16546549751209946,1.0,36,0.09
density_T7W30,0.09738484621748951,0.1286218625642235,1.0,91,0.2275
asp_T7W30,-0.0502742141832632,0.8133138837900332,1.0,315,0.7875
nodes_T7W30,0.0200325770777425,0.0748019863757926,1.0,16,0.04
atd_T7W30,-0.01362931873350578,0.10409397089025242,1.0,6,0.015
lcc_T7W30,0.008714105555440152,0.21715298761966284,1.0,23,0.0575
l3_T7W30,0.0013524029735527193,0.10819188495130512,1.0,39,0.0975
