feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG,r_MOT_V4,p_MOT_V4,r_partial_MOT_V4,p_partial_MOT_V4,r_COG_V1,p_COG_V1,r_partial_COG_V1,p_partial_COG_V1
z_cc,z,2,T2W30,230,-0.13861319399154667,0.035652220001300146,-0.14332725163747315,0.030137922292471985,-0.08924421973223803,0.1774094928516184,-0.11455207925284334,0.08368394198960111,-0.11907293126599977,0.07148104170630065,-0.12401241929617626,0.06098312902925237,-0.04822053091952891,0.46677300440864095,-0.059776636688467444,0.36788612984698543
z_pe,z,2,T2W30,230,0.13394464380647159,0.04241171658495597,0.13470048413171534,0.04169775200990014,0.04254112076440978,0.5209098132512112,0.04729457567878876,0.47635396644819605,0.13404363613177916,0.042257933566476655,0.1348697050238927,0.04143943038322402,0.024906662621050197,0.7071187355735931,0.026855841879602972,0.6860277021200052
z_l2,z,2,T2W30,230,0.13023320070628344,0.048526020792919136,0.13168796924056872,0.046527889278314444,0.03631410737668853,0.5837531127518214,0.04468024736992787,0.5010930423424441,0.11899667895743914,0.07166399883781663,0.12055871458950598,0.06859948018473744,0.024615359588137153,0.7103897189521995,0.028401681476155495,0.6689935303264599
z_l3,z,2,T2W30,230,-0.10651333280676992,0.10714920135404664,-0.11261254577704297,0.08908880455941386,-0.07823501960192095,0.23726894497232404,-0.11040638762380253,0.09557245092547281,-0.07161230607021045,0.279463070792532,-0.07781624165250829,0.24083238050797334,-0.0568719776900611,0.390615304265324,-0.0720937018253128,0.2772932702224427
z_density,z,2,T2W30,230,-0.08141777772542048,0.21866811273659686,-0.09092449793387339,0.17029708644507335,0.03742739167571028,0.572264357908643,-0.006086484926830459,0.9270142203344263,-0.07615426987817456,0.2500140146485548,-0.08620817086548076,0.19365286208077187,0.01713216463307883,0.7960785469219621,-0.004450326081114391,0.9465996541872427
z_atd,z,2,T2W30,230,0.038191508950629754,0.5644411710665789,0.033757934088719785,0.611313364060154,0.08675739339012356,0.1898423430411335,0.062092762986482496,0.34958476309602,0.034457473346140036,0.603146743657119,0.029604453357454437,0.6558552810616798,0.19096118924740235,0.003648073697003533,0.18014156561221972,0.00626618726215274
z_l1,z,2,T2W30,230,-0.03151493498797892,0.6344579101422624,-0.025280162232513913,0.7035552702071974,-0.04949204315445058,0.45509229696802944,-0.012517231690363544,0.8505702255391709,-0.062238223565863296,0.3473930121362868,-0.05593694191620158,0.3995040891090525,0.03770677119423439,0.5693980853694366,0.05748392752238154,0.3865748288238905
z_lsc,z,2,T2W30,230,0.027799049410346728,0.6749402608989494,0.024044628306576582,0.7174099913749413,0.09939938672138889,0.13284482713176082,0.0797140779125947,0.2295166745926923,0.015249966567261143,0.8180680881482624,0.011099774138978735,0.8673259627254869,0.0597667699162613,0.36691009757862203,0.049379695340349035,0.45710942115680564
z_diameter,z,2,T2W30,230,-0.024745092971875632,0.7089323099488082,-0.019430299546394574,0.7699407744997779,-0.11702447697621046,0.07652994445217699,-0.08881591412352352,0.18046584764044535,-0.012499932010471362,0.8504491614886015,-0.006587982177904111,0.9210193467703001,-0.07297470273552376,0.2703936612254234,-0.0584011865682627,0.3790298761706299
z_asp,z,2,T2W30,230,-0.02056176004541005,0.7564329591203022,-0.014885899331538064,0.8227228808233192,-0.11686344212238868,0.07693880177511667,-0.08682818135897888,0.1904556108357927,0.0035343440162703345,0.9574856248176524,0.010000385304701962,0.8803631168385286,-0.054541046812786494,0.41035888812695587,-0.0387741600177708,0.559376282311575
z_re,z,2,T2W30,230,-0.0063058499275041625,0.9242251951040592,-0.002549200715880257,0.9693963728660576,-0.046347127185695926,0.48428001930855824,-0.025775357911295933,0.6980293946586515,-0.010596100020760038,0.87301755118391,-0.00655049536888314,0.9214673123533371,-0.023840746827573606,0.7191133688175232,-0.013401534465098452,0.8401502567309076
