feature,selected,ranking
edges_T2W30,True,1
z_asp_T2W30,True,1
z_density_T2W30,True,1
z_diameter_T2W30,True,1
z_l2_T2W30,False,2
z_l3_T2W30,False,2
z_lsc_T2W30,False,2
z_l1_T2W30,False,3
z_pe_T2W30,False,3
z_re_T2W30,False,3
asp_T2W30,False,4
density_T2W30,False,4
diameter_T2W30,False,4
atd_T2W30,False,5
lcc_T2W30,False,5
lsc_T2W30,False,5
l1_T2W30,False,6
l2_T2W30,False,6
l3_T2W30,False,6
nodes_T2W30,False,7
pe_T2W30,False,7
re_T2W30,False,7
