subject,edges_T2W30,pe_T2W30,z_l2_T2W30
CSO-16-11A-JDMUVA,29.0,0.7397260273972602,0.2341599993492061
CSO-16-11A-VZAOR,29.0,0.4590163934426229,0.0099418291023829
CSO-16-11B-KRORE,29.0,0.3189655172413793,-0.6930114303208665
CSO-16-11B-LLOZA,28.83116883116883,1.2987012987012987,0.3636230305923602
CSO-16-11B-YAROMO,28.877637130801688,1.0464135021097047,-0.1701757425021436
CSO-16-9A-JALEMO,29.0,0.4619289340101523,0.1351994690571114
CSO-16-9A-JPROSO,29.0,0.8539823008849557,-0.0497686335653472
CSO-16-9A-JSMAGU,29.0,0.7096774193548387,-0.4351854355674425
CSO-16-9B-SJPAJI,28.875,0.6666666666666666,-0.3973498481838053
CSO-17-10A-YVGOCA,28.810344827586206,0.0,-0.6280664194484676
CSO-17-10B-EHECO,28.64197530864197,0.0,-0.7361657866699007
CSO-17-10B-YCQUVE,28.17610062893082,1.3522012578616351,0.2077305203324184
CSO-17-11A-DJAPA,28.318181818181817,1.2954545454545454,-0.2973707162928635
CSO-17-11A-JDAMO,29.0,0.0,-0.8891203371484713
CSO-17-11A-NPAHE,29.0,2.2222222222222223,0.7477367526696833
CSO-17-11A-RLPAIG,29.0,0.8913043478260869,-0.3038874195654948
CSO-17-11A-SPUVA,29.0,0.265625,-0.7441873910357574
CSO-17-11B-CDBEBU,28.183098591549296,2.676056338028169,1.3650753153705488
CSO-17-11C-JDAAG,29.0,1.176923076923077,0.4539192846721916
CSO-17-11C-MAPAMA,28.877551020408163,0.6122448979591837,0.1029952193645669
CSO-17-11C-MCAAG,29.0,0.7070707070707071,0.5950641378830462
CSO-17-11C-SARJA,29.0,0.2589285714285714,-0.3757685772556863
CSO-18-11A-ADBAHO,29.0,0.24,-0.3494035103568198
CSO-18-11B-YLLRE,29.0,0.7025862068965517,-0.0164518181789285
CSO-18-9B-MAMOLO,28.914454277286136,1.3657817109144543,-0.079811877804977
CSO-8-3A-DAPAVA,28.725118483412324,0.7772511848341233,0.0593273397898841
CSO-8-3A-KVPECO,26.47826086956522,2.6956521739130435,1.1355248652692291
CSO-8-4A-ARAGR,28.65573770491803,0.0,-0.938771764280743
CSO-8-4A-JRAAR,26.571428571428573,1.0,0.5151301168882642
CSO-9-2A-EXMOCO,28.386554621848735,0.4369747899159664,-0.1891068711061697
CSO-9-4A-AGAPE,29.0,1.0069444444444444,0.1630691783639399
CSO-9-4A-DKVIMO,29.0,0.4745762711864407,-0.3806662287554108
CSO-9-4A-DSMOMU,29.0,0.8429752066115702,0.4352872592773009
CSO-9-4A-DVGATO,29.0,1.445945945945946,0.5155508952767821
CSO-9-4A-FAGIGA,29.0,1.7816091954022988,0.2903542392373751
CSO-9-4A-GSBRCO,29.0,0.0377358490566037,-0.9393657256358297
CSO-9-4A-KEMOCO,28.64516129032258,0.0,-0.929491577719923
CSO-9-4A-LCOMO,29.0,0.6595744680851063,-1.4071420261819758
CSO-9-4A-MLORO,28.785714285714285,1.8333333333333333,0.6483541670199107
CSO-9-4A-MPAME,29.0,1.1290322580645162,0.6075733997461212
CSO-9-4A-NSARPA,28.48,0.42,-0.3273918992180226
CSO-9-4A-SLOCA,29.0,2.5,0.1089424105055079
CSO-9-4A-YVDITR,29.0,0.0,-0.6525251030059593
