target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
COG_V1,T7W30,VALIDATION,R2,-0.01272,0.019959,-0.014682,-0.010758,1.9659,399,True
COG_V1,T7W30,VALIDATION,RMSE,1.344072,0.076153,1.336587,1.351558,1.9659,399,True
COG_V1,T7W30,VALIDATION,MAE,1.032681,0.053056,1.027466,1.037896,1.9659,399,True
COG_V1,T7W30,VALIDATION,rho,-0.101055,0.117123,-0.112568,-0.089543,1.9659,399,True
COG_V1,T7W30,TEST,R2,-0.014338,0.021143,-0.016417,-0.01226,1.9659,399,True
COG_V1,T7W30,TEST,RMSE,1.352514,0.110484,1.341654,1.363374,1.9659,399,True
COG_V1,T7W30,TEST,MAE,1.036493,0.078579,1.028769,1.044217,1.9659,399,True
COG_V1,T7W30,TEST,rho,-0.08787,0.191655,-0.106709,-0.069031,1.9659,399,True
