feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_atd_T7W50,-0.053462080703727724,0.06477345973558923,1.0,400,1.0
z_l1_T7W50,-0.05111483961006354,0.045456626351562744,1.0,400,1.0
z_density_T7W50,0.046817584655466565,0.028569576541528478,1.0,400,1.0
z_asp_T7W50,-0.04646162779575524,0.03281682854067975,1.0,400,1.0
z_diameter_T7W50,-0.03458970958732946,0.028267921696866594,1.0,400,1.0
z_re_T7W50,-0.03270828499132059,0.029898621687236844,1.0,400,1.0
z_l2_T7W50,-0.02736951010534115,0.028588045282400155,1.0,400,1.0
z_pe_T7W50,-0.014018069679203334,0.029120138498761734,1.0,400,1.0
z_l3_T7W50,0.011747736797058627,0.033730256985619815,1.0,400,1.0
z_lsc_T7W50,-0.009346125681919002,0.03680140045261481,1.0,400,1.0
z_lcc_T7W50,7.267278547823846e-19,2.0529373944672243e-17,0.0,400,1.0
z_edges_T7W50,0.0,0.0,0.0,400,1.0
z_nodes_T7W50,0.0,0.0,0.0,400,1.0
