target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T7W20,VALIDATION,R2,-0.008812,0.01995,-0.010773,-0.006851,1.9659,399,True
MOT,T7W20,VALIDATION,RMSE,7.627993,0.310964,7.597426,7.658559,1.9659,399,True
MOT,T7W20,VALIDATION,MAE,6.498602,0.224969,6.476489,6.520716,1.9659,399,True
MOT,T7W20,VALIDATION,rho,-0.004123,0.127973,-0.016702,0.008457,1.9659,399,False
MOT,T7W20,TEST,R2,-0.011407,0.024219,-0.013788,-0.009026,1.9659,399,True
MOT,T7W20,TEST,RMSE,7.758225,0.501228,7.708956,7.807493,1.9659,399,True
MOT,T7W20,TEST,MAE,6.588517,0.379902,6.551174,6.62586,1.9659,399,True
MOT,T7W20,TEST,rho,-0.001706,0.190106,-0.020393,0.01698,1.9659,399,False
COG,T7W20,VALIDATION,R2,-0.014104,0.023991,-0.016463,-0.011746,1.9659,399,True
COG,T7W20,VALIDATION,RMSE,2.254296,0.14791,2.239757,2.268835,1.9659,399,True
COG,T7W20,VALIDATION,MAE,1.744282,0.091468,1.735291,1.753273,1.9659,399,True
COG,T7W20,VALIDATION,rho,-0.016919,0.121312,-0.028843,-0.004994,1.9659,399,True
COG,T7W20,TEST,R2,-0.015928,0.036787,-0.019544,-0.012312,1.9659,399,True
COG,T7W20,TEST,RMSE,2.216321,0.228183,2.193891,2.238751,1.9659,399,True
COG,T7W20,TEST,MAE,1.711594,0.143572,1.697482,1.725707,1.9659,399,True
COG,T7W20,TEST,rho,-0.005687,0.201363,-0.02548,0.014107,1.9659,399,False
MOT_V4,T7W20,VALIDATION,R2,-0.008694,0.024241,-0.011077,-0.006311,1.9659,399,True
MOT_V4,T7W20,VALIDATION,RMSE,3.448801,0.178938,3.431212,3.466389,1.9659,399,True
MOT_V4,T7W20,VALIDATION,MAE,2.856707,0.115448,2.845359,2.868055,1.9659,399,True
MOT_V4,T7W20,VALIDATION,rho,0.050389,0.125315,0.038071,0.062707,1.9659,399,True
MOT_V4,T7W20,TEST,R2,-0.008365,0.031467,-0.011458,-0.005271,1.9659,399,True
MOT_V4,T7W20,TEST,RMSE,3.484698,0.273312,3.457832,3.511563,1.9659,399,True
MOT_V4,T7W20,TEST,MAE,2.888045,0.181261,2.870228,2.905862,1.9659,399,True
MOT_V4,T7W20,TEST,rho,0.066142,0.192733,0.047197,0.085087,1.9659,399,True
COG_V1,T7W20,VALIDATION,R2,-0.018057,0.030136,-0.021019,-0.015095,1.9659,399,True
COG_V1,T7W20,VALIDATION,RMSE,1.347515,0.077414,1.339905,1.355124,1.9659,399,True
COG_V1,T7W20,VALIDATION,MAE,1.037434,0.054753,1.032051,1.042816,1.9659,399,True
COG_V1,T7W20,VALIDATION,rho,-0.100084,0.115294,-0.111417,-0.088751,1.9659,399,True
COG_V1,T7W20,TEST,R2,-0.022385,0.037421,-0.026064,-0.018707,1.9659,399,True
COG_V1,T7W20,TEST,RMSE,1.357893,0.114839,1.346605,1.369182,1.9659,399,True
COG_V1,T7W20,TEST,MAE,1.042926,0.081212,1.034943,1.050908,1.9659,399,True
COG_V1,T7W20,TEST,rho,-0.116879,0.171924,-0.133779,-0.09998,1.9659,399,True
