target,window,feature_type,covariates,n_subjects,n_candidate_predictors,n_selected_per_split,predictors,n_iter,alpha_mean,alpha_std,r2_mean,r2_std,r2_ci_lower,r2_ci_upper,rmse_mean,rmse_std,rmse_ci_lower,rmse_ci_upper,mae_mean,mae_std,mae_ci_lower,mae_ci_upper,rho_mean,rho_std,rho_ci_lower,rho_ci_upper,frac_r2_below_zero
MOT,T7W40,z,,248,13,5,"z_nodes_T7W40, z_edges_T7W40, z_re_T7W40, z_pe_T7W40, z_l1_T7W40, z_l2_T7W40, z_l3_T7W40, z_lcc_T7W40, z_lsc_T7W40, z_atd_T7W40, z_density_T7W40, z_diameter_T7W40, z_asp_T7W40",400,886.4800231602202,227.8674520764929,-0.009577983300415285,0.02556478288088594,-0.012090908524406512,-0.007065058076424057,7.748752321444926,0.4998163527168581,7.699622190907242,7.797882451982611,6.581528870804314,0.3833933780034998,6.543842695459694,6.619215046148933,0.02967652269943069,0.18667526202985976,0.01132702304454648,0.0480260223543149,0.6025
COG,T7W40,z,,248,13,5,"z_nodes_T7W40, z_edges_T7W40, z_re_T7W40, z_pe_T7W40, z_l1_T7W40, z_l2_T7W40, z_l3_T7W40, z_lcc_T7W40, z_lsc_T7W40, z_atd_T7W40, z_density_T7W40, z_diameter_T7W40, z_asp_T7W40",400,876.4379337340372,266.2026918360745,-0.018574944725481747,0.02771139763701568,-0.021298874376618072,-0.01585101507434542,2.1804859949078117,0.2706956560475357,2.1538775959522587,2.2070943938633647,1.672354931299897,0.17986456724684163,1.654674898183919,1.6900349644158752,-0.06786451778951513,0.19327670210299583,-0.08686291500600755,-0.04886612057302271,0.85
MOT_V4,T7W40,z,,248,13,5,"z_nodes_T7W40, z_edges_T7W40, z_re_T7W40, z_pe_T7W40, z_l1_T7W40, z_l2_T7W40, z_l3_T7W40, z_lcc_T7W40, z_lsc_T7W40, z_atd_T7W40, z_density_T7W40, z_diameter_T7W40, z_asp_T7W40",400,700.2679558368832,313.0439834114293,-0.0074205551745207664,0.0383215186090018,-0.0111874211472496,-0.0036536892017919338,3.510666458455903,0.2848101987264068,3.4826706512642582,3.538662265647548,2.9244144745205767,0.18704425636703517,2.9060287040637176,2.9428002449774358,0.08815634444696599,0.192790423030564,0.06920574669557,0.10710694219836198,0.4825
COG_V1,T7W40,z,,248,13,5,"z_nodes_T7W40, z_edges_T7W40, z_re_T7W40, z_pe_T7W40, z_l1_T7W40, z_l2_T7W40, z_l3_T7W40, z_lcc_T7W40, z_lsc_T7W40, z_atd_T7W40, z_density_T7W40, z_diameter_T7W40, z_asp_T7W40",400,915.7631574564115,217.0747428507232,-0.01583104914175266,0.022832418990138936,-0.018075392927983484,-0.01358670535552184,1.343023897971549,0.11633228724985109,1.3315888570264793,1.3544589389166186,1.0304187128245816,0.08355523868308765,1.0222055366023683,1.038631889046795,-0.08862105940779796,0.1801597107853102,-0.10633010406070062,-0.07091201475489531,0.8275
